Claart,Fecncre,Cant,Clacli,Clatipcli
0614607,15/05/19,1.0,MRS2043,0
04HTAQ38,16/05/19,50.0,MRS2043,0
06PIJ8112,16/05/19,50.0,MRS2043,0
03RIEL18,21/05/19,7.4,MRS2043,0
01CEMBIG,23/05/19,2.0,GAMC79,0
01CEMBIG,25/05/19,2.0,VELM7,0
01CEMAGR,28/05/19,17.11,PAL18,0
04HREM31612,28/05/19,100.0,MRS2043,0
06BRF316,28/05/19,2.0,MRS2043,0
05ADAPH34,29/05/19,4.0,MRS2043,0
05TINT750,29/05/19,1.0,MRS2043,0
04HSI2178,30/05/19,1.0,MRS2043,0
01YEM,31/05/19,50.0,OCP100,3
06CLAC1,31/05/19,3.0,OCP100,3
01CEMCAZ50,31/05/19,40.0,OCP100,3
01CEMMCA50,31/05/19,10.0,OCP100,3
03TC301,07/06/19,2.0,MRS2043,0
06ESPC,13/06/19,2.0,MRS2043,0
05CODPVC490,14/06/19,2.0,MRS2043,0
05COPPVC4,14/06/19,3.0,MRS2043,0
05TEEPVC4,14/06/19,2.0,MRS2043,0
05CONIN34,18/06/19,2.0,MRS2043,0
05FLOPTIN,18/06/19,1.0,MRS2043,0
03SOL144,18/06/19,124.0,MRSZI0021,0
04HDD412,18/06/19,3.0,MRSZI0021,0
04HDDC7,18/06/19,5.0,MRSZI0021,0
04HSO1818,18/06/19,4.0,MRSZI0021,0
04HSI2110,18/06/19,15.0,MRSZI0021,0
0611586,18/06/19,5.0,MRSZI0021,0
04HDCM7,18/06/19,4.0,MRSZI0021,0
04HDDC412,18/06/19,1.0,MRSZI0021,0
01CEMCAZ50,18/06/19,2.0,MRSZI0021,0
04HDDC412,18/06/19,1.0,MRSZI0021,0
05COPPVC4,18/06/19,2.0,MRSZI0021,0
05PEGAD500,18/06/19,1.0,MRSZI0021,0
05TUBPVCN4,18/06/19,12.0,MRSZI0021,0
0846434,18/06/19,3.0,MRSZI0021,0
01ALAM,19/06/19,50.0,CTE041,0
01ALREC,19/06/19,20.0,CTE041,0
01EST1530,19/06/19,17.0,CTE041,0
01VAR112,19/06/19,30.0,CTE041,0
01VAR38,19/06/19,50.0,CTE041,0
01VAR58,19/06/19,16.0,CTE041,0
0614246,19/06/19,1.0,JFC060,0
02PANN2,20/06/19,2.0,HETC670,0
03POL46,21/06/19,20.0,MRS2043,0
03PR30018,21/06/19,28.0,MRS2043,0
05CODC3490CX,22/06/19,2.0,MRS2043,0
05CONIN34,22/06/19,2.0,MRS2043,0
05CONPL12,22/06/19,3.0,MRS2043,0
05TEECO34,22/06/19,1.0,MRS2043,0
01COMB34,22/06/19,3.0,MRS2043,0
01CEMCAZ50,25/06/19,5.0,MRS2043,0
01CEMCAZ50,26/06/19,50.0,MRS409,9
01CEMMCA50,29/06/19,30.0,CED001,0
03SOL18112,01/07/19,24.8,MRS2043,0
06RB167,16/07/19,5.0,MGN85,0
04S104,18/07/19,1.0,MRS2043,0
01CEMBIG,18/07/19,2.0,MRS2043,0
01TAR,19/07/19,2.0,MRS2043,0
01ARM204,24/07/19,6.0,OCP100,3
01BLO15,29/07/19,1000.0,ETE050,0
03103TS20,30/07/19,6.4,MRS2043,0
01CEMAGR,31/07/19,11.35,TOMJ86,0
01ARM12204,05/08/19,30.0,MRS2043,0
0615248,09/08/19,6.0,OCC17,0
0615503,09/08/19,4.0,OCC17,0
0615702,09/08/19,4.0,OCC17,0
0616542,09/08/19,2.0,OCC17,0
0617054,09/08/19,2.0,OCC17,0
0618630,09/08/19,4.0,OCC17,0
0620401,09/08/19,6.0,OCC17,0
06LLAVES14,09/08/19,4.0,OCC17,0
06MARROB3,09/08/19,2.0,OCC17,0
06PALT,09/08/19,6.0,OCC17,0
0610759,09/08/19,8.0,OCC17,0
0611752,09/08/19,2.0,OCC17,0
0611979,09/08/19,6.0,OCC17,0
0613119,09/08/19,10.0,OCC17,0
0613123,09/08/19,100.0,OCC17,0
0613294,09/08/19,8.0,OCC17,0
0613369,09/08/19,4.0,OCC17,0
01ACC,10/08/19,112.0,CTE041,0
01ARM1543,10/08/19,36.0,CTE041,0
01ARM1543,14/08/19,1.0,CTE041,0
01TES,14/08/19,171.0,CTE041,0
01VAR58,14/08/19,1.0,CTE041,0
03ANG141,14/08/19,14.0,MRS2043,0
01BAB1030,16/08/19,650.0,VACR83,0
01CEMBIG,16/08/19,2.0,VACR83,0
01ARM1543,22/08/19,59.0,GAVL91,0
06RA250B,22/08/19,2.0,HEML77,1
06ABRASF8,23/08/19,4.0,MRS2043,0
0846434,23/08/19,1.0,MRS2043,0
01TAB1104,24/08/19,80.0,MOSTSAPSAM,0
01TABMAD168,24/08/19,80.0,MOSTSAPSAM,0
01TABMAD1810,24/08/19,80.0,MOSTSAPSAM,0
01CEMCAZ50,24/08/19,100.0,MOSTSAPSAM,0
01CEMCAZ50,24/08/19,100.0,MOSTSAPSAM,0
01ALREC,24/08/19,100.0,MOSTSAPSAM,0
01ARM124,24/08/19,50.0,MOSTSAPSAM,0
01MALSOL10,24/08/19,200.0,MOSTSAPSAM,0
01VAR38,24/08/19,75.0,MOSTSAPSAM,0
06CLA212,24/08/19,15.0,MOSTSAPSAM,0
06CLAC212,24/08/19,10.0,MOSTSAPSAM,0
01EST1515,03/09/19,30.0,MRS2043,0
01CEMCAZ50,03/09/19,2.0,ZECA66,0
01CEMBIG,06/09/19,2.0,MRS2043,0
03PR22518,06/09/19,189.2,ETE050,0
04HPPB141,06/09/19,50.0,MRS2043,0
06ESPA14,06/09/19,10.0,MRS2043,0
06FONSN,06/09/19,1.0,MRS2043,0
03LAMC28305,09/09/19,34.0,MRS2043,0
01ARM124,12/09/19,4.0,MEVJ54,0
05TUBGALV12,13/09/19,4.0,CUC88,0
01YEM,13/09/19,8.0,HEMF74,0
01CEMCAZ50,13/09/19,5.0,HEMF74,0
01PPB20,13/09/19,7.0,HEMF74,0
01CEMBIG,17/09/19,2.0,MRS2043,0
08FOC200,19/09/19,11.0,OCC17,0
05VALBCP12,24/09/19,3.0,MRS2043,0
05YEEPVC2,24/09/19,2.0,MRS2043,0
01ARM124,26/09/19,100.0,LOAF59,0
01CEMCAZ50,26/09/19,40.0,LOAF59,0
0644489,26/09/19,12.0,LOAF59,0
06BRIC1,26/09/19,1.0,LOAF59,0
08CENC1,20/03/20,1.0,MRS2043,0
02COME28,25/09/19,1.0,MRS2043,0
01CEMBIG,08/10/19,2.0,MRS2043,0
0610252,08/10/19,2.0,MRS2043,0
0610621,08/10/19,4.0,MRS2043,0
0610759,08/10/19,1.0,MRS2043,0
0610765,08/10/19,1.0,MRS2043,0
0611752,08/10/19,2.0,MRS2043,0
0611807,08/10/19,2.0,MRS2043,0
0611979,08/10/19,2.0,MRS2043,0
0614962,08/10/19,2.0,MRS2043,0
0618153,08/10/19,2.0,MRS2043,0
0624069,08/10/19,2.0,MRS2043,0
06ESCJ22,08/10/19,5.0,MRS2043,0
06MAG10175,08/10/19,90.0,MRS2043,0
06MS50,08/10/19,25.0,MRS2043,0
06PALT,08/10/19,9.0,MRS2043,0
06PLRP,08/10/19,2.0,MRS2043,0
06REDG140,08/10/19,2.0,MRS2043,0
06TALACOM,08/10/19,4.0,MRS2043,0
05PLJLR20,28/09/19,1.0,MRS2043,0
01ARM124,28/09/19,70.0,CPC1112,0
01CEMCAZ50,28/09/19,25.0,CPC1112,0
01BLO15,18/10/19,2000.0,MRSZI0021,0
01BLO15,18/10/19,1000.0,MRSZI0021,0
01BLO15,18/10/19,1000.0,MRSZI0021,0
06NUD12,24/12/19,100.0,DCA040,0
08CAUR314,24/12/19,100.0,DCA040,0
01ALREC,28/10/19,4.0,MRS2043,0
01ARM204,28/10/19,1.0,MRS2043,0
01VAR38,28/10/19,35.0,MRS2043,0
06CLA212,28/10/19,3.0,MRS2043,0
06CLAC212,28/10/19,1.0,MRS2043,0
08CAJO,28/10/19,2.0,MRS2043,0
08POL12,28/10/19,50.0,MRS2043,0
01CEMBIG,23/10/19,12.0,TOMJ86,0
0615400,24/12/19,2.0,MRS2157,0
06CLA212,23/12/19,25.0,MRS2043,0
01CEMBIG,01/11/19,2.0,MRSZI003,0
01CEMBIG,01/11/19,2.0,MRSZI003,0
01CEMBIG,01/11/19,2.0,MRSZI003,0
01CEMAGR,04/11/19,10.71,PAL18,0
05VA12,11/11/19,1.0,MRS2043,0
01CEMBIG,14/11/19,2.0,MRSZI003,0
01CEMBIG,14/11/19,2.0,MRSZI003,0
01CEMCAZ50,26/11/19,90.0,PSP14,0
01VAR38,21/11/19,50.0,MRS2043,0
01CEMCAZ50,26/11/19,80.0,VACR83,0
06CLAC212,26/11/19,40.0,VACR83,0
01CEMCAZ50,05/12/19,10.0,MRS2043,0
01CEMBIG,06/12/19,2.0,ZECA66,0
04HDDCM7,16/12/19,1.0,MRS2043,0
01ARM124,17/12/19,26.0,SER88,3
06CODP12,20/12/19,20.0,MRSZI0025,0
08POL12,20/12/19,100.0,MRSZI0025,0
06YESKG,04/01/20,8.0,MRS2043,0
03103TS18,10/01/20,168.0,AIHS900,0
05JUEGHH,13/01/20,1.0,MRS2043,0
05CONP34,17/01/20,6.0,MARA76,0
05CONPL34,17/01/20,8.0,MARA76,0
03131MOS20,18/01/20,4.0,MRS2043,0
06MAG10175,20/01/20,90.0,CUC88,0
05CODPVC345,22/01/20,5.0,MRS2043,0
05CODPVC390,22/01/20,5.0,MRS2043,0
05COPPVC3,22/01/20,5.0,MRS2043,0
01EST1520,24/01/20,14.0,MRS2043,0
05TCPVRED3412,25/01/20,5.0,MACR44,1
01CEMBIG,27/01/20,2.0,MRSZI003,0
01CEMBIG,27/01/20,1.0,MRSZI003,0
05CODPVC390,28/01/20,1.0,MRS2043,0
05CODCP9012,29/01/20,20.0,MRS2043,0
05COPCP12,29/01/20,5.0,MRS2043,0
05TEECPVCC12,29/01/20,10.0,MRS2043,0
05ABRTO34,03/02/20,10.0,RALM76,1
08TUBC34PD,03/02/20,3.0,RALM76,1
03POL36,08/02/20,76.0,MRS2043,0
03PC20018,10/02/20,23.2,MRS2043,0
01CEMCAZ50,11/02/20,3.0,MRSZI0025,0
01PPS,12/02/20,15.0,MEVJ54,0
01YEM,14/02/20,8.0,gco02,0
01EST1515,17/02/20,10.0,MRS2043,0
01CEMBIG,17/02/20,2.0,MRS1856,1
01CEMBIG,17/02/20,2.0,MRSZI003,0
06CODP3,20/02/20,20.0,TTH13,0
01CEMBIG,21/02/20,4.0,MRS2043,0
03SOL12112,22/02/20,24.0,TTH13,0
01ALREC,27/02/20,50.0,MRSZI0025,0
01CEMCAZ50,02/03/20,40.0,MRSZI0025,0
01CAS651,10/03/20,65.0,MRS2043,0
01CEMCAZ50,13/03/20,2.0,MRSZI0042,0
01CEMCAZ50,13/03/20,10.0,MRSZI0025,0
05CODPL4512,19/03/20,17.0,MEVJ54,0
05CODPL4534,19/03/20,11.0,MEVJ54,0
01CEMCAZ50,01/04/20,20.0,MRSZI0042,0
01BAB1030,01/04/20,740.0,MRSZI0025,0
01VAR38,01/04/20,20.0,MRSZI0025,0
0611673,02/04/20,20.0,TTH13,0
05RBC1234,03/04/20,4.0,MRS2043,0
01BLO12,03/04/20,3.0,MRSMC01,0
05COPPVCH34,04/04/20,8.0,MRSZI0025,0
08CAJCHR,07/04/20,10.0,CRA00,1
01BLO15,13/04/20,2000.0,MRS2043,0
01CEMCAZ50,13/04/20,60.0,MRS2043,0
GTRAS,13/04/20,2.0,MRS2043,0
05TUBPVCN4,15/04/20,31.0,RCO10,0
08POL1234,16/04/20,50.0,MRS2043,0
01CEMCAZ50,17/04/20,4.0,CUC88,0
03LG41022,17/04/20,8.0,CUC88,0
03PC10018,17/04/20,87.0,CUC88,0
03POL88,17/04/20,344.0,CUC88,0
03PTR11414,17/04/20,43.2,CUC88,0
03ANG18112,20/04/20,35.4,MRS2043,0
03SOL316114,20/04/20,88.8,MRS2043,0
04HSI2178,20/04/20,2.0,MRS2043,0
01TB,20/04/20,21.0,OIF59,0
01VAR34,20/04/20,50.0,OIF59,0
03PR17518,21/04/20,3.0,MRS2043,0
01TB,22/04/20,19.0,MRSZI0046,0
01EST1515,25/04/20,86.4,MRSMC01,0
08POL1,25/04/20,10.0,MRSMC01,0
01SON30,28/04/20,9.0,MAS1104,0
06RODLA,28/04/20,40.0,MRS2043,0
01ARM204,29/04/20,15.0,FEED76,0
08CAB12,30/04/20,8.0,MRS2043,0
03K30020,30/04/20,6.0,MRS2043,0
01EST1520,02/05/20,18.6,MRS2043,0
01ROB12,07/05/20,24.0,MRS136,3
04HPPB141,07/05/20,500.0,MOSTFETS,0
03LG31020,13/05/20,1.0,FORS75,14
03LG41022,13/05/20,4.0,FORS75,14
03LG31024,13/05/20,7.0,MRS2043,0
01EST1530,15/05/20,28.6,MRS2043,0
01ARM204,15/05/20,1.0,MRS2043,0
0613512,25/05/20,470.0,DCA040,0
06PINPRONE30,25/05/20,12.0,DCA040,0
06TIOON,25/05/20,2.0,DCA040,0
05NIPIN1,25/05/20,2.0,MRS2043,0
06POLH1,25/05/20,20.0,MRS2043,0
06PINPRONE30,25/05/20,8.0,MRS2043,0
06TIOON,25/05/20,33.0,MRS2043,0
06ALIMCER,25/05/20,2.0,MRS2043,0
05NIPGCAM3812,28/05/20,1.0,MRS2043,0
01ARM1538,05/06/20,6.0,MRS481,9
08CANALC,08/06/20,1.0,MRS2043,0
08TUBC12PD,08/06/20,1.0,MRS2043,0
01EST1520,10/06/20,71.0,MRS2342,0
05TAPMPVC4,10/06/20,6.0,MRS2043,0
03TM1812,10/06/20,8.8,MRS2043,0
01CEMCAZ50,12/06/20,14.0,REML501,1
01CEMCAZ50,12/06/20,14.0,REML501,1
01CEMCAZ50,12/06/20,3.0,REML501,1
01CEMCAZ50,12/06/20,14.0,REML501,1
01CEMCAZ50,12/06/20,14.0,REML501,1
01CEMCAZ50,12/06/20,14.0,REML501,1
04HCEM,13/06/20,1.0,TTH13,0
06PEB4,13/06/20,1.0,MRS2043,0
01BLO12,15/06/20,400.0,MRS2043,0
01CEMBC,16/06/20,30.0,MRSZI0025,0
01ES,17/06/20,2.0,MRS2043,0
01ALREC,17/06/20,30.0,MRSZI0048,0
05TEEPVC4,24/06/20,1.0,MRS2043,0
05TUBPVCN2,24/06/20,6.0,MRS2043,0
06PEN1,17/06/20,1.0,MRSZI0025,0
04HCEM,18/06/20,1.0,TTH13,0
05LLAN12UN,18/06/20,1.0,MRS2043,0
05TUBGALV51126,22/06/20,10.0,MRS2043,0
01EST1520,23/06/20,19.8,MRS2043,0
05CODPVCH12,24/06/20,2.0,MRS2043,0
05COPPVCH12,24/06/20,10.0,MRS2043,0
05TEEPVCH12,24/06/20,4.0,MRS2043,0
06RUEDD,26/06/20,2.0,MRS2043,0
02ECAG6305,27/06/20,1.0,MRS2043,0
05CE90,29/06/20,1.0,MRS2043,0
03PP30020,02/07/20,53.0,MRS650,0
03TAB33,02/07/20,31.0,MRS650,0
01LAD,03/07/20,220.0,RCO10,0
03POL1010,07/07/20,215.0,MRSMC01,0
03SOL18112,07/07/20,31.0,MRSMC01,0
03PTR214,07/07/20,70.4,MRS2043,0
03POL1010,07/07/20,45.0,MRS2043,0
01CEMBIG,09/07/20,2.0,ZERM90,0
01ARM204,11/07/20,50.0,MRSZI0054,0
01CEMCAZ50,11/07/20,120.0,MRSZI0054,0
01VAR38,11/07/20,50.0,MRSZI0054,0
05PLJLR20,15/07/20,2.0,MRS2043,0
0649221,15/07/20,1.0,MRS2043,0
01EST1530,15/07/20,60.6,MRS2043,0
08TAPPC,16/07/20,5.0,CUC88,0
03101AL18,17/07/20,37.0,MRS2043,0
01ARM204,21/07/20,15.0,MRSMF01,0
08BOT8,24/07/20,6.0,MRS2043,0
01ARM124,25/07/20,2.0,MRS2043,0
04HPPB212,25/07/20,50.0,MRS2043,0
05TUBGALV12,31/07/20,1.0,MRS2043,0
06PES300T,04/08/20,2.0,MRS2043,0
01ALAM,06/08/20,120.0,JURF73,0
01ALREC,06/08/20,200.0,JURF73,0
03M22520,10/08/20,5.8,MRS2043,0
01TB,13/08/20,3.0,MRSZI0046,0
01CEMBIG,14/08/20,4.0,AACP71,9
01CEMBIG,14/08/20,4.0,AACP71,9
01ALAM,24/08/20,8.0,MRS2043,0
01CEMBIG,25/08/20,2.0,MRSZI0025,0
01ALREC,26/08/20,67.8,MRS4354,3
08CENC1,05/09/20,1.0,MRS2043,0
03TC302,05/09/20,1.0,MRS2043,0
01CAS661,10/09/20,1.0,MRS2043,0
03TC301,15/09/20,4.0,MRSZI1256,0
01ARM1543,24/09/20,10.0,MRS2043,0
05CODPLH,24/09/20,4.0,MRS2043,0
05CONPH12,24/09/20,8.0,MRS2043,0
01BLO15,24/09/20,65.0,MRS2043,0
01EST123,25/09/20,12.3,MRS2043,0
06MANAS230,28/09/20,3.0,MRS2043,0
01CEMCAZ50,28/09/20,10.0,TOGA74,1
03PTR214,30/09/20,17.6,MRS2043,0
01CM,12/10/20,2.0,MRS2043,0
01ARM1543,16/10/20,4.0,MRS2043,0
05CODPL34,16/10/20,2.0,MRS2043,0
05CODPL4534,16/10/20,2.0,MRS2043,0
05CODPLU3490,16/10/20,2.0,MRS2043,0
05COPL34,16/10/20,5.0,MRS2043,0
05LLAN34,16/10/20,1.0,MRS2043,0
05TEEPL34,16/10/20,2.0,MRS2043,0
05TUBPL34,16/10/20,11.0,MRS2043,0
03TM181,22/10/20,11.0,MRS2043,0
01EST1520,27/10/20,393.6,MRS2043,0
03PL410316,04/11/20,46.66,LOGF85,0
01ALREC,10/11/20,30.0,TAC1503,0
01CEMCAZ50,10/11/20,20.0,TAC1503,0
01VAR38,10/11/20,20.0,TAC1503,0
06CLA212,10/11/20,5.0,TAC1503,0
05REDGALVB3412,12/11/20,2.0,MRS2043,0
01EST1515,13/11/20,17.8,MRS2043,0
08POL12,14/11/20,100.0,MRS2043,0
02COMST21,20/11/20,1.0,SAZE92,0
03PP25018,26/11/20,12.2,MRS2043,0
03LA10126600,02/12/20,15.0,MRSZI0088,0
04HREM,07/12/20,50.0,BES04,3
05TUBGALV522,09/12/20,25.0,MRS2043,0
04CHPAV,10/12/20,1.0,MRS2043,0
01EST1515,17/12/20,40.0,MRSZI201,7
08POL1234,17/12/20,20.0,MRS2043,0
01CEMBIG,18/12/20,4.0,AACP71,9
01SON25,18/12/20,3.0,MRSZI046,0
05ABRASF8,19/12/20,2.0,MRS2043,0
05CODPVCH12,19/12/20,1.0,MRS2043,0
05COPPVCH12,19/12/20,1.0,MRS2043,0
05LLAN12UN,19/12/20,2.0,MRS2043,0
06ABRASF10,19/12/20,2.0,MRS2043,0
06113418,26/12/20,100.0,MRS2043,0
06BRF14,26/12/20,1.0,MRS2043,0
04HBISTU12,26/12/20,2.0,MRS2043,0
06LLANFB,28/12/20,1.0,MRS2043,0
03ANG1143,28/12/20,22.5,MRS2043,0
01EST1515,31/05/21,34.6,MRS2043,0
03PP30018,25/02/21,84.0,MRSZI046,0
03PP40018,25/02/21,105.6,MRSZI046,0
05JUEGHH,02/01/21,1.0,MRS2043,0
03LN41014,04/01/21,1.0,LOMM64,1
03TC30114,05/01/21,1.0,MRS2043,0
06REDG140,05/01/21,1.0,MRS2043,0
03PP40018,05/01/21,70.4,LOMM64,1
06TAQ14,07/01/21,40.0,MRSZI046,0
03103TS18,07/01/21,33.6,MRSZI046,0
03ANG182,08/01/21,30.8,MRS2043,0
03LA10126400,08/01/21,3.0,MRSZI046,0
01ARM124,08/01/21,2.0,MRSZI046,0
01CEMCAZ50,09/01/21,17.0,TAC1503,0
01ALAM,09/01/21,60.0,TAC1503,0
05YEEPVCR42,09/01/21,1.0,MRS2043,0
01BAB1030,09/01/21,40.0,MRS2043,0
01ARE,11/01/21,1.0,MRS2043,0
01COMB34,11/01/21,1.0,MRS2043,0
06R031,11/01/21,12.0,MRS2043,0
03LG31026,12/01/21,1.0,CRA00,1
03LN310163,14/01/21,5.0,MAR03,1
03LN41016,14/01/21,5.0,MAR03,1
03ANG18114,16/01/21,14.4,MRSZI046,0
04CAZ2,16/01/21,24.0,MRSZI046,0
04REM1838,16/01/21,100.0,MRSZI046,0
01ALREC,16/01/21,3.0,MOSTMAT,0
04REM1838,18/01/21,100.0,MOSTMAT,0
01ARM204,19/01/21,3.0,MRSZI046,0
06CLA212,21/01/21,10.4,OIOA63,9
03121CH18,22/01/21,8.0,MRSZI046,0
03127TDC20,22/01/21,17.2,MRSZI046,0
04CHPAV,23/01/21,1.0,MRSZI046,0
03PTR3316,25/01/21,183.0,TTS901,1
03127TDC18,26/01/21,5.6,MRSZI046,0
06CMO2158,27/01/21,10.0,MRS2043,0
0615418,27/01/21,1.0,MRS2043,0
04HSO13332,27/01/21,7.0,MRSZI046,0
0648222,27/01/21,1.0,MRS2043,0
01CEMCAZ50,29/01/21,1.0,MRS2043,0
01VAR38,29/01/21,5.0,MRS2043,0
03TM21218,29/01/21,12.0,MRS2043,0
05LLAEROSR,30/01/21,1.0,MRS2286,0
01BLO15,30/01/21,100.0,MRS2043,0
03M22518,01/02/21,7.6,MRSZI046,0
03VCUA12,01/02/21,14.0,TIRJ86,0
04DISCAU778,01/02/21,10.0,TIRJ86,0
03TAB310T,01/02/21,61.2,TIRJ86,0
01MALSOL10,02/02/21,12.5,MOQR63,1
05TUBCPV12,02/02/21,12.2,MRS2043,0
06MACI12175,02/02/21,20.0,MRS2043,0
01ARM124,04/02/21,30.0,MRSZI046,0
06VC0402,12/02/21,2.0,MRS2043,0
04HCRT,04/02/21,2.0,MRS2043,0
06TAQ3814,05/02/21,6.0,MRSZI046,0
03116CHCE,05/02/21,8.6,MRS2043,0
06BRC3812,05/02/21,1.0,MRS2043,0
01VAR38,05/02/21,40.0,MRS2043,0
04CT5360,06/02/21,1.0,MRS2043,0
