Claart,Fecrem,Cant
01EST1520,10/08/21,15.6
01CEMCAZ50,10/08/21,6.0
01ARM204,10/08/21,5.0
04HV10,10/08/21,1.0
05PNMC,10/08/21,2.0
03ANG181,10/08/21,7.4
03PTR114,10/08/21,8.4
0644255,10/08/21,10.0
01CEMCAZ50,10/08/21,1.0
06CLA212,10/08/21,0.5
01BLO10,10/08/21,25.0
06PEC12,10/08/21,1.0
06BRIC112,10/08/21,1.0
05VALERO12,10/08/21,1.0
03VRED12,11/08/21,76.8
03PTR11414,11/08/21,64.8
0620402,11/08/21,1.0
04CUEN12,11/08/21,100.0
03121CH20Z,11/08/21,18.0
06TAQA12312,11/08/21,5.0
06TAQA383,11/08/21,5.0
01CAL,11/08/21,2.0
01CEMCAZ50,11/08/21,3.0
02TOR812,11/08/21,200.0
01CEMCAZ50,11/08/21,3.0
0620402,11/08/21,1.0
04B104,11/08/21,1.0
06BRIC5,11/08/21,1.0
06T501,11/08/21,1.0
06KOLAKK,11/08/21,2.0
0619074,11/08/21,1.0
03PR12518,11/08/21,11.2
01CEMCAZ50,11/08/21,2.0
01ALAM,11/08/21,10.0
04HSI2176,11/08/21,1.0
04HVO12,11/08/21,1.0
05TUBGALV5138,11/08/21,3.0
04HDILA,11/08/21,1.0
0646102,11/08/21,1.0
08TAPD,11/08/21,1.0
0649279,11/08/21,1.0
05JUEHPS,11/08/21,1.0
05COFLAV121226,11/08/21,1.0
0621690,11/08/21,1.0
05ANCLAV,11/08/21,2.0
05CODCP9012,11/08/21,3.0
05ADAPHC12,11/08/21,2.0
05ADAPMC12,11/08/21,2.0
05TEECPVCC12,11/08/21,1.0
06CEMBKG,11/08/21,1.0
05COPPVC4,11/08/21,1.0
05TUBPVCN4,11/08/21,9.0
01CEMCAZ50,11/08/21,4.0
06PEC1,11/08/21,1.0
01PW3000,11/08/21,2.0
0549365,11/08/21,1.0
06MAG175050,11/08/21,4.0
01CEMCAZ50,11/08/21,2.0
06MAG175050,11/08/21,0.5
02TORS118PF,11/08/21,100.0
04CUEN12,12/08/21,130.0
03101AL20Z,12/08/21,16.8
03121CH20Z,12/08/21,12.0
0620402,12/08/21,1.0
06ALAG145,12/08/21,4.0
06ESPON,12/08/21,2.0
01CEMCAZ50,12/08/21,6.0
01CAL,12/08/21,3.0
01ARM204,12/08/21,3.0
01CEMCAZ50,12/08/21,2.0
01CAL,12/08/21,1.0
SRVBASIND,12/08/21,1.0
0618100,12/08/21,1.0
0643319,12/08/21,2.0
06REDG140,12/08/21,1.0
06GRAPG,12/08/21,3.0
0614605,12/08/21,1.0
02TORS2,12/08/21,500.0
02TORS3,12/08/21,200.0
06BRIC2,12/08/21,1.0
0612591,12/08/21,1.0
05TEEPVCIN12,12/08/21,1.0
05PEGAPVC50,12/08/21,1.0
05LLAN12UN,12/08/21,1.0
02COMP12,12/08/21,1.0
06PEN12,12/08/21,1.0
06BRC5166,12/08/21,1.0
06PIJ10112,12/08/21,4.0
04HTAQ516,12/08/21,4.0
06MENS810,12/08/21,2.0
01CEMCAZ50,12/08/21,1.0
01CEMCAZ50,12/08/21,10.0
05ADAPHH12,12/08/21,2.0
SRVBASIND,12/08/21,1.0
03VCUA38,12/08/21,13.2
03TM181,12/08/21,4.4
06DESC516,12/08/21,1.0
06FONDUK,12/08/21,1.0
0614605,12/08/21,1.0
03SOL182,12/08/21,16.2
06BRF516,12/08/21,1.0
08TOR5164,12/08/21,8.0
08RON516,12/08/21,16.0
08TUER516,12/08/21,16.0
08TOR516212,12/08/21,4.0
08TOR516312,12/08/21,4.0
08CENC2,12/08/21,1.0
08PASQ30,12/08/21,1.0
06BRF18,12/08/21,2.0
06PIJ834,12/08/21,6.0
04HTAQ516,12/08/21,50.0
06IMPKD,12/08/21,1.0
04HPPB141,12/08/21,200.0
06PES300T,12/08/21,2.0
01ES,12/08/21,2.0
01CEMCAZ50,12/08/21,2.0
01CEMCAZ50,12/08/21,5.0
01ARM204,13/08/21,1.0
08POL1234,13/08/21,32.0
08CAJO,13/08/21,3.0
0622171,13/08/21,1.0
06PL4,13/08/21,1.0
06CUBREBOK,13/08/21,1.0
0610548,13/08/21,1.0
01YEM,13/08/21,20.0
01CEMCAZ50,13/08/21,5.0
01ARM204,13/08/21,5.0
06CLA212,13/08/21,2.0
01ALREC,13/08/21,1.0
06CLA4,13/08/21,1.0
06CUBREBOK,13/08/21,1.0
SRVBASIND,13/08/21,1.0
06SOL1,13/08/21,1.0
06CUBREBOK,13/08/21,1.0
04CHPFANL,13/08/21,1.0
06CUBREBOK,13/08/21,1.0
0614687,13/08/21,1.0
04HDCM14,20/08/21,5.0
01CEMCAZ50,20/08/21,5.0
02TORS212,13/08/21,50.0
06MANPN12,13/08/21,1.5
06MACI12150,13/08/21,20.0
0617531,13/08/21,1.0
0611674,13/08/21,1.0
01ARM204,13/08/21,1.0
06YESKG,13/08/21,3.0
01CEMCAZ50,13/08/21,10.0
SRVBASIND,13/08/21,1.0
03TM1812,13/08/21,1.04
06CUBREBOK,13/08/21,1.0
SRVBASIND,13/08/21,1.0
08POL12,13/08/21,100.0
01ALREC,13/08/21,20.0
06CLA212,13/08/21,2.0
06CLA2,13/08/21,2.0
06CLA4,13/08/21,2.0
06CLAC212,13/08/21,2.0
04HBISTU12,13/08/21,4.0
SRVBASIND,13/08/21,1.0
06FEL,13/08/21,1.0
0648546,13/08/21,1.0
0646331,13/08/21,4.0
01CEMCAZ50,14/08/21,3.0
06CUBREBOK,14/08/21,1.0
02TORS118PF,14/08/21,500.0
06T501,14/08/21,2.0
08EXT2,14/08/21,1.0
06BRIC3,14/08/21,1.0
01YEM,14/08/21,10.0
06CUBREBOK,14/08/21,1.0
06COLCR,14/08/21,4.0
01ES,14/08/21,10.0
05YEEPVC4,14/08/21,1.0
05REDPVC42,14/08/21,1.0
05COPPVC23,14/08/21,4.0
05CODPVC290,14/08/21,4.0
0846202,14/08/21,1.0
0621431,14/08/21,2.0
06CUBREBOK,14/08/21,1.0
0846120,14/08/21,1.0
0846202,14/08/21,1.0
06CUBREBOK,16/08/21,1.0
04HTAQ14,16/08/21,8.0
06PIJ8112,16/08/21,8.0
06CUBREBOK,16/08/21,1.0
06CINAIS6018,16/08/21,1.0
01ALREC,16/08/21,6.9
06POLH12,16/08/21,40.0
05TUBPVCN4,16/08/21,12.0
05TUBPL12,16/08/21,2.0
05TUBPL34,16/08/21,1.0
0610621,16/08/21,1.0
05COPPVC4,16/08/21,1.0
04HBISL3,16/08/21,6.0
0620402,16/08/21,1.0
06BICPAL,16/08/21,1.0
06GRAPG114,16/08/21,1.0
03154JUN20Z,16/08/21,2.4
03TAB33,16/08/21,12.4
06PIJ834,16/08/21,100.0
04HSI2178,16/08/21,2.0
04HSI2176,16/08/21,1.0
04HDDC7,16/08/21,2.0
03M22520Z,16/08/21,11.6
03PP10020Z,16/08/21,12.4
03103TS20Z,16/08/21,3.2
03VCUA12,16/08/21,3.5
06PIJ102,16/08/21,3.0
06PIJ10212,16/08/21,4.0
04HSI2178,16/08/21,0.5
06CUBREBOK,16/08/21,1.0
06CUBREBOK,17/08/21,1.0
01EST1525,17/08/21,37.4
06GRAPG114,17/08/21,3.0
01PAB,17/08/21,5.0
0611915,17/08/21,1.0
08POLF12,17/08/21,3.0
06YESKG,17/08/21,1.0
06CODP12,17/08/21,2.0
01BLO12,17/08/21,33.0
06CUBREBOK,17/08/21,5.0
04HPASR05,17/08/21,1.0
06TAQA12312,17/08/21,4.0
06BRC126,17/08/21,1.0
06CINAIS6018,17/08/21,2.0
02TOR1,17/08/21,100.0
08E362504,17/08/21,5.0
05JUEHPS,17/08/21,2.0
08E362561,17/08/21,3.0
0649276,17/08/21,1.0
04HTAQ14,17/08/21,15.0
05ABRTO1,17/08/21,20.0
02TORS2,17/08/21,15.0
08E362501,17/08/21,1.0
0614246,17/08/21,1.0
0621025,17/08/21,1.0
06CASCSEG,17/08/21,1.0
0614223,17/08/21,2.0
0846001,17/08/21,1.0
08CAB12,17/08/21,4.0
0848215,17/08/21,2.0
01ALREC,17/08/21,10.0
0622171,17/08/21,1.0
0646331,17/08/21,2.0
08CAJO,17/08/21,1.0
01VAR38,17/08/21,20.0
06CODP12,17/08/21,30.0
06CODP3,17/08/21,10.0
06TAQA143,17/08/21,14.0
06CLA212,17/08/21,2.0
06CLA2,17/08/21,2.0
06CUCH21053,17/08/21,1.0
04FOR,17/08/21,7.4
01ALREC,18/08/21,8.0
01CEMCAZ50,18/08/21,5.0
SRVBASIND,18/08/21,1.0
06BRIC2,18/08/21,1.0
06T501,18/08/21,1.0
01CEMCAZ50,18/08/21,1.0
01CEMCAZ50,18/08/21,15.0
06CUBREBOK,18/08/21,1.0
SRVBASIND,18/08/21,1.0
04DISCAU778,18/08/21,4.0
06CLA4,18/08/21,1.0
06PIJ8112,18/08/21,30.0
06CHANP,18/08/21,2.0
06GRAPP5,18/08/21,1.0
0846284,18/08/21,1.0
01CANABAR,18/08/21,5.0
05PEGAD7471,18/08/21,2.0
01ALREC,18/08/21,1.0
0618100,18/08/21,2.0
03MPLA,19/08/21,20.0
03MPLA,19/08/21,2.0
06CUBREBOK,19/08/21,2.0
SRVBASIND,19/08/21,1.0
08POL12,19/08/21,10.0
04HPPB3,19/08/21,12.0
06CLA4,19/08/21,0.25
06CUBREBOK,19/08/21,1.0
06NIV60,19/08/21,1.0
01CAL,19/08/21,10.0
04DISCAU778,19/08/21,1.0
01CEMCAZ50,19/08/21,4.0
01ARM204,19/08/21,2.0
04HPPB1434,19/08/21,100.0
01ALREC,19/08/21,2.0
06CUCH21053,19/08/21,1.0
SRVBASIND,19/08/21,1.0
04HDD412,19/08/21,1.0
03103TS18,19/08/21,8.4
03M22518,19/08/21,7.6
0644310,19/08/21,1.0
SRVBASIND,19/08/21,1.0
08PASQ30,19/08/21,2.0
04HSI2178,19/08/21,5.0
08TOR516112,19/08/21,2.0
08TUER516,19/08/21,2.0
01MAR,21/08/21,1.0
01CEMB,21/08/21,1.0
01PAB,21/08/21,1.0
06CUBREBOK,23/08/21,1.0
SRVBASIND,21/08/21,1.0
05CHU1122,21/08/21,2.0
06ABRASF6,21/08/21,2.0
08APASA,20/08/21,3.0
08TAPV3,20/08/21,1.0
06BRF14,20/08/21,1.0
06SALPPC,21/08/21,1.0
05PEGAD120,21/08/21,1.0
01CEMCAZ50,20/08/21,1.0
03ANG144,20/08/21,540.0
06ALAG16,20/08/21,1.0
0611585,20/08/21,1.0
SRVBASIND,20/08/21,1.0
0614635,20/08/21,1.0
05CODPL34,20/08/21,1.0
05CONP34,20/08/21,2.0
05TAPPL12,20/08/21,1.0
06CONMJ,20/08/21,1.0
05ADAPCHPVC,20/08/21,1.0
06MANPJARML,20/08/21,2.75
05MULCVETU,20/08/21,1.0
05COFF,20/08/21,2.0
05TEECPVCC12,20/08/21,2.0
05COFLAV121226,20/08/21,2.0
05CODCP9012,20/08/21,2.0
05ADAPMC12,20/08/21,2.0
06CEMBKG,20/08/21,1.0
04HTAQ38,20/08/21,2.0
06CLA212,20/08/21,1.0
05TOBCLOSET,20/08/21,3.0
01CEMCAZ50,20/08/21,6.0
06ACE31,20/08/21,1.0
03SOL1812,20/08/21,1.0
08TOR381,20/08/21,20.0
08TUER38,20/08/21,20.0
01CEMCAZ50,20/08/21,1.0
01CAL,20/08/21,1.0
04DISCAU778,20/08/21,1.0
01ALREC,20/08/21,10.0
06CINAIS6018,20/08/21,3.0
04HPPB141,21/08/21,50.0
04DISCAU778,21/08/21,2.0
01BAB1030,20/08/21,20.0
03TAB38Z,19/08/21,130.4
03PTR11214,19/08/21,65.0
01CEMCAZ50,19/08/21,15.0
01ARM204,19/08/21,3.0
0644486,19/08/21,15.0
06LAG125R,19/08/21,3.0
06ALAG145,19/08/21,1.0
03P10018,19/08/21,8.0
03PC10018,19/08/21,11.6
03103TS18,19/08/21,4.2
03M22518,19/08/21,7.6
04HBISL3,19/08/21,3.0
04PAS4,19/08/21,2.0
04TMOS105,19/08/21,2.0
03154JUN18,19/08/21,3.0
06PIJ834,19/08/21,50.0
04HSI2178,19/08/21,0.4
06BRC386,19/08/21,1.0
06BRF38,19/08/21,1.0
SRVBASIND,19/08/21,1.0
01CEMCAZ50,19/08/21,10.0
04HPPB142,20/08/21,15.0
06CUBREBOK,20/08/21,1.0
04HSI2176,21/08/21,1.0
04HDDC7,21/08/21,1.0
0614223,21/08/21,1.0
01CAL,20/08/21,5.0
06MANPN12,20/08/21,2.0
01VAR38,20/08/21,1.0
01CEMCAZ50,20/08/21,1.0
01CEMCAZ50,20/08/21,3.0
01CAL,20/08/21,3.0
08TORC516212,20/08/21,4.0
08TUER516,20/08/21,4.0
0618578,20/08/21,1.0
06CINAIS6018,20/08/21,1.0
06DESC516,20/08/21,1.0
06CUBREBOK,21/08/21,2.0
05PEGAD120,21/08/21,1.0
05TPVC402,21/08/21,1.0
05JUEHPS,21/08/21,1.0
0846001,21/08/21,2.0
06CANDML,21/08/21,1.0
06CINT12,21/08/21,1.0
06PEGM220,21/08/21,1.0
0620567,21/08/21,1.0
0603920010,21/08/21,1.0
05TEEPVC4,21/08/21,1.0
05TEEPVC42,21/08/21,1.0
05CODPVC490,21/08/21,1.0
05PEGAD120,21/08/21,1.0
05PEGF150,21/08/21,1.0
05VME,21/08/21,1.0
05TUBPVCN4,21/08/21,12.0
05TUBCPV12,21/08/21,12.2
05TUBPVCN2,21/08/21,6.0
05CODPVC290,21/08/21,3.0
05COPPVC4,21/08/21,1.0
05CODPVR401,21/08/21,1.0
06CINT12,21/08/21,1.0
05CODPVC290,21/08/21,1.0
05LLAPJ12,21/08/21,1.0
05NIPGAL1212,21/08/21,1.0
05COPGAL12,21/08/21,1.0
04HDD412,21/08/21,1.0
04HDDC412,21/08/21,2.0
04HBISTU12,23/08/21,4.0
03101AL20Z,23/08/21,2.8
03PC7520Z,23/08/21,3.2
0614448,26/08/21,1.0
06CUBREBOK,23/08/21,2.0
SRVBASIND,23/08/21,1.0
01CAL,23/08/21,1.0
04MARC,23/08/21,4.0
06BRF516,23/08/21,1.0
04DISCAU778,23/08/21,1.0
0612977,23/08/21,1.0
06CUBREBOK,23/08/21,1.0
06CUBREBOK,23/08/21,1.0
02TORS112,23/08/21,300.0
06PES300A,23/08/21,1.0
06CUBREBOK,23/08/21,1.0
03101AL20,23/08/21,11.2
04TMOS105,23/08/21,4.0
03TC401,23/08/21,1.0
04HPALCN,23/08/21,1.0
08CAJO,23/08/21,4.0
0644182-185,23/08/21,6.0
0644381,23/08/21,7.0
0644323,23/08/21,1.0
04HTAQ516,23/08/21,7.0
06BRC5166,23/08/21,1.0
06SOL1,23/08/21,2.0
03M22520,23/08/21,5.8
01CEMCAZ50,23/08/21,3.0
04HCRT,23/08/21,4.0
01CEMCAZ50,23/08/21,2.0
01CAL,23/08/21,1.0
02TORS112,23/08/21,50.0
02TORS2,23/08/21,50.0
06BRIC212,23/08/21,1.0
01CEMCAZ50,24/08/21,3.0
01CAL,24/08/21,3.0
SRVBASIND,24/08/21,1.0
08CAJCHR,24/08/21,15.0
SRVBASIND,24/08/21,1.0
SRVBASIND,24/08/21,1.0
04DISCAU778,24/08/21,4.0
01CEMCAZ50,24/08/21,1.0
06PLAS25,24/08/21,1.0
01ALREC,24/08/21,3.0
06CLA212,24/08/21,2.0
06BRF516,24/08/21,1.0
06BRF14,24/08/21,1.0
06BRF764,24/08/21,3.0
06BRF316,24/08/21,1.0
01CEMCAZ50,24/08/21,20.0
01CEMCAZ50,24/08/21,3.0
01ARM12204,24/08/21,2.0
06BRF18,24/08/21,1.0
02COMST21,24/08/21,10.0
01CAL,24/08/21,2.0
01CEMB,24/08/21,2.0
08CAB12,24/08/21,100.0
08POL12,24/08/21,30.0
0617531,24/08/21,1.0
01CEMCAZ50,24/08/21,20.0
0846123,24/08/21,1.0
06CEMBKG,24/08/21,1.0
01LAD61224,25/08/21,30.0
03SOL31612,25/08/21,1.4
04CUEF12,25/08/21,1.0
04HPER,25/08/21,5.0
04HCR,25/08/21,10.0
06PIJ834,25/08/21,100.0
04DISCAU778,25/08/21,4.0
04BISLB4RF,25/08/21,3.0
03127TDC20,25/08/21,8.6
03121CH20,25/08/21,6.0
03101AL20,25/08/21,5.6
03122ES20,25/08/21,2.9
03123AR20,25/08/21,3.2
03SOL1834,25/08/21,3.0
06PEN12,25/08/21,1.0
05PEO1,25/08/21,1.0
04HSEL,25/08/21,1.0
0643672,25/08/21,1.0
06T501,25/08/21,1.0
0621606,24/08/21,1.0
01EST1530,24/08/21,44.4
04CAZ114,24/08/21,10.0
04CAZ2,24/08/21,5.0
04CUEF12,24/08/21,1.0
03PERC050,24/08/21,7.0
06CUBREBOK,25/08/21,1.0
SRVBASIND,25/08/21,1.0
02COMP12,25/08/21,1.0
03TC401,25/08/21,1.0
06COLCR,25/08/21,1.0
03PR22520,25/08/21,6.6
06MANPN14,25/08/21,20.0
04HBISL3,25/08/21,6.0
04HCR,25/08/21,6.0
03124GVC18,25/08/21,2.1
03M22518,25/08/21,7.6
03103TS20,25/08/21,3.2
03123AR20,25/08/21,3.2
06CLA2,25/08/21,1.0
08CAB12,25/08/21,20.0
06CINAIS6018,25/08/21,1.0
0644489,25/08/21,8.0
05COFG381,25/08/21,1.0
0649276,25/08/21,1.0
05JUEGHH,25/08/21,1.0
04HSI2178,25/08/21,1.0
04HSI2110,25/08/21,2.0
02PANN2,25/08/21,2.0
06PL4,25/08/21,1.0
02CINJ,25/08/21,1.0
02COMSL5,25/08/21,1.0
06IMPTR19,25/08/21,1.0
01YEM,25/08/21,1.0
01CEMCAZ50,25/08/21,18.0
01VAR38,25/08/21,2.0
08POL1234,25/08/21,30.0
06CLA2,25/08/21,2.0
06CLAC2,25/08/21,1.0
06CLA4,25/08/21,2.0
01ALREC,25/08/21,5.0
08CAJO,25/08/21,2.0
06CODP3,25/08/21,8.0
04HDDC412,25/08/21,1.0
01EST1520,25/08/21,2.0
SRVBASIND,25/08/21,1.0
0646154,25/08/21,1.0
06PLASLOC,25/08/21,1.0
01YEM,25/08/21,1.0
05ADPIN34,25/08/21,1.0
05REDGALVB3412,25/08/21,1.0
05NIPGALVRC12,25/08/21,1.0
06CINT12,25/08/21,1.0
06ABRASNF12,25/08/21,1.0
06CUBREBOK,25/08/21,3.0
06CUBREBOK,25/08/21,2.0
05TUBPVCN2,25/08/21,6.0
05CODPVC290,25/08/21,2.0
01CEMCAZ50,28/08/21,2.0
01CEMB,26/08/21,1.0
03VCUA12,26/08/21,70.0
03160PSM18,26/08/21,8.6
06CUBREBOK,26/08/21,1.0
01ALREC,26/08/21,10.0
01ALREC,26/08/21,3.0
01CEMCAZ50,26/08/21,6.0
01CEMB,26/08/21,1.0
01CEMCAZ50,26/08/21,3.0
03101AL20,26/08/21,5.6
04HSI2178,26/08/21,1.0
03122ES20,26/08/21,2.9
03103TS20,26/08/21,3.2
06BRIC1,26/08/21,1.0
03124GVC18,26/08/21,2.1
04HSI2176,26/08/21,1.0
08BICPALG,26/08/21,2.0
05BIEL16,26/08/21,1.0
0612591,26/08/21,1.0
06T501,26/08/21,2.0
03LA10126500,26/08/21,9.0
03ANG144,26/08/21,60.0
03PTR11414,26/08/21,32.4
04CUE12,26/08/21,80.0
03SOL31634,26/08/21,5.0
04ASH0610,26/08/21,2.0
01CEMCAZ50,26/08/21,1.0
05NIPGALVRC12,26/08/21,1.0
06CUBREBOK,26/08/21,1.0
06SOL1,26/08/21,1.0
06PASPS60,26/08/21,1.0
01CAL,26/08/21,2.0
01CEMCAZ50,26/08/21,2.0
03PP25018,26/08/21,36.6
03TAB310T,26/08/21,81.6
03RIEL18,26/08/21,8.6
03ANG1834,26/08/21,5.6
03VCUA12,26/08/21,7.2
04HCR16,26/08/21,4.0
04HRGC2,26/08/21,4.0
01CEMCAZ50,26/08/21,2.0
06BVN303010,26/08/21,2.0
06CINT12,26/08/21,1.0
05PEGF150,26/08/21,1.0
0616968,26/08/21,1.0
02COMST21,26/08/21,1.0
02CINJ,26/08/21,1.0
02PANN2,26/08/21,8.0
02ECAG6305,26/08/21,3.0
02EPMG635,26/08/21,7.0
02TORS118PF,26/08/21,200.0
02TOR812,26/08/21,200.0
02EES244,26/08/21,2.0
04CHPAV,26/08/21,2.0
04CHPFANL,26/08/21,2.0
06BRIC3,26/08/21,1.0
06T501,26/08/21,1.0
SRVBASIND,26/08/21,1.0
0613292,28/08/21,2.0
01ALREC,28/08/21,3.0
06CUBREBOK,27/08/21,2.0
01CEMCAZ50,27/08/21,1.0
01CEMCAZ50,27/08/21,1.0
01CAL,27/08/21,1.0
06CLA212,27/08/21,1.0
05COPL34,27/08/21,2.0
04DISCAU778,27/08/21,1.0
SRVBASIND,28/08/21,1.0
SRVBASIND,04/09/21,1.0
03101AL20,27/08/21,12.2
06R09521,27/08/21,2.0
01CAS661,27/08/21,5.0
01YEM,27/08/21,1.0
0611529,27/08/21,1.0
08SOQCCC,27/08/21,1.0
06BRIC1,27/08/21,1.0
06BRIC12,27/08/21,1.0
06PES300A,27/08/21,2.0
03ANG1834,27/08/21,5.6
06PESPPS,27/08/21,1.0
04FOR,27/08/21,6.6
06BRIC2,27/08/21,1.0
06OINESMNEGAL,27/08/21,1.0
06T501,27/08/21,2.0
0612129,27/08/21,1.0
0613292,27/08/21,3.0
06PEN1,27/08/21,1.0
06R09521,27/08/21,1.0
01CEMCAZ50,27/08/21,6.0
05CONPL12,27/08/21,4.0
05REDGALVB3412,27/08/21,1.0
05TUBPL12,27/08/21,5.0
0649061,27/08/21,1.0
05TUEP12,27/08/21,2.0
05COPL12,27/08/21,5.0
05CODPL12,27/08/21,8.0
08PVAL12,27/08/21,1.0
05TEEPL12,27/08/21,2.0
05TAPHGAL12,27/08/21,1.0
0846202,27/08/21,1.0
0846120,27/08/21,1.0
06CUBREBOK,27/08/21,1.0
05COFLEXWCC,27/08/21,1.0
03TAB33,27/08/21,12.4
03VCUA12,27/08/21,21.0
03ANG1834,27/08/21,5.6
04HBISL3,27/08/21,4.0
04HPER,27/08/21,4.0
04HCR,27/08/21,8.0
06PIJ834,27/08/21,100.0
04HSI2178,27/08/21,1.0
05TEEPVC3,28/08/21,2.0
06NIV60,28/08/21,1.0
01LAD61224,28/08/21,100.0
01CEMCAZ50,18/09/21,1.0
01ARM1538,28/08/21,1.0
01VAR38,28/08/21,1.0
08ACOMVC,28/08/21,1.0
08ACOMAVT,28/08/21,1.0
01ALREC,28/08/21,2.0
06CLA212,28/08/21,1.0
01CEMCAZ50,28/08/21,2.0
01CEMCAZ50,28/08/21,1.0
02COMP12,28/08/21,1.0
SRVBASIND,28/08/21,1.0
05ADAPCHPVC,28/08/21,1.0
06ABRASF6,28/08/21,1.0
05CONEXT12,28/08/21,1.0
01CEMCAZ50,28/08/21,3.0
01ARM204,28/08/21,1.0
08HSB,28/08/21,1.0
03LA10126450,28/08/21,1.0
03LA10128400,28/08/21,1.0
03LA10128610,28/08/21,2.0
01CEMCAZ50,28/08/21,1.0
01CEMCAZ50,28/08/21,4.0
04HSI2176,28/08/21,2.0
04HDCM14,28/08/21,1.0
06PRE4,28/08/21,2.0
04HPAL,28/08/21,1.0
04DISCAU778,28/08/21,5.0
06POLH12,28/08/21,100.0
0848133,28/08/21,1.0
08APASA,28/08/21,1.0
08CON48135,28/08/21,1.0
08ROS4,28/08/21,1.0
01CEMCAZ50,28/08/21,1.0
01CEMCAZ50,28/08/21,1.0
06CUBREBOK,30/08/21,4.0
06CUBREBOK,30/08/21,1.0
0619658,30/08/21,1.0
02TOR812,30/08/21,100.0
04HDISC,30/08/21,3.0
04HDD412,30/08/21,1.0
01VAR38,30/08/21,20.0
01MALSOL6,30/08/21,25.0
01CEMCAZ50,30/08/21,1.0
01CAL,30/08/21,1.0
0617116,30/08/21,1.0
06CUBREBOK,30/08/21,1.0
0649276,30/08/21,1.0
05LLAAST,30/08/21,1.0
06MACI10175,30/08/21,1.0
05TUBG3,30/08/21,0.5
06MACI10175,30/08/21,0.1
01CEMCAZ50,30/08/21,4.0
0619679,30/08/21,1.0
01CEMCAZ50,30/08/21,3.0
06BRC146,30/08/21,1.0
06BRC5166,30/08/21,1.0
01CEMCAZ50,31/08/21,3.0
06CUBREBOK,31/08/21,1.0
06CUBREBOK,31/08/21,1.0
0620402,30/08/21,1.0
06BRF18,30/08/21,1.0
06PIJ834,30/08/21,30.0
04TMOS75,30/08/21,2.0
03SOL1812,30/08/21,2.0
01CEMCAZ50,30/08/21,2.0
03LN31018,30/08/21,1.0
01CEMCAZ50,30/08/21,5.0
05TUBPVCN4,30/08/21,6.0
05CODPVC490,30/08/21,2.0
05LLAN12UN,30/08/21,1.0
03VCAR12,30/08/21,7.7
06PIJ834,30/08/21,100.0
01BLO12,30/08/21,30.0
06BRF18,30/08/21,1.0
04HPPB141,30/08/21,100.0
04DISCAU778,30/08/21,2.0
04HCDAD,30/08/21,1.0
06OINESMNEGAL,30/08/21,1.0
06T501,30/08/21,1.0
0618574,31/08/21,1.0
03VCUA12,31/08/21,70.0
03TAB3Z,31/08/21,12.4
06CUBREBOK,31/08/21,1.0
01CEMCAZ50,31/08/21,1.0
05COFLEXFC,08/10/21,1.0
01CEMCAZ50,31/08/21,1.0
08CAB12,31/08/21,50.0
08CENC1,31/08/21,1.0
08PASQ15,31/08/21,1.0
06GRAPP8,31/08/21,2.0
01ARM204,31/08/21,2.0
06PALT,31/08/21,1.0
01LADRIDLL,31/08/21,10.0
01BLO10,31/08/21,10.0
04MARC,31/08/21,2.0
04HSO13332,31/08/21,1.0
04HDDC412,31/08/21,1.0
01VAR38,31/08/21,70.0
04HDCM7,31/08/21,1.0
06CLA2,31/08/21,0.05
03LAT41014,31/08/21,1.0
03RIEL1500,31/08/21,9.0
04HSI2176,31/08/21,1.0
03PTR113,31/08/21,7.0
01CEMCAZ50,31/08/21,10.0
04HPICG16,27/12/21,2.0
03101AL20,31/08/21,16.8
03PERC050,31/08/21,16.8
03DUDO20,31/08/21,4.7
04TMR,31/08/21,4.0
04HPASR05,31/08/21,2.0
01CEMCAZ50,31/08/21,1.0
01CAL,31/08/21,1.0
0614374,27/12/21,1.0
01CEMCAZ50,31/08/21,3.0
06CABMZT,31/08/21,1.0
05TPVC402,31/08/21,1.0
01ARM204,31/08/21,2.0
01CEMCAZ50,31/08/21,10.0
06ALAG18,31/08/21,1.0
01CEMCAZ50,01/09/21,1.0
0614240,01/09/21,1.0
01CEMCAZ50,01/09/21,3.0
02TORS112,01/09/21,1000.0
04HPALCN,01/09/21,1.0
08BICPALG,01/09/21,2.0
01CEMCAZ50,01/09/21,2.0
SRVBASIND,01/09/21,1.0
0612973,01/09/21,1.0
01CEMCAZ50,01/09/21,1.0
SRVBASIND,01/09/21,1.0
06CADG18,01/09/21,3.0
06MACI102,01/09/21,4.0
06PL4,01/09/21,1.0
0615374,01/09/21,1.0
01YEM,01/09/21,3.0
01ARM204,01/09/21,1.0
0660065,02/09/21,1.0
SRVBASIND,02/09/21,1.0
01ES,02/09/21,1.0
01CEMCAZ50,02/09/21,2.0
0611753,02/09/21,2.0
08SOQCCC,02/09/21,1.0
01CEMCAZ50,02/09/21,2.0
01PAB,02/09/21,1.0
06BRMAD38,02/09/21,1.0
05COFG381,02/09/21,1.0
05NIPGTERM38,02/09/21,1.0
06REGIUSA1,02/09/21,1.0
01ALREC,02/09/21,1.6
SRVBASIND,02/09/21,1.0
01CEMCAZ50,02/09/21,1.0
08CAJCHR,02/09/21,5.0
01EST1520,02/09/21,64.0
01VAR38,02/09/21,8.0
01CEMCAZ50,02/09/21,4.0
01ARM204,02/09/21,2.0
06CLA212,02/09/21,1.0
06CLA4,02/09/21,1.0
06CLAC212,02/09/21,0.5
04DISCAU778,02/09/21,2.0
