Claart,Fecrem,Cant
01BLO15,02/09/21,10.0
01ALREC,02/09/21,1.0
01CEMCAZ50,02/09/21,1.0
08EXT2,02/09/21,1.0
03154JUN20,02/09/21,1.2
03154JUN18,02/09/21,0.2
06REDG120,02/09/21,2.0
01CAL,02/09/21,1.0
03PTR114,02/09/21,8.4
03PTR11414,02/09/21,10.8
08TUER14,02/09/21,30.0
08TORC14212,02/09/21,30.0
08RON14,02/09/21,30.0
05PJSR25,02/09/21,1.0
04CHPAV,02/09/21,1.0
06CUBREBOK,03/09/21,3.0
05PLJLR20,03/09/21,3.0
05TEEPL12,03/09/21,6.0
05CONPL12,03/09/21,6.0
05TUEP12,03/09/21,1.0
05LLAAST,03/09/21,3.0
05TUEUNPLUS34,03/09/21,2.0
05CONP34,03/09/21,3.0
06CINT12,03/09/21,3.0
05NIPGAL346,03/09/21,2.0
05VALERO12,03/09/21,1.0
05TUBPL34,03/09/21,1.0
05TUBPL12,03/09/21,6.0
05COPL12,03/09/21,4.0
05CODPL12,03/09/21,16.0
05CODPLH,03/09/21,1.0
05VALEROS34,03/09/21,1.0
05TEEPL34,03/09/21,3.0
05REDPL3412,03/09/21,3.0
05CONPL34,03/09/21,2.0
05COPL34,03/09/21,2.0
05CODPL34,03/09/21,3.0
05CODPL4534,03/09/21,3.0
06POSTV6,03/09/21,5.0
0618318,03/09/21,1.0
01CEMCAZ50,03/09/21,1.0
05TUBCPV12,03/09/21,6.1
05CODCP9012,03/09/21,10.0
05PEGAD120,03/09/21,1.0
05VALBCP12,03/09/21,1.0
05CODCP9034,03/09/21,6.0
05TUEUC12,03/09/21,1.0
04HRES,03/09/21,1.0
04DISCAU778,03/09/21,2.0
04HDD412,03/09/21,3.0
04DISCAU778,03/09/21,2.0
06CUCH21053,03/09/21,1.0
05COPCP12,03/09/21,5.0
0612129,03/09/21,1.0
05TUBPVCN2,03/09/21,3.0
0612589,03/09/21,1.0
06T501,03/09/21,1.0
04PIN4,03/09/21,12.0
03VCUA12,03/09/21,14.0
06PESPPS,03/09/21,1.0
01CEMCAZ50,03/09/21,1.0
0617629,03/09/21,1.0
0622430,03/09/21,1.0
SRVBASIND,03/09/21,1.0
06CINAIS6018,04/09/21,1.0
05CODCP4534,04/09/21,2.0
01MALSOL6,04/09/21,2.5
06ESPON,04/09/21,6.0
01LAD61224,04/09/21,10.0
01CEMCAZ50,04/09/21,1.0
01PAB,04/09/21,1.0
SRVBASIND,04/09/21,1.0
SRVBASIND,04/09/21,1.0
01CEMCAZ50,04/09/21,6.0
01CAL,04/09/21,2.0
01ES,04/09/21,1.0
01PAB,04/09/21,2.0
01CEMCAZ50,04/09/21,1.0
08RON38,04/09/21,50.0
06AEROC,04/09/21,1.0
06RODM4,04/09/21,1.0
06T501,04/09/21,2.0
06MANPN12,04/09/21,2.0
06MANGPN,04/09/21,2.0
06MANPNT38,04/09/21,2.0
06SOL1,04/09/21,1.0
04HPASR05,04/09/21,1.0
04HPASR10,04/09/21,1.0
06CLA112,04/09/21,0.5
06CLA2,04/09/21,0.5
01CEMCAZ50,04/09/21,1.0
06CEMBKG,04/09/21,5.0
06CEMBKG,04/09/21,2.0
01CEMCAZ50,04/09/21,3.0
04TAPB2,04/09/21,2.0
03PC10018,04/09/21,8.7
03M22520,04/09/21,5.8
03PP10020,04/09/21,6.2
03TAB33,04/09/21,12.4
04HSO1318,04/09/21,1.0
04HCR,04/09/21,4.0
03PP20020Z,04/09/21,25.8
03TAB38Z,04/09/21,65.6
06CUBREBOK,06/09/21,2.0
05ADAPIM12,06/09/21,1.0
05NIPPVCIN12,06/09/21,1.0
05COPPVCH12,06/09/21,2.0
05COPPVCH34,06/09/21,2.0
06ABRASF4,06/09/21,4.0
06CINT34,06/09/21,2.0
SRVBASIND,06/09/21,1.0
06CUBREBOK,06/09/21,1.0
04HVO12,06/09/21,2.0
01PAB,06/09/21,2.0
01CEMCAZ50,06/09/21,2.0
05PJSR25,06/09/21,1.0
04HBISTU34,06/09/21,8.0
06T501,06/09/21,2.0
0643319,06/09/21,2.0
01CAL,10/09/21,3.0
06ALAG145,06/09/21,1.0
01MALSOL6,06/09/21,8.75
SRVBASIND,06/09/21,1.0
08TOR38112,06/09/21,2.0
08TUER38,06/09/21,2.0
08RON38,06/09/21,2.0
08RON12,06/09/21,2.0
08TOR12112,06/09/21,2.0
04HPPB141,06/09/21,100.0
SRVBASIND,06/09/21,1.0
0614867,06/09/21,1.0
0614449,06/09/21,1.0
0610759,06/09/21,1.0
05TUBPVCN4,06/09/21,6.0
05YEEPVC4,06/09/21,1.0
05CODPVC490,06/09/21,2.0
01CEMCAZ50,06/09/21,3.0
01CAL,06/09/21,1.0
04HTAQ14,06/09/21,12.0
06PIJ8112,06/09/21,12.0
0644486,06/09/21,3.0
01CEMCAZ50,06/09/21,4.0
05PEGAD240,06/09/21,1.0
01ARM204,06/09/21,6.0
01CEMCAZ50,06/09/21,10.0
01CAL,06/09/21,3.0
01ALREC,06/09/21,3.0
06CLA212,06/09/21,1.0
GTRAS,06/09/21,1.0
06BRF18,06/09/21,2.0
06MULG55,06/09/21,4.0
01CEMCAZ50,06/09/21,5.0
06ESPON,06/09/21,1.0
0603920010,06/09/21,1.0
01CEMCAZ50,06/09/21,6.0
01CEMCAZ50,06/09/21,1.0
01CEMCAZ50,06/09/21,5.0
08POLF34,06/09/21,30.0
01ARM1538,06/09/21,2.0
052264,06/09/21,2.0
06CLA2,06/09/21,0.1
03PP30020,06/09/21,6.0
03103TS20,06/09/21,3.2
03SOL1812,06/09/21,4.0
03M22520,06/09/21,5.8
04DISCAU778,06/09/21,4.0
03DUDO20,06/09/21,9.4
0611674,06/09/21,1.0
04HCGD,06/09/21,1.0
04S105,06/09/21,1.0
06PENM1,07/09/21,1.0
03TM1812,07/09/21,6.6
06T501,07/09/21,1.0
04CAZ1,07/09/21,6.0
04PICG12,07/09/21,1.0
06BRIC12,07/09/21,1.0
0624740,07/09/21,1.0
06PEN1,07/09/21,1.0
03SOL181,07/09/21,2.0
06BRF964,07/09/21,1.0
06BRF316,07/09/21,1.0
04HDD412,07/09/21,1.0
05REDGALVB3412,07/09/21,1.0
0621606,07/09/21,1.0
01PAB,07/09/21,1.0
01ARM1538,07/09/21,11.0
01ARM204,07/09/21,10.0
01VAR38,07/09/21,20.0
01ALREC,07/09/21,10.0
06CLA212,07/09/21,5.0
01CAL,07/09/21,1.0
06R09521,07/09/21,2.0
04MARC,07/09/21,2.0
01ACC,07/09/21,36.0
01MALSOL6,07/09/21,100.0
03154JUN20,07/09/21,4.8
06CUBREBOK,07/09/21,1.0
01CEMCAZ50,07/09/21,4.0
01CAL,07/09/21,2.0
06CLA2,07/09/21,1.0
04HDCM14,07/09/21,2.0
0549365,07/09/21,1.0
03122ES18,07/09/21,3.8
03124GVC18,07/09/21,2.1
03VCUA12,07/09/21,15.6
03VCAR12,07/09/21,7.7
01ALREC,07/09/21,1.5
06CLA212,07/09/21,1.0
05COFLAV121226,07/09/21,1.0
052264,07/09/21,1.0
01VAR38,07/09/21,6.0
CORT,07/09/21,15.0
0846316,07/09/21,1.0
0846315,07/09/21,1.0
04PICG12,07/09/21,1.0
04CUEF58,07/09/21,2.0
SRVBASIND,07/09/21,1.0
04DISCAU778,07/09/21,4.0
06CUBREBOK,08/09/21,1.0
0612974,08/09/21,1.0
SRVBASIND,08/09/21,1.0
05TUBGALV5138,08/09/21,1.0
05TUBGALV51126,08/09/21,1.0
06CLA2,08/09/21,1.0
06CLAC212,08/09/21,1.0
01CEMCAZ50,08/09/21,2.0
0622850,08/09/21,1.0
01CEMCAZ50,08/09/21,4.0
05TUBPVCHA12,08/09/21,0.5
05CODPVCH12,08/09/21,2.0
05ADAPHH12,08/09/21,1.0
05CODIN12,08/09/21,1.0
05ABRASF8,08/09/21,2.0
01PAB,08/09/21,1.0
01ARM204,08/09/21,1.0
05CONIN34,08/09/21,2.0
05TUEUNPLUS34,08/09/21,2.0
05CONPL34,08/09/21,4.0
04PLA2,08/09/21,32.0
04CAZ112,08/09/21,32.0
03PR22520,08/09/21,6.6
04DISCAU778,08/09/21,1.0
01ALREC,08/09/21,1.0
06LIJAETG,08/09/21,3.0
02TORS2,08/09/21,10.0
01CAL,08/09/21,4.0
01ACC,08/09/21,3.0
01ES,08/09/21,30.0
05TUBCPV12,08/09/21,3.05
SRVBASIND,08/09/21,1.0
06CINT12,08/09/21,1.0
04HPALCN,09/09/21,1.0
05MULCVETU,09/09/21,1.0
06CINT34,09/09/21,2.0
0618100,09/09/21,1.0
06CINAIS6018,09/09/21,1.0
04HSO13332,09/09/21,1.0
04HDDC412,09/09/21,1.0
SRVBASIND,09/09/21,1.0
06PESPPS,09/09/21,1.0
01CEMCAZ50,09/09/21,1.0
05LLAPJ12,09/09/21,1.0
06CLAP2,09/09/21,0.5
06PES75,09/09/21,1.0
06MAC18,09/09/21,1.0
06CINAIS6018,09/09/21,1.0
08BOT8,09/09/21,50.0
06CINAIS6018,09/09/21,4.0
06AERORT,09/09/21,2.0
01ALREC,09/09/21,5.0
01CAL,09/09/21,10.0
06MACI12150,09/09/21,1.0
03ANG181,09/09/21,8.6
04HBISL3,09/09/21,4.0
01CEMCAZ50,09/09/21,1.0
06CINAIS6018,09/09/21,1.0
05COPCP34,09/09/21,2.0
03SOL1812,09/09/21,2.0
01BAB1030,09/09/21,10.0
01CEMCAZ50,09/09/21,1.0
04HPPB3,09/09/21,200.0
0617625,09/09/21,1.0
04DISCAU778,09/09/21,4.0
0615953,09/09/21,1.0
04HCDAD,09/09/21,1.0
05ADAPMPVCH2,09/09/21,1.0
06ABRASF6,09/09/21,4.0
06CINT12,09/09/21,1.0
02TORS3,09/09/21,20.0
01CAS111,09/09/21,12.0
06CUBREBOK,10/09/21,1.0
06CUBREBOK,10/09/21,1.0
06CORT24B,10/09/21,1.0
04DISCAU778,10/09/21,7.0
01CEMCAZ50,10/09/21,2.0
03PTR11414,10/09/21,43.2
SRVBASIND,10/09/21,1.0
01ALREC,10/09/21,40.0
06CLA212,10/09/21,4.0
06CLAC212,10/09/21,2.0
01ACC,10/09/21,36.0
SRVBASIND,10/09/21,1.0
01CEMCAZ50,10/09/21,2.0
01CEMCAZ50,10/09/21,2.0
0649607,10/09/21,1.0
08TOR125,10/09/21,1.0
08TUER12,10/09/21,2.0
08RON12,10/09/21,1.0
08RONP12,10/09/21,1.0
05CODPVC290,10/09/21,1.0
05TUBPVCN2,10/09/21,3.0
05PEGAD120,10/09/21,1.0
05TEEPVC4,10/09/21,1.0
05REDPVC42,10/09/21,1.0
06FEL,10/09/21,1.0
04CAZ1,10/09/21,22.0
04HCR16,10/09/21,4.0
04DISCAU778,10/09/21,2.0
06FONDSG,10/09/21,1.0
06BRIC112,10/09/21,1.0
03ANG182,10/09/21,30.8
03MEDESPC16,10/09/21,1.5
06CUBREBOK,11/09/21,1.0
08POL12,11/09/21,13.0
06CODP12,11/09/21,3.0
06CUBREBOK,11/09/21,1.0
08BOT8,11/09/21,5.0
01ARM204,11/09/21,4.0
01CEMCAZ50,11/09/21,1.0
01ALREC,11/09/21,2.0
SRVBASIND,11/09/21,1.0
01ARM538,11/09/21,6.0
06CODP12,11/09/21,5.0
01CEMCAZ50,11/09/21,2.0
04HSI2178,11/09/21,1.0
04DISCAU778,11/09/21,2.0
08BOT8,11/09/21,20.0
08BICCH8,11/09/21,10.0
08POL12,11/09/21,10.0
04DISCAU778,11/09/21,2.0
01ALREC,11/09/21,1.0
01CEMCAZ50,11/09/21,10.0
01ALREC,11/09/21,15.0
01CAL,11/09/21,4.0
06PEC1,11/09/21,1.0
03VCAR12,11/09/21,7.7
04HCR,11/09/21,2.0
04HPER,11/09/21,1.0
0611915,11/09/21,1.0
0610791,11/09/21,1.0
01BLO15,11/09/21,150.0
01CEMCAZ50,11/09/21,3.0
01CEMCAZ50,11/09/21,1.0
06DD781,11/09/21,4.0
04HBISPR250,11/09/21,2.0
06CUBREBOK,13/09/21,1.0
06ALAG145,13/09/21,3.0
03SOL31634,13/09/21,5.0
06ABRA3,13/09/21,6.0
06TORNIN,13/09/21,6.0
01PAB,13/09/21,1.0
01CEMCAZ50,13/09/21,3.0
SRVBASIND,13/09/21,1.0
06CUBREBOK,13/09/21,1.0
06CMGC,13/09/21,1.0
01YEM,13/09/21,1.0
06BRF532,13/09/21,1.0
01CEMCAZ50,13/09/21,3.0
01CAL,13/09/21,2.0
01BLO15,13/09/21,200.0
04HPALCN,13/09/21,1.0
05FLOPTIN,13/09/21,1.0
05VAL12,13/09/21,1.0
08CAJCHR,13/09/21,3.0
02TORS112,13/09/21,1000.0
02TORS118PF,13/09/21,10000.0
02TORS1,13/09/21,200.0
06BRF1564,13/09/21,1.0
06CINAIS6018,13/09/21,3.0
06CINT12,13/09/21,2.0
03101AL20,23/04/22,2.8
05TEECO12,13/09/21,1.0
05RBC1234,13/09/21,1.0
05CODC1290,13/09/21,2.0
05CONIN12,13/09/21,2.0
06CINT12,13/09/21,1.0
05VALESO12,13/09/21,1.0
05ADAPIM12,13/09/21,2.0
05ABRASF8,13/09/21,2.0
05VALERO12,13/09/21,1.0
02TOR812,13/09/21,100.0
0644412,13/09/21,100.0
06CUÑ,13/09/21,1.0
05NIPPVCIN12,13/09/21,1.0
05ABRASF8,13/09/21,2.0
02TORS112,13/09/21,2900.0
06T501,13/09/21,1.0
0617607,13/09/21,1.0
0617629,13/09/21,1.0
SRVBASIND,13/09/21,1.0
01VAR38,13/09/21,3.0
08POL12,13/09/21,15.0
05CPOPVC6,13/09/21,1.0
0613061,13/09/21,1.0
06PEN1,13/09/21,1.0
06T501,13/09/21,1.0
08POL12,13/09/21,50.0
06CLA212,13/09/21,0.5
06CLAC212,13/09/21,0.35
06ESTOP,13/09/21,0.5
0612589,13/09/21,2.0
0612593,13/09/21,1.0
04HPALCN,14/09/21,1.0
06PEN1,14/09/21,1.0
0660065,14/09/21,1.0
06CUBREBOK,14/09/21,1.0
08CAJCHR,14/09/21,4.0
08PASQ30,14/09/21,2.0
08CAB8,14/09/21,20.0
08ACOMVC,14/09/21,2.0
08ACOMAVT,14/09/21,2.0
08ACOMBI,14/09/21,2.0
08ACOMRED,14/09/21,2.0
08ACOMM114,14/09/21,2.0
08TUBA114,14/09/21,2.0
08TUBC12PD,14/09/21,2.0
08CONC12,14/09/21,2.0
08CENC2,14/09/21,2.0
06CUBREBOK,14/09/21,1.0
01CEMCAZ50,14/09/21,15.0
05TUBCPVC34,14/09/21,6.1
01ALAM,14/09/21,50.0
01ALREC,14/09/21,20.0
0846316,14/09/21,1.0
01CEMCAZ50,14/09/21,6.0
06TEN14GA,14/09/21,1.0
01CEMCAZ50,14/09/21,1.0
08BICPALG,14/09/21,2.0
04MARC,14/09/21,2.0
01CEMCAZ50,14/09/21,5.0
06PESPPS,14/09/21,1.0
06PES300T,14/09/21,1.0
04DISCAU778,14/09/21,5.0
03SOL18112,14/09/21,55.8
06T501,14/09/21,3.0
01VAR38,14/09/21,10.0
0611940,14/09/21,1.0
04DISCAU778,14/09/21,2.0
06MAG1P12,14/09/21,45.0
06ALAG16,14/09/21,1.0
05TUBPVCHA12,14/09/21,1.0
05PEGAD120,14/09/21,1.0
05COFLAV121226,14/09/21,1.0
01ARM204,14/09/21,4.0
01CEMCAZ50,14/09/21,7.0
06CINAIS6018,14/09/21,2.0
05TUBPVCHA12,14/09/21,1.0
05ADAPH34,14/09/21,2.0
05CODPL34,14/09/21,6.0
05CONPL34,14/09/21,1.0
08PVAL34,14/09/21,2.0
05TUBPL12,14/09/21,1.0
05TUBPL34,14/09/21,1.0
05CONPH12,14/09/21,1.0
06VALVCO14,14/09/21,1.0
05CONP34,14/09/21,2.0
05NGC4034,14/09/21,2.0
03POL88,14/09/21,43.2
05ADAPMC12,14/09/21,3.0
06PES300T,14/09/21,1.0
05TUBPVCN2,14/09/21,3.0
05CODPVC290,14/09/21,2.0
05TUBCPV12,14/09/21,3.05
05CODCP9012,14/09/21,2.0
05CODCPRI12,14/09/21,1.0
SRVBASIND,14/09/21,1.0
06CUBREBOK,15/09/21,2.0
02PFRTF,15/09/21,1.0
02COMST21,15/09/21,1.0
01CEMCAZ50,15/09/21,1.0
05NIPPVCIN12,15/09/21,1.0
06ABRASF6,15/09/21,2.0
05COPCP12,15/09/21,1.0
05CODCP9012,15/09/21,1.0
SRVBASIND,15/09/21,1.0
SRVBASIND,15/09/21,1.0
0616956,15/09/21,2.0
01ALREC,15/09/21,2.0
04HPPB14112,15/09/21,100.0
08E362501,15/09/21,2.0
08E362562,15/09/21,1.0
04CHPAV,15/09/21,1.0
04HPER,15/09/21,6.0
04HCR,15/09/21,10.0
06PIJ834,15/09/21,100.0
04HBISL3,15/09/21,3.0
04DISCAU778,15/09/21,2.0
04HDD412,15/09/21,1.0
06BRF18,15/09/21,2.0
04HBISTU12,15/09/21,3.0
0614872,15/09/21,1.0
06MACI12125,15/09/21,2.5
01YEM,15/09/21,1.0
05EXXTGT,15/09/21,1.0
05TUBPVCL112,15/09/21,6.0
05CODPVC11290,15/09/21,3.0
04HSO1318,15/09/21,1.0
02TORP114,15/09/21,10.0
0617831,15/09/21,5.0
04DISCAU778,15/09/21,10.0
04FOR15,15/09/21,2.0
0611688,15/09/21,1.0
SRVBASIND,15/09/21,1.0
01BAB1030,15/09/21,12.0
06CLAC212,15/09/21,20.0
02TORS112,15/09/21,50.0
0644345,15/09/21,100.0
05TUBGALV51126,15/09/21,1.0
05TUBGALV5138,15/09/21,1.0
01CEMCAZ50,15/09/21,2.0
06CINAIS6018,15/09/21,1.0
03ANG181,15/09/21,29.6
04BISLB4RF,15/09/21,2.0
06PEN1,15/09/21,1.0
03SOL1812,15/09/21,2.0
06LA120,17/09/21,1.0
04HPASR15,17/09/21,2.0
04PICG12,17/09/21,2.0
03PC15018,17/09/21,8.6
03SOL18112,17/09/21,6.2
03SOL3162,17/09/21,48.0
01CEMCAZ50,17/09/21,10.0
01ARM1543,17/09/21,1.0
SRVBASIND,17/09/21,1.0
01CEMCAZ50,17/09/21,2.0
SRVBASIND,17/09/21,1.0
01ALREC,17/09/21,1.0
SRVBASIND,17/09/21,1.0
01CEMCAZ50,17/09/21,3.0
04HPPB14112,17/09/21,33.0
02ANGA,17/09/21,6.0
02COMP12,17/09/21,1.0
02PFRTF,17/09/21,1.0
02TORS118PF,17/09/21,200.0
02PANN2,17/09/21,3.0
02ECAG6305,17/09/21,9.0
01MALSOL10,17/09/21,3.75
01ALREC,17/09/21,1.0
01CEMCAZ50,17/09/21,1.0
05PEGF250,17/09/21,1.0
SRVBASIND,17/09/21,1.0
03LA10126500,17/09/21,4.0
03PR30020,17/09/21,28.8
04HDDC412,17/09/21,3.0
02TOR812,17/09/21,100.0
0620402,17/09/21,1.0
05TUBPVCN2,17/09/21,12.0
05CODPVC290,17/09/21,1.0
05COPPVC23,17/09/21,1.0
SRVBASIND,17/09/21,1.0
04CAZ1,17/09/21,6.0
01CEMCAZ50,17/09/21,1.0
03VCUA12,17/09/21,14.0
01ARM204,17/09/21,3.0
01CEMCAZ50,17/09/21,4.0
06CLAC112,17/09/21,0.25
06CLAC212,17/09/21,0.25
01ALREC,17/09/21,0.5
01CEMCAZ50,17/09/21,3.0
03TAB33,17/09/21,6.2
04HBISL3,17/09/21,4.0
04HCR,17/09/21,6.0
04HPER,17/09/21,3.0
06PIJ834,17/09/21,100.0
01CEMCAZ50,17/09/21,1.0
05YEEPVC2,17/09/21,1.0
05CODPVC290,17/09/21,4.0
05PEGAD120,17/09/21,1.0
04HSI2176,17/09/21,0.5
06CINAIS6018,17/09/21,3.0
05CONTD,17/09/21,1.0
02TORS3,17/09/21,100.0
0611674,18/09/21,1.0
08CAJCHR,18/09/21,3.0
08CAJO,18/09/21,1.0
06CODP12,18/09/21,3.0
01CAS651,18/09/21,2.0
06LIJACOB,18/09/21,1.0
03LPCR725,18/09/21,1.0
03LPCR724,18/09/21,1.0
06CLA212,18/09/21,0.25
08CAJCHR,18/09/21,2.0
08CAJO,18/09/21,1.0
05ABRTO12,18/09/21,2.0
04HTAQ38,18/09/21,4.0
06PIJ10112,18/09/21,4.0
05CONPH12,18/09/21,1.0
06ABRASNF12,18/09/21,1.0
06ABRASF6,18/09/21,1.0
05ADAPIM12,18/09/21,1.0
01CEMCAZ50,18/09/21,1.0
087593,18/09/21,1.0
03121CH20,18/09/21,6.0
03101AL20,18/09/21,5.6
03124GVC18,18/09/21,2.1
03154JUN20,18/09/21,1.2
03103TS20,18/09/21,3.2
04CHPAV,18/09/21,1.0
04HBL3R,18/09/21,3.0
01CEMCAZ50,18/09/21,1.0
01CAL,18/09/21,1.0
0614605,18/09/21,1.0
06CEMBKG,18/09/21,2.0
06AERONE,18/09/21,1.0
06AERT,18/09/21,1.0
04DISCAU778,18/09/21,1.0
04HDISLAM,18/09/21,1.0
04HPAL,18/09/21,1.0
06T501,18/09/21,3.0
06CUBREBOK,18/09/21,1.0
04L570DCB,18/09/21,1.0
04HPIC12,18/09/21,1.0
01CEMCAZ50,18/09/21,1.0
05COPCP34,18/09/21,6.0
05CODCP9034,18/09/21,6.0
05VAL12,18/09/21,1.0
06RAT4,18/09/21,1.0
01ALAM,18/09/21,30.0
01CEMCAZ50,18/09/21,1.0
SRVBASIND,20/09/21,1.0
SRVBASIND,20/09/21,1.0
02TOR812,20/09/21,100.0
06CLAC1,20/09/21,0.5
02PANGU,20/09/21,1.0
02ECAG4305,20/09/21,5.0
02COMP12,20/09/21,1.0
01CEMCAZ50,20/09/21,1.0
01CAL,20/09/21,6.0
06CLAC212,20/09/21,1.0
05ABRASF8,20/09/21,2.0
01BLO15,20/09/21,300.0
01ARM204,20/09/21,6.0
01CEMCAZ50,20/09/21,10.0
01CAL,20/09/21,3.0
01ALREC,20/09/21,10.0
01MALSOL10,20/09/21,12.0
05NIPGAL123,20/09/21,2.0
05TEEGAL12,20/09/21,1.0
06AERONE,20/09/21,1.0
04DISCAU778,20/09/21,4.0
01SON25,20/09/21,3.0
0612973,20/09/21,1.0
06PESPPS,20/09/21,2.0
04L570DCB,20/09/21,1.0
04CAZ1,20/09/21,11.0
01CEMCAZ50,20/09/21,3.0
04DISCAU778,20/09/21,20.0
0616683,20/09/21,1.0
05NIPGAL125,20/09/21,1.0
05COFG38383,20/09/21,1.0
05NIPGTERM38,20/09/21,1.0
05GCE38,20/09/21,1.0
0618100,20/09/21,2.0
06GASTPC,20/09/21,2.0
04L570DCB,20/09/21,1.0
08POL12,20/09/21,15.0
08CAJCHR,20/09/21,22.0
05FLOPTIN,20/09/21,1.0
01CEMCAZ50,20/09/21,1.0
08TORC516212,20/09/21,6.0
08TUER516,20/09/21,6.0
06FRANE,20/09/21,1.0
04HBISL3,20/09/21,2.0
01ALREC,20/09/21,6.0
06CLA212,20/09/21,3.0
03SOL1812,20/09/21,1.0
05REGUS,20/09/21,1.0
01CEMCAZ50,20/09/21,2.0
06CLA4,20/09/21,1.0
01ES,20/09/21,20.0
03LN31014,20/09/21,1.0
05CODCP9012,20/09/21,4.0
05TEECPVCC12,20/09/21,1.0
05LLAN12UN,20/09/21,1.0
04HSO13332,20/09/21,1.01
04DISCAU778,20/09/21,4.0
0644489,21/09/21,8.0
03PR20020,21/09/21,6.4
04DISCAU778,21/09/21,4.0
04HSEL,21/09/21,2.0
SRVBASIND,21/09/21,1.0
06RAYPA,21/09/21,1.0
06VOLTAL,21/09/21,1.0
0619710,21/09/21,1.0
0614605,21/09/21,1.0
06MART16,21/09/21,1.0
0620OZ,21/09/21,1.0
01CEMCAZ50,21/09/21,5.0
01PAB,21/09/21,1.0
05ADAPCHPVC,21/09/21,2.0
06CINT12,21/09/21,1.0
08APASA,21/09/21,1.0
08CONSEN,21/09/21,7.0
08CAJCHR,21/09/21,4.0
0848133,21/09/21,4.0
SRVBASIND,21/09/21,1.0
05TUBPVCN4,21/09/21,6.0
06RODLA,21/09/21,3.0
04S104,21/09/21,1.0
04HBISL3,21/09/21,3.0
03SOL1812,21/09/21,1.0
01CEMCAZ50,22/09/21,5.0
01CAL,22/09/21,5.0
0612589,22/09/21,2.0
0643030,22/09/21,2.0
SRVBASIND,22/09/21,1.0
SRVBASIND,22/09/21,1.0
06CUBREBOK,23/09/21,1.0
04HRGC2,22/09/21,2.0
03VRED12,22/09/21,38.4
04ASH0610,22/09/21,2.0
03SOL316114,22/09/21,7.4
03SOL3161,22/09/21,6.0
03SOL316114,22/09/21,3.7
0545065,22/09/21,1.0
01CEMCAZ50,22/09/21,2.0
01CAL,22/09/21,2.0
06T501,22/09/21,2.0
06VACT010,22/09/21,1.0
04HTAQ38,22/09/21,25.0
06PIJ102,22/09/21,10.0
06BRC386,22/09/21,1.0
04S105,22/09/21,1.0
01CEMCAZ50,22/09/21,1.0
06VALVCO14,22/09/21,1.0
05VALEROS34,22/09/21,1.0
06CINT12,22/09/21,2.0
05TEEPL12,22/09/21,3.0
05CODPL12,22/09/21,4.0
05CONIN12,22/09/21,1.0
05TUBCOM12,22/09/21,3.0
05CODPL34,22/09/21,3.0
05CONPL34,22/09/21,5.0
05TEECPVC34,22/09/21,2.0
05ADAPMCP34,22/09/21,1.0
05CONPH12,22/09/21,1.0
05TAPPL12,22/09/21,2.0
05TUBPL34,22/09/21,2.0
04HTAQ38,22/09/21,12.0
052264,22/09/21,1.0
06PESPPS,22/09/21,1.0
06CEMBKG,22/09/21,1.0
05COFLEXWCC,22/09/21,1.0
0649330,22/09/21,1.0
05VALBCP34,22/09/21,1.0
05CODCP9034,22/09/21,1.0
01CEMCAZ50,22/09/21,1.0
0615901,22/09/21,1.0
06CABMZT,22/09/21,1.0
03SOL1812,22/09/21,2.0
03SOL31612,22/09/21,2.8
04HSI2178,22/09/21,1.0
04CUEF12,22/09/21,2.0
04HSEL,22/09/21,1.0
06PIJ834,22/09/21,100.0
04DISCAU778,22/09/21,2.0
06PES75,22/09/21,1.0
06PL4,22/09/21,5.0
08CAJCHR,22/09/21,1.0
01CEMCAZ50,23/09/21,10.0
01ARM1543,23/09/21,1.0
04DISCAU778,23/09/21,1.0
05TUBPVCHA34,23/09/21,1.0
0627020,23/09/21,1.0
06BRIC2,23/09/21,1.0
04HBISPR300,23/09/21,4.0
05PEGAD120,23/09/21,1.0
05TEEPVCH34,23/09/21,1.0
05CODPVCH3490,23/09/21,1.0
05COPPVCH34,23/09/21,2.0
06PBEBCHUE,23/09/21,2.0
0615901,23/09/21,1.0
06ESCJ22,23/09/21,1.0
05CR3412,23/09/21,2.0
06BRF1132,23/09/21,1.0
06BRF1564,23/09/21,1.0
05ADAPHC34,23/09/21,2.0
SRVBASIND,23/09/21,1.0
06T501,23/09/21,1.0
06PIJ102,23/09/21,20.0
06ESPON,23/09/21,2.0
01CAL,23/09/21,2.0
04HSI2176,23/09/21,0.5
0614246,23/09/21,1.0
0620402,23/09/21,1.0
06PLRP,23/09/21,1.0
01BIOB0012,23/09/21,85.0
01VAR38,23/09/21,10.0
01EST1520,23/09/21,22.2
06CLAC212,23/09/21,1.0
06CLA212,23/09/21,1.0
0614962,23/09/21,1.0
0846860,23/09/21,1.0
05TAPCPVC12,23/09/21,2.0
06CONMJ,23/09/21,1.0
0613337,23/09/21,1.0
01CEMCAZ50,23/09/21,1.0
05ABRASF8,23/09/21,2.0
06ABRASF6,23/09/21,1.0
01ALREC,23/09/21,10.0
08POL12,23/09/21,5.0
06MACI12150,23/09/21,5.0
05CUECERCG,23/09/21,1.0
05CODPL12,23/09/21,20.0
05COPL12,23/09/21,4.0
05TEEPL12,23/09/21,10.0
05CODPLH,23/09/21,2.0
01CEMCAZ50,23/09/21,10.0
08BICPALG,23/09/21,1.0
01CAL,23/09/21,1.0
03VCUA12,24/09/21,39.0
