Claart,Fecfac,Cant
08CENC2,30/07/21,1.0
08CONC12,30/07/21,1.0
08PASQ30,30/07/21,1.0
08TUBA114,30/07/21,1.0
08TUBC34PD,30/07/21,1.0
01ARM1543,30/07/21,5.0
01ARM204,30/07/21,1.0
01BAB1030,30/07/21,400.0
08BICCH8,30/07/21,2.0
01CEMCAZ50,30/07/21,45.0
01CEMAGR,31/07/21,17.17
0611580,31/07/21,1.0
01VAR38,31/07/21,100.0
01CEMBIG,31/07/21,2.0
01CEMBIG,02/08/21,2.0
04TMOS75,02/08/21,0.5
06ESPON,02/08/21,1.0
01CEMAGR,02/08/21,16.62
03PR20018,05/08/21,44.0
01CEMCAZ50,02/08/21,100.0
01CEMCAZ50,02/08/21,200.0
01CEMBIG,03/08/21,2.0
03LI41026,03/08/21,0.5
01CEMAGR,03/08/21,49.92
01CAL,03/08/21,10.0
01CEMCAZ50,03/08/21,10.0
08CAJCHR,03/08/21,10.0
01CEMCAZ50,04/08/21,40.0
01CEMMCA50,04/08/21,3.0
01CEMCAZ50,04/08/21,5.0
06ESPA383,04/08/21,15.0
01ALAM,04/08/21,70.0
01ALREC,04/08/21,30.0
01CEMCAZ50,04/08/21,40.0
01ALAM,04/08/21,50.0
01VAR112,04/08/21,4.0
01VAR34,04/08/21,2.0
01VAR38,04/08/21,4.0
01CEMBIG,04/08/21,2.0
01CAL,04/08/21,6.0
01CEMBIG,05/08/21,2.0
01CEMCAZ50,05/08/21,120.0
01CEMCAZ50,05/08/21,1.0
01CEMCAZ50,05/08/21,100.0
01VAR38R,05/08/21,128.0
06153752,05/08/21,1.0
01CEMAGR,06/08/21,8.22
01CEMAGR,06/08/21,16.95
01CEMAGR,06/08/21,24.77
01CEMBIG,06/08/21,2.0
01CEMBIG,07/08/21,4.0
01CEMCAZ50,07/08/21,20.0
01CAL,07/08/21,5.0
01CEMCAZ50,07/08/21,5.0
01YEM,07/08/21,1.0
01CEMCAZ50,07/08/21,200.0
01CEMBIG,07/08/21,4.0
01CEMBIG,07/08/21,2.0
01CEMCAZ50,09/08/21,50.0
01CEMCAZ50,09/08/21,200.0
01CEMCAZ50,09/08/21,22.0
01CEMCAZ50,09/08/21,20.0
01CEMCAZ50,09/08/21,3.0
01VAR112,09/08/21,227.0
05COFLEXWCC,09/08/21,1.0
0649279,09/08/21,1.0
05TEECPVC34,09/08/21,7.0
05CODPVC490,09/08/21,7.0
05CODPVC645,09/08/21,1.0
05PEGAD7471,09/08/21,1.0
05PEGC500,09/08/21,2.0
05TAPCPVC34,09/08/21,5.0
05TAPMPVC4,09/08/21,2.0
05CODCP9012,09/08/21,35.0
05CODCP9034,09/08/21,3.0
05CODPVC245,09/08/21,16.0
05CODPVC290,09/08/21,12.0
05CODPVC445,09/08/21,10.0
05TEEPVC42,09/08/21,8.0
05TUBCPV12,09/08/21,24.4
05TUBCPVC34,09/08/21,36.6
05TUBPVCN2,09/08/21,66.0
05TUBPVCN4,09/08/21,48.0
05YEEPVC2,09/08/21,9.0
05YEEPVC4,09/08/21,8.0
05YEEPVCR42,09/08/21,4.0
0618100,09/08/21,2.0
06LIJAESM,09/08/21,2.0
01CEMBIG,10/08/21,2.0
01CEMBIG,10/08/21,2.0
01CEMCAZ50,10/08/21,300.0
0644067,10/08/21,8.0
0648814,10/08/21,147.0
06NC44087,10/08/21,72.0
0648814,10/08/21,228.0
01CEMBIG,11/08/21,2.0
01CEMBIG,11/08/21,2.0
01VAR38,11/08/21,2.0
01CEMMCA50,12/08/21,1.0
01ES,12/08/21,1.0
01PAB,12/08/21,1.0
06PEGAMM,12/08/21,1.75
01BLO15,12/08/21,400.0
01CEMCAZ50,12/08/21,5.0
01MALSOL10,12/08/21,100.0
01CEMBIG,12/08/21,2.0
01MALSOL10,12/08/21,100.0
06CLA212,13/08/21,5.0
06CLAC2,13/08/21,2.0
01CEMAGR,13/08/21,50.27
0614449,13/08/21,1.0
0620402,13/08/21,7.0
06ESCC,13/08/21,1.0
06ESCJ22,13/08/21,2.0
06ESPMA4,13/08/21,1.0
08BICPALG,13/08/21,1.0
04HDDC7,13/08/21,5.0
04HSI2178,13/08/21,10.0
0614447,13/08/21,1.0
01CEMCAZ50,13/08/21,30.0
01CEMCAZ50,13/08/21,10.0
01CEMCAZ50,13/08/21,5.0
01ALREC,14/08/21,100.0
01CAL,14/08/21,10.0
01CEMCAZ50,14/08/21,10.0
01CEMBIG,16/08/21,2.0
01CEMAGR,16/08/21,25.03
01CEMBIG,18/08/21,4.0
0620401,16/08/21,4.0
06CUBREBOK,16/08/21,4.0
0618101,16/08/21,2.0
01CEMAGR,16/08/21,24.88
03COLL101834,16/08/21,13.4
03COLL58,16/08/21,9.8
03TIR21216,16/08/21,1.0
01CEMCAZ50,17/08/21,40.0
01CEMCAZ50,17/08/21,5.0
01CEMCAZ50,17/08/21,50.0
03CAN82790,17/08/21,170.19
01VAR112,17/08/21,215.0
01VAR38,17/08/21,245.0
01ALREC,17/08/21,1.29
01VAR38,17/08/21,20.0
01BLO15,17/08/21,400.0
01CEMCAZ50,17/08/21,5.0
01CEMBIG,18/08/21,2.0
01CEMCAZ50,18/08/21,7.0
01VAR38,18/08/21,100.0
05COPPVC23,20/08/21,17.0
01VAR38,19/08/21,130.0
01CEMCAZ50,19/08/21,140.0
04HREM1814,19/08/21,100.0
0621026,19/08/21,2.0
06BRF18,19/08/21,2.0
06PESPPS,19/08/21,1.0
06CLA4,19/08/21,5.0
01CAL,21/08/21,45.0
06RAF1,21/08/21,7.0
06RAF12,21/08/21,6.0
01CEMCAZ50,20/08/21,1020.0
08CAB10,20/08/21,100.0
05CODPL12,20/08/21,3.0
05TAPPL12,20/08/21,1.0
05TEEPL12,20/08/21,1.0
05TUBPL12,20/08/21,1.0
01BLO15,20/08/21,700.0
01COMB34,20/08/21,2.0
01CEMCAZ50,20/08/21,80.0
01CEMAGR,20/08/21,18.01
01CEMCAZ50,19/08/21,40.0
01CAL,19/08/21,20.0
01CEMCAZ50,20/08/21,300.0
01CEMCAZ50,20/08/21,200.0
05TCPVRED3412,20/08/21,22.0
05PEGAD500,20/08/21,1.0
06RAF1,21/08/21,35.0
01CAL,25/08/21,5.0
01CEMCAZ50,23/08/21,5.0
01CEMBIG,23/08/21,6.0
01CEMBIG,23/08/21,2.0
01CEMCAZ50,23/08/21,160.0
01BLO15T3,23/08/21,150.0
01CEMCAZ50,24/08/21,100.0
06CLA212,24/08/21,5.0
01CEMAGR,24/08/21,50.24
04HTAQ38,25/08/21,50.0
0614223,25/08/21,2.0
0620401,25/08/21,1.0
06CUBREBOK,25/08/21,1.0
06PIJ10112,25/08/21,50.0
06TAQA383,25/08/21,20.0
08RON14,25/08/21,50.0
03MDFE27,25/08/21,99.0
04HTAQ14,25/08/21,50.0
05CHU1122,25/08/21,1.0
06CINT34,25/08/21,1.0
06PES300T,25/08/21,1.0
0846858,25/08/21,3.0
0846860,25/08/21,1.0
08BICPALG,25/08/21,1.0
01ALREC,25/08/21,17.0
04HDCM7,25/08/21,1.0
04HDDC7,25/08/21,5.0
04HSO1318,25/08/21,2.0
04HSO1818,25/08/21,5.0
06CLA212,25/08/21,2.0
01CEMCAZ50,25/08/21,3.0
06ESPA12,26/08/21,10.0
08RON12,26/08/21,200.0
08TUER12,26/08/21,200.0
01ALREC,26/08/21,20.0
06CLA212,26/08/21,5.0
01VAR38,26/08/21,300.0
01VAR38,26/08/21,100.0
06FONDSG,26/08/21,2.0
06T501,26/08/21,2.0
06TAQA383,26/08/21,14.0
04HDDC412,26/08/21,2.0
01CEMCAZ50,26/08/21,40.0
01CEMCAZ50,26/08/21,10.0
01EST1525,26/08/21,68.8
08RON316,28/08/21,50.0
03PTR214,27/08/21,17.6
01CEMBIG,27/08/21,2.0
01CEMCAZ50,27/08/21,10.0
01CEMBIG,27/08/21,2.0
01VAR38,27/08/21,20.0
01CEMCAZ50,27/08/21,20.0
01CEMCAZ50,27/08/21,80.0
01ALREC,27/08/21,20.0
01YEM,27/08/21,25.0
01CAL,28/08/21,10.0
01EST1525,28/08/21,37.4
01MALSOL10,28/08/21,100.0
04HTAQ38,28/08/21,50.0
06PIJ10112,28/08/21,50.0
01CEMAGR,28/08/21,16.79
01CEMCAZ50,28/08/21,16.0
01ALREC,28/08/21,15.0
03TC10188,28/08/21,1170.0
01CEMAGR,28/08/21,50.3
01ALREC,30/08/21,20.0
04DISCAU778,30/08/21,10.0
04HSO1818,30/08/21,10.0
04TMOS75,30/08/21,0.56
06CLA212,30/08/21,3.0
06CLAC212,30/08/21,3.0
06ESPA12,30/08/21,10.0
06T501,30/08/21,4.0
06VACT010,30/08/21,1.0
08TUER12,30/08/21,169.0
0611029,31/08/21,2.0
03LPC183EC,31/08/21,1.0
05DOM90120,31/08/21,1.0
06LPC2102446,31/08/21,0.5
06BANDKSH,31/08/21,1.0
01ALREC,31/08/21,50.0
01VAR112,31/08/21,28.0
01VAR38,31/08/21,53.0
02ECAG6305,31/08/21,15.0
01ARE,31/08/21,1.0
01CAL,31/08/21,1.0
01VAR38,31/08/21,150.0
01ALREC,31/08/21,50.0
01CEMAGR,01/09/21,25.23
01ALREC,02/09/21,10.95
01ARM204,02/09/21,25.0
01VAR38,02/09/21,30.0
01CEMBIG,02/09/21,4.0
01CEMBIG,02/09/21,4.0
GTRAS,02/09/21,1.0
01ALREC,02/09/21,4.95
01ALREC,02/09/21,4.1
02EPP6305,02/09/21,24.0
01BLO10,02/09/21,16.0
01CEMCAZ50,02/09/21,2.0
03LA10126650,02/09/21,4.0
03POL46,02/09/21,11.5
GTRAS,02/09/21,1.0
03LA10126650,02/09/21,13.0
03POL46,02/09/21,203.2
03POL46,02/09/21,92.0
03POL46,02/09/21,9.3
08POL1234,02/09/21,100.0
08BICCH8,02/09/21,8.0
08CAJCHR,02/09/21,12.0
01CEMCAZ50,03/09/21,300.0
01CEMBIG,03/09/21,4.0
01CAL,03/09/21,20.0
01CEMCAZ50,03/09/21,40.0
01CEMBIG,03/09/21,2.0
01VAR38,03/09/21,10.0
0611029,03/09/21,1.0
01CEMBIG,03/09/21,2.0
01CEMAGR,04/09/21,19.0
01CEMCAZ50,04/09/21,10.0
01EST1520,04/09/21,15.0
01VAR38,04/09/21,10.0
01CEMCAZ50,04/09/21,10.0
01CEMAGR,04/09/21,6.03
01ARM204,06/09/21,8.0
01CEMCAZ50,06/09/21,5.0
01CEMBIG,06/09/21,2.0
06ABRASF6,06/09/21,2.0
06CONMX12,06/09/21,1.0
06MANPJARML,06/09/21,100.0
01VAR38,06/09/21,30.0
01BLO10,06/09/21,20.0
01BLO15,06/09/21,300.0
01CEMAGR,07/09/21,50.24
01CEMCAZ50,06/09/21,10.0
01YEM,07/09/21,25.0
01ARM204,07/09/21,4.0
01VAR38,07/09/21,10.0
01ALREC,07/09/21,4.0
01ARM204,07/09/21,6.0
01CEMCAZ50,07/09/21,15.0
01VAR38,07/09/21,10.0
06CLA212,07/09/21,2.0
01CEMCAZ50,07/09/21,5.0
01VAR112,07/09/21,3.0
05COPPVC23,07/09/21,7.0
05COPPVC3,07/09/21,2.0
05REDPVC32,07/09/21,5.0
05REDPVC43,07/09/21,7.0
05TUBPVCN4,07/09/21,42.0
0618100,07/09/21,2.0
05CODPVC245,07/09/21,5.0
05CODPVC290,07/09/21,15.0
05CODPVC345,07/09/21,5.0
05CODPVC390,07/09/21,10.0
05CODPVC445,07/09/21,5.0
05CODPVC490,07/09/21,15.0
05COPPVC3,07/09/21,5.0
05COPPVC4,07/09/21,7.0
05PEGAD7471,07/09/21,1.0
05REDPVC42,07/09/21,10.0
05TEEPVC2,07/09/21,5.0
05TEEPVC3,07/09/21,5.0
05TEEPVC4,07/09/21,10.0
05TUBPVCN2,07/09/21,12.0
05TUBPVCN3,07/09/21,12.0
05TUBPVCN4,07/09/21,6.0
05YEEPVC4,07/09/21,7.0
08POL1234,07/09/21,100.0
01CEMCAZ50,08/09/21,10.0
01ALREC,08/09/21,5.0
06CLA2,08/09/21,5.0
01VAR38,08/09/21,85.0
01CEMAGR,09/09/21,25.19
01CEMBIG,09/09/21,2.0
03SOL38303,09/09/21,175.0
01CEMBIG,09/09/21,2.0
01MALSOL10,09/09/21,100.0
06CLA3,09/09/21,1.0
02CIFIBV,09/09/21,1.0
02TOR812,09/09/21,100.0
01CEMCAZ50,09/09/21,160.0
03LAMGT244,09/09/21,6.0
01VAR38,10/09/21,6.0
01CEMBIG,10/09/21,4.0
01CEMBIG,11/09/21,2.0
01CEMMCA50,11/09/21,10.0
01CEMCAZ50,11/09/21,5.0
01CEMAGR,13/09/21,18.45
01CEMCAZ50,13/09/21,10.0
01CEMCAZ50,13/09/21,200.0
01CEMCAZ50,13/09/21,80.0
01CEMCAZ50,13/09/21,100.0
01CEMAGR,13/09/21,14.22
01CEMAGR,13/09/21,1.37
01CEMCAZ50,13/09/21,11.0
01ALREC,14/09/21,5.0
06CLA212,14/09/21,5.0
01CEMBIG,14/09/21,4.0
01CEMCAZ50,14/09/21,200.0
01CEMCAZ50,14/09/21,100.0
02ECAG6305,14/09/21,3.0
02TOR812,14/09/21,250.0
0414015,14/09/21,1.0
04HDCM7,15/09/21,3.0
04HDDC412,15/09/21,10.0
04HDDC7,15/09/21,7.0
04HSO1818,15/09/21,10.0
03SOL38303,15/09/21,70.0
01YEM,15/09/21,6.0
01YEM,15/09/21,2.0
01YEM,15/09/21,0.5
01CEMAGR,17/09/21,50.25
01ALREC,17/09/21,3.0
01CAL,17/09/21,10.0
01CEMCAZ50,17/09/21,20.0
01CEMCAZ50,17/09/21,10.0
05CODGALV1290,17/09/21,3.0
05CODPL12,17/09/21,5.0
05CODPL34,17/09/21,8.0
05NIPGAL1212,17/09/21,1.0
05NIPGALV1250,17/09/21,3.0
05PERTX115,17/09/21,1.0
05TEEGAL12,17/09/21,2.0
05TUBGALV12,17/09/21,1.0
05TUBPL12,17/09/21,3.0
06CINT12,17/09/21,4.0
08POL12,17/09/21,100.0
01VAR38,17/09/21,50.0
01CAL,18/09/21,3.0
01CEMCAZ50,18/09/21,5.0
01YEM,18/09/21,1.0
01CEMBIG,18/09/21,6.0
01CEMCAZ50,18/09/21,40.0
01VAR38,18/09/21,50.0
01CEMAGR,20/09/21,28.35
01CEMAGR,20/09/21,21.85
01CEMCAZ50,20/09/21,100.0
01CEMCAZ50,20/09/21,10.0
01CEMCAZ50,20/09/21,10.0
01ALAM,20/09/21,3.6
01ALREC,20/09/21,30.0
01ARM204,20/09/21,12.0
01VAR38,20/09/21,10.0
01ALAM,20/09/21,36.4
06CLA212,20/09/21,25.0
06CLAC212,20/09/21,2.0
01CEMCAZ50,20/09/21,200.0
01ARM1543,20/09/21,64.0
01BAB1030,20/09/21,1380.0
01CEMCAZ50,21/09/21,16.0
01VAR38,21/09/21,30.0
06CODP12,21/09/21,6.0
08CAJO,21/09/21,7.0
08POL12,21/09/21,25.0
01CEMBIG,21/09/21,2.0
01BLO15,21/09/21,500.0
01ALAM,21/09/21,12.5
01ALREC,21/09/21,40.0
06CLA212,21/09/21,5.0
06ESPA12,23/09/21,8.0
04HCDAD,23/09/21,4.0
0616965,23/09/21,1.0
0616977,23/09/21,2.0
06ESPA12,23/09/21,2.0
08TUER12,23/09/21,200.0
01CEMBIG,23/09/21,2.0
01CAL,23/09/21,8.0
01CEMCAZ50,23/09/21,8.0
01BIOB0012,23/09/21,65.0
01CAL,23/09/21,2.0
01CEMCAZ50,23/09/21,3.0
01CEMBIG,24/09/21,2.0
01CAL,24/09/21,7.0
01CEMCAZ50,24/09/21,7.0
01CEMAGR,24/09/21,50.34
01ARM204,24/09/21,25.0
01CAL,24/09/21,5.0
06CINAIS6018,25/09/21,2.0
06CODP12,25/09/21,30.0
06CODP3,25/09/21,6.0
08BICPALG,25/09/21,1.0
08CAJO,25/09/21,13.0
08POL12,25/09/21,28.0
01CEMCAZ50,27/09/21,300.0
08CAJO,28/09/21,3.0
08POL1234,28/09/21,100.0
01BLO15T,28/09/21,140.0
01CEMCAZ50,28/09/21,3.0
01VAR112,28/09/21,1.0
01VAR38,28/09/21,10.0
01VAR112,28/09/21,9.0
01YEM,28/09/21,25.0
01CEMBIG,29/09/21,1.0
03PTR21214,29/09/21,45.0
01CEMBIG,29/09/21,2.0
01CEMBIG,29/09/21,1.0
01EST1520,29/09/21,6.8
08POL1234,29/09/21,50.0
01CEMCAZ50,29/09/21,120.0
01CEMAGR,30/09/21,16.71
01CAL,29/09/21,1.0
01CEMCAZ50,29/09/21,3.0
01CEMCAZ50,01/10/21,3.0
01CAL,30/09/21,2.0
01CEMCAZ50,30/09/21,3.0
01CEMCAZ50,01/10/21,5.0
01CEMBIG,01/10/21,2.0
01CEMCAZ50,01/10/21,40.0
01CEMCAZ50,01/10/21,2.0
01CEMCAZ50,02/10/21,100.0
01CEMBIG,02/10/21,2.0
01CEMAGR,04/10/21,50.32
01CEMAGR,04/10/21,7.57
01CEMAGR,04/10/21,20.57
01BAB1030,04/10/21,450.0
01EST1515,04/10/21,13.6
06BLP,04/10/21,6.0
01CEMAGR,04/10/21,2.14
01CEMAGR,04/10/21,7.41
05TUBPVCN4,04/10/21,13.0
01CAL,04/10/21,2.0
05CODPVC290,04/10/21,15.0
05CODPVC490,04/10/21,7.0
05PEGAD240,04/10/21,2.0
05REDPVC42,04/10/21,5.0
05TEEPVC2,04/10/21,5.0
05TEEPVC4,04/10/21,9.0
05TUBPVCN2,04/10/21,12.0
05TUBPVCN4,04/10/21,11.0
01CEMCAZ50,04/10/21,10.0
01ARM12204,05/10/21,1.0
01CEMCAZ50,05/10/21,10.0
01CEMCAZ50,05/10/21,4.0
01BAB1030,05/10/21,100.0
08BP01MA,05/10/21,1.0
08BP19MA,05/10/21,1.0
08BP20MA,05/10/21,1.0
01VAR112,06/10/21,10.0
01VAR38,06/10/21,80.0
01CEMCAZ50,06/10/21,3.0
01FACHBOST,07/10/21,2.0
01CEMAGR,07/10/21,50.31
01CEMAGR,07/10/21,8.28
01CEMAGR,07/10/21,16.85
01CELOTEX,07/10/21,25.0
01CEMBIG,07/10/21,2.0
01CEMCAZ50,08/10/21,4.0
01YEM,08/10/21,25.0
01CEMCAZ50,08/10/21,300.0
01CAL,09/10/21,5.0
01CEMCAZ50,09/10/21,10.0
06CLA212,09/10/21,1.0
01CEMCAZ50,09/10/21,100.0
01ALREC,09/10/21,30.0
01ARM204,09/10/21,10.0
01CEMCAZ50,09/10/21,6.0
01CEMBIG,11/10/21,2.0
01CEMCAZ50,11/10/21,178.0
01CEMCAZ50,11/10/21,12.0
01CEMCAZ50,12/10/21,30.0
01CEMCAZ50,12/10/21,300.0
01VAR38,12/10/21,20.0
01CAL,13/10/21,6.0
01CEMBIG,13/10/21,2.0
01CEMAGR,14/10/21,25.06
01CEMCAZ50,14/10/21,17.0
05VALERO12,14/10/21,4.0
01ARM1538,15/10/21,1.0
01ARM204,15/10/21,25.0
01VAR38,15/10/21,2.0
01CEMBIG,15/10/21,2.0
06PL4,15/10/21,3.0
01ALREC,15/10/21,10.0
01CEMAGR,16/10/21,50.33
01CEMCAZ50,16/10/21,5.0
03POL36,18/10/21,225.0
01CAL,18/10/21,20.0
01CEMCAZ50,18/10/21,40.0
01FACHBOST,18/10/21,2.5
01CAL,18/10/21,2.0
01CEMCAZ50,18/10/21,10.0
04TERMOCRET,18/10/21,4.8
04TERMOCRET,18/10/21,4.8
04TERMOCRET,18/10/21,4.8
04TERMOCRET,18/10/21,4.8
04TERMOCRET,18/10/21,4.8
04TERMOCRET,18/10/21,4.8
04TERMOCRET,18/10/21,4.8
01CEMAGR,25/10/21,16.83
01CEMBIG,19/10/21,2.0
01CEMBIG,19/10/21,4.0
01CEMBIG,19/10/21,2.0
03PTR3314,19/10/21,26.6
04HPPB141,19/10/21,100.0
GTRAS,19/10/21,1.0
03LAMGT610,19/10/21,5.0
03PR30018,19/10/21,81.8
05TINT750,19/10/21,1.0
01CEMCAZ50,19/10/21,250.0
01CEMCAZ50,19/10/21,50.0
01ALREC,20/10/21,10.0
01CAS651,20/10/21,60.0
01CEMCAZ50,20/10/21,15.0
01VAR38,20/10/21,30.0
06CLA212,20/10/21,4.0
GTRAS,20/10/21,1.0
01CEMBIG,21/10/21,2.0
05CORMET14IND,21/10/21,0.25
05CORMET14IND,21/10/21,0.25
05CORMET14IND,21/10/21,0.5
01CEMBIG,21/10/21,6.0
01CEMAGR,21/10/21,19.76
01CEMAGR,21/10/21,30.47
01PAB,22/10/21,25.0
01CEMBIG,22/10/21,2.0
01YEM,25/10/21,10.0
01CEMCAZ50,25/10/21,80.0
01CEMAGR,25/10/21,18.35
03CABG,25/10/21,12.0
03LA10126600,25/10/21,8.0
01CEMCAZ50,30/10/21,160.0
01BLO15,26/10/21,467.0
01CEMCAZ50,26/10/21,15.0
01CEMBIG,26/10/21,2.0
01CEMCAZ50,26/10/21,80.0
05TAMPLAS250,26/10/21,0.5
01CEMCAZ50,27/10/21,40.0
01ALREC,27/10/21,10.0
06CLA212,27/10/21,5.0
01ARM204,27/10/21,50.0
01VAR38,27/10/21,5.0
01CEMCAZ50,27/10/21,80.0
05CODPVC345,27/10/21,3.0
05TUBPVCN3,27/10/21,6.0
01CEMBIG,27/10/21,2.0
01CEMCAZ50,27/10/21,5.0
01CEMAGR,28/10/21,25.32
01CEMCAZ50,28/10/21,100.0
01CEMCAZ50,28/10/21,80.0
01CEMAGR,28/10/21,5.83
01CEMAGR,28/10/21,44.51
01CEMCAZ50,28/10/21,10.0
01EST1515,28/10/21,17.6
01EST1525,28/10/21,25.2
01VAR38,28/10/21,10.0
01CEMCAZ50,28/10/21,22.0
01ALREC,28/10/21,4.0
01ARM204,28/10/21,6.0
01CAL,28/10/21,9.0
01CEMCAZ50,28/10/21,20.0
01EST1520,28/10/21,10.0
01VAR38,28/10/21,7.0
01CAL,28/10/21,4.0
01CEMCAZ50,28/10/21,5.0
01CEMCAZ50,29/10/21,7.0
01PAB,29/10/21,10.0
0613337,29/10/21,1.0
01CEMCAZ50,29/10/21,80.0
01ROB15,29/10/21,600.0
GTRAS,29/10/21,1.0
01CEMAGR,30/10/21,16.79
01CEMAGR,30/10/21,18.29
01CEMCAZ50,30/10/21,100.0
01CEMAGR,01/11/21,3.0
01CEMCAZ50,01/11/21,3.0
01ALREC,01/11/21,3.0
01CEMCAZ50,01/11/21,2.0
01VAR38,01/11/21,4.0
01CEMAGR,01/11/21,25.17
03LA10126600,01/11/21,6.0
03POL46,01/11/21,220.0
01CEMCAZ50,02/11/21,40.0
01CEMBIG,03/11/21,0.5
01CEMBIG,03/11/21,0.4
01CEMCAZ50,03/11/21,5.0
01CEMCAZ50,03/11/21,5.0
01CEMBIG,03/11/21,1.0
01CEMCAZ50,03/11/21,100.0
01VAR38,03/11/21,10.0
01CEMBIG,09/11/21,2.0
01CEMAGR,04/11/21,50.33
01ARE,13/12/21,1.0
03LAMLOSAC22,04/11/21,1.0
01CEMCAZ50,04/11/21,160.0
01PAB,04/11/21,10.0
01CEMBIG,04/11/21,2.0
01VAR38,04/11/21,40.0
01CEMCAZ50,05/11/21,120.0
01CEMBIG,05/11/21,2.0
01CEMCAZ50,05/11/21,160.0
01PAB,06/11/21,8.0
01CEMAGR,12/11/21,19.65
06SILAUT,06/11/21,100.0
01CAL,08/11/21,10.0
01CEMBIG,08/11/21,2.0
01CEMBIG,08/11/21,2.0
01CEMBIG,08/11/21,4.0
01CEMAGR,08/11/21,25.2
01VAR38,08/11/21,23.0
01ARM204,08/11/21,3.0
01CEMBIG,09/11/21,1.0
01CEMBIG,09/11/21,1.0
03POL46,09/11/21,1200.0
GTRAS,09/11/21,1.0
03LA10126620,09/11/21,4.0
01ALREC,09/11/21,5.0
01BLO12,09/11/21,3.0
01CEMCAZ50,09/11/21,200.0
01CEMCAZ50,09/11/21,80.0
01CEMBIG,09/11/21,4.0
01CEMCAZ50,09/11/21,20.0
01CEMCAZ50,09/11/21,160.0
01CEMAGR,09/11/21,17.31
01VAR38,10/11/21,220.0
01CEMCAZ50,10/11/21,110.0
01ADN,10/11/21,20.0
01COMB34,10/11/21,7.5
01COMB34,10/11/21,5.5
01CEMCAZ50,10/11/21,80.0
01CEMCAZ50,11/11/21,10.0
01CAL,30/11/21,10.0
01CEMCAZ50,30/11/21,20.0
01ALREC,12/11/21,30.0
01ALAM,12/11/21,30.0
01CEMCAZ50,13/11/21,30.0
01CEMCAZ50,13/11/21,200.0
01CEMCAZ50,15/11/21,100.0
03LPC305,16/11/21,7.0
01ALREC,16/11/21,10.0
01ARM124,16/11/21,9.0
01CEMCAZ50,16/11/21,50.0
01VAR112,16/11/21,4.0
01VAR38,16/11/21,77.0
06CLA212,16/11/21,2.7
05CODPVC245,17/11/21,2.0
05CODPVC290,17/11/21,8.0
05CODPVC445,17/11/21,3.0
05CODPVC490,17/11/21,3.0
05COPPVC3,17/11/21,2.0
05COPPVC4,17/11/21,1.0
05PEGAD500,17/11/21,1.0
05REDPVC32,17/11/21,2.0
05REDPVC42,17/11/21,1.0
05TEEPVC42,17/11/21,3.0
05TUBPVCN3,17/11/21,12.0
05TUBPVCN4,17/11/21,12.0
05YEEPVC4,17/11/21,2.0
08POL1234,17/11/21,100.0
01CEMCAZ50,17/11/21,1.0
01PAB,17/11/21,1.0
06YESKG,17/11/21,2.0
01CEMAGR,18/11/21,43.75
01CEMAGR,18/11/21,6.64
01CEMCAZ50,19/11/21,30.0
01CEMCAZ50,19/11/21,50.0
01CEMBIG,19/11/21,4.0
01CEMBIG,19/11/21,2.0
01CEMCAZ50,19/11/21,120.0
01CEMCAZ50,20/11/21,30.0
01CEMCAZ50,22/02/22,160.0
01CEMCAZ50,20/11/21,30.0
01CEMAGR,20/11/21,19.58
01CEMCAZ50,22/11/21,120.0
01ALAM,22/11/21,50.0
01ALREC,22/11/21,30.0
01VAR38,22/11/21,30.0
01CEMBIG,22/11/21,2.0
01CEMBIG,22/11/21,2.0
01VAR38,22/11/21,55.0
01VAR38,22/11/21,45.0
01CEMCAZ50,23/11/21,260.0
01CEMAGR,23/11/21,3.78
01CEMAGR,23/11/21,16.44
01ADN,23/11/21,75.0
01CEMCAZ50,23/11/21,1.0
01PAB,23/11/21,2.0
03PR22520,23/11/21,13.2
06PEGAMM,23/11/21,4.0
01CEMCAZ50,23/11/21,60.0
01CEMCAZ50,23/11/21,15.0
01CEMCAZ50,24/11/21,20.0
01CEMCAZ50,24/11/21,120.0
01VAR38R,24/11/21,19.0
01VAR38,24/11/21,2.0
01CAL,24/11/21,40.0
01CEMCAZ50,24/11/21,40.0
01VAR112,24/11/21,27.0
01VAR38R,24/11/21,150.0
01CEMCAZ50,24/11/21,20.0
01COMB34,24/11/21,7.0
01VAR38,24/11/21,1.0
06FEL,24/11/21,2.0
05ADAPMPVCH2,25/11/21,20.0
05CODPVCH290,25/11/21,20.0
05COPPVCH2,25/11/21,10.0
05CP2,25/11/21,2.0
05NIPG24,25/11/21,10.0
05PEGAD500,25/11/21,2.0
05TEEPVCH2C40,25/11/21,8.0
05TPVC402,25/11/21,15.0
05VALPVCER2,25/11/21,20.0
01CEMCAZ50,26/11/21,100.0
05BIODLG,26/11/21,1.0
05CI10SE,26/11/21,1.0
05NIPG1126,26/11/21,10.0
01CEMAGR,26/11/21,17.75
01CEMCAZ50,26/11/21,25.0
01CEMCAZ50,27/11/21,100.0
01CEMCAZ50,27/11/21,160.0
01CEMAGR,27/11/21,19.82
01CEMCAZ50,29/11/21,20.0
01CEMCAZ50,29/11/21,30.0
01CEMAGR,29/11/21,17.31
01TEJPR,29/11/21,33.0
01CEMCAZ50,29/11/21,50.0
03PERU,29/11/21,4.0
03PUH,29/11/21,3.0
06SSOU,29/11/21,2.0
01CEMCAZ50,29/11/21,40.0
