Claart,Fecfac,Cant
01CEMCAZ50,28/01/21,20.0
01CEMAGR,28/01/21,11.76
01CEMAGR,28/01/21,5.22
08CAJO,29/01/21,12.0
08E362501,29/01/21,6.0
08E362560,29/01/21,6.0
08POL12,29/01/21,100.0
06CINAIS6018,29/01/21,2.0
08CAJCHR,29/01/21,15.0
01CEMAGR,29/01/21,17.01
01BAB1030,29/01/21,700.0
01CEMCAZ50,30/01/21,170.0
01CEMAGR,30/01/21,1.61
01CEMBIG,30/01/21,2.0
01MALSOL10,30/01/21,100.0
01CEMAGR,01/02/21,9.4
01CEMCAZ50,01/02/21,9.61
01CEMBIG,02/02/21,2.0
03SOL123,02/02/21,282.0
01PAB,02/02/21,1.0
01CEMCAZ50,02/02/21,60.0
01BLO15,02/02/21,1000.0
01CEMCAZ50,02/02/21,20.0
06CLA212,02/02/21,2.0
01CEMCAZ50,02/02/21,10.39
01CEMCAZ50,02/02/21,240.0
01ALREC,02/02/21,30.0
01ARM204,02/02/21,54.0
01BLO15,02/02/21,1800.0
01CAL,02/02/21,20.0
01CEMCAZ50,02/02/21,40.0
01MALSOL6,02/02/21,20.0
06CLA212,02/02/21,20.0
01CEMCAZ50,03/02/21,30.0
01ARM1543,03/02/21,20.0
01ARM204,03/02/21,45.0
01BLO15,03/02/21,2000.0
01CEMCAZ50,03/02/21,20.0
01MALSOL6,03/02/21,50.0
01ALREC,03/02/21,50.0
01CEMAGR,03/02/21,8.84
01CEMAGR,03/02/21,1.21
01CEMAGR,03/02/21,7.95
01MALSOL6,04/02/21,200.0
01CEMCAZ50,04/02/21,40.0
01ALAM,04/02/21,50.0
01ALREC,04/02/21,20.0
01VAR38,04/02/21,50.0
01CEMCAZ50,04/02/21,40.0
01CEMBIG,04/02/21,2.0
01CEMBIG,04/02/21,4.0
01CEMCAZ50,04/02/21,40.0
01CEMBIG,05/02/21,2.0
01CEMAGR,05/02/21,5.04
01CEMAGR,05/02/21,8.09
01CEMCAZ50,06/02/21,50.0
01VAR38,06/02/21,30.0
01CEMBIG,08/02/21,4.0
03VIPR64179,08/02/21,109.5
01CEMAGR,08/02/21,8.05
01CEMAGR,08/02/21,6.77
01CEMAGR,08/02/21,9.52
01CEMAGR,08/02/21,8.37
01CEMCAZ50,08/02/21,200.0
03106Z18,08/02/21,12.0
01CEMAGR,09/02/21,6.48
01CEMCAZ50,09/02/21,40.0
06CLA212,09/02/21,5.0
01ALREC,09/02/21,20.0
01ARM1543,09/02/21,42.0
01VAR38,09/02/21,70.0
06CLA212,09/02/21,15.0
06CLAC212,09/02/21,5.0
01CEMAGR,09/02/21,9.43
01CEMAGR,09/02/21,2.72
01CEMAGR,09/02/21,9.18
01CEMAGR,09/02/21,8.44
01CEMBIG,09/02/21,2.0
01FACHC,10/02/21,6.0
01CEMAGR,10/02/21,7.56
01CEMAGR,10/02/21,1.01
01CEMAGR,10/02/21,8.28
01CEMAGR,10/02/21,6.95
01VAR38R,11/02/21,40.0
01CEMCAZ50,11/02/21,20.0
01ARM204,12/02/21,53.0
01BLO15,12/02/21,1200.0
01CEMCAZ50,12/02/21,40.0
01CEMAGR,12/02/21,9.72
01ALREC,13/02/21,70.0
06CLA212,13/02/21,25.0
01ALAM,13/02/21,100.0
01ALREC,13/02/21,25.0
01VAR38,13/02/21,10.0
05TUBPVCN4,13/02/21,6.0
06CLA212,13/02/21,25.0
01VAR38,15/02/21,60.0
01ALREC,15/02/21,40.0
01VAR112,15/02/21,6.0
01VAR1R,15/02/21,3.0
01ALREC,15/02/21,50.0
01ARM1543,15/02/21,15.0
01ARM204,15/02/21,30.0
01CEMCAZ50,15/02/21,20.0
01CEMBIG,15/02/21,0.02
01CEMCAZ50,15/02/21,50.0
03LAMGT305,16/02/21,4.0
03POL46,16/02/21,120.0
04HPPB141,16/02/21,300.0
GTRAS,16/02/21,1.0
01CEMCAZ50,17/02/21,240.0
01CEMAGR,17/02/21,10.45
01ALAM,17/02/21,50.0
01VAR38,17/02/21,16.0
01CEMCAZ50,17/02/21,100.0
01CEMCAZ50,17/02/21,20.0
01CEMCAZ50,17/02/21,40.0
01CEMCAZ50,17/02/21,100.0
01CEMCAZ50,17/02/21,24.0
01CEMCAZ50,17/02/21,200.0
01ALREC,17/02/21,50.0
01ARM123,17/02/21,40.0
01MALSOL10,17/02/21,400.0
01MALSOL6,17/02/21,100.0
01MAS44,17/02/21,100.0
01VAR112,17/02/21,4.0
0618646,17/02/21,4.0
06CLA212,17/02/21,50.0
06PALT,17/02/21,8.0
01CEMAGR,17/02/21,9.35
01CEMBIG,17/02/21,2.0
01ARM204,17/02/21,15.0
01CEMCAZ50,17/02/21,20.0
01ALREC,18/02/21,25.0
01VAR112,18/02/21,10.0
01VAR38,18/02/21,30.0
06CLA212,18/02/21,10.0
01VAR112,18/02/21,4.0
01CEMBIG,18/02/21,2.0
01CEMAGR,18/02/21,6.48
01CEMAGR,18/02/21,1.23
01CEMBIG,19/02/21,6.0
01VAR38,19/02/21,40.0
01CEMBIG,19/02/21,4.0
01CEMAGR,19/02/21,7.92
01CEMCAZ50,19/02/21,20.0
01CEMCAZ50,19/02/21,20.0
01CEMCAZ50,19/02/21,20.0
01CEMCAZ50,19/02/21,20.0
01CEMCAZ50,20/02/21,10.0
01CEMAGR,20/02/21,25.15
01CEMAGR,20/02/21,21.52
01CEMCAZ50,22/02/21,40.0
01BLO15,22/02/21,42.0
01BLO15,22/02/21,50.0
01CEMCAZ50,22/02/21,5.0
01BLO15,22/02/21,58.0
01CEMCAZ50,22/02/21,100.0
01CEMMCA50,22/02/21,100.0
01MALSOL10,22/02/21,300.0
01MAS44,22/02/21,200.0
01CEMCAZ50,22/02/21,20.0
06CLA212,22/02/21,4.0
01CEMAGR,23/02/21,25.12
01VAR38,23/02/21,40.0
01ARM124,23/02/21,8.0
01ARM124,23/02/21,48.0
01CEMCAZ50,23/02/21,15.0
01VAR38,24/02/21,70.0
01ALREC,24/02/21,10.0
01ARM204,24/02/21,15.0
06CLA212,24/02/21,4.0
01CEMAGR,24/02/21,25.24
01ALREC,24/02/21,50.0
01CEMCAZ50,24/02/21,40.0
01CEMCAZ50,24/02/21,200.0
01VART6014,24/02/21,210.0
01VART6014,24/02/21,210.0
01CEMCAZ50,24/02/21,10.0
03PTR11214,25/02/21,403.2
03PTR11414,25/02/21,520.0
01CEMAGR,25/02/21,18.19
03PTR211,25/02/21,420.0
01CEMCAZ50,25/02/21,20.0
01VAR38,26/02/21,20.0
06CODP12,26/02/21,3.0
08CAJO,26/02/21,2.0
08POL12,26/02/21,20.0
01CEMCAZ50,26/02/21,120.0
01CEMBIG,26/02/21,2.0
01CEMBIG,26/02/21,1.0
01CEMBIG,26/02/21,1.0
01CEMAGR,26/02/21,50.1
01CEMCAZ50,02/03/21,30.0
03TUBINOX3416,26/02/21,0.5
01ARM124,27/02/21,24.0
01CEMMCA50,27/02/21,3.0
01MALSOL6,27/02/21,150.0
01VART6014,27/02/21,80.0
01ARM204,01/03/21,10.0
01CAL,01/03/21,20.0
01CEMCAZ50,01/03/21,40.0
06CLA212,01/03/21,5.0
06CLAC212,01/03/21,0.5
01CEMCAZ50,01/03/21,60.0
01CEMCAZ50,01/03/21,40.0
01CEMCAZ50,01/03/21,20.0
01CEMCAZ50,02/03/21,80.0
05TAS820,02/03/21,3.0
01CEMCAZ50,02/03/21,5.0
01ALREC,02/03/21,5.0
01BLO15,02/03/21,1200.0
01CEMCAZ50,02/03/21,40.0
01ARM204,02/03/21,15.0
06CLA212,02/03/21,3.0
06CLAC212,02/03/21,0.5
01CEMCAZ50,02/03/21,80.0
01CEMAGR,02/03/21,14.45
01CEMCAZ50,03/03/21,6.0
01CEMCAZ50,03/03/21,10.0
01CEMCAZ50,03/03/21,8.0
01CEMCAZ50,04/03/21,80.0
01CEMAGR,04/03/21,17.98
01BAB1030,04/03/21,1500.0
01CEMCAZ50,04/03/21,20.0
01ALREC,04/03/21,50.0
01ARM204,04/03/21,15.0
01CAL,04/03/21,25.0
01CEMCAZ50,04/03/21,20.0
01VAR38,04/03/21,85.0
01CEMAGR,04/03/21,18.06
01EST1525,04/03/21,189.0
01CEMCAZ50,05/03/21,20.0
05BLW,05/03/21,15.0
08CAJO,05/03/21,20.0
08POL1,05/03/21,85.0
08POL12,05/03/21,100.0
01CEMAGR,05/03/21,18.79
01CEMCAZ50,05/03/21,163.0
01CEMBIG,05/03/21,2.0
03LAMPOLC122,10/03/21,1.5
01CEMCAZ50,05/03/21,200.0
01CEMCAZ50,06/03/21,40.0
03POL36,06/03/21,53.57
03POL88,08/03/21,4320.0
03VIPR64179,08/03/21,80.0
03VIPR64179,08/03/21,139.0
03HSS1212,08/03/21,3580.7
03S30418110,08/03/21,2.0
01VAR112,08/03/21,15.0
01VAR38,08/03/21,50.0
01ALAM,08/03/21,50.0
01ALREC,08/03/21,30.0
01CEMCAZ50,09/03/21,30.0
06BRF516,09/03/21,1.0
08RON516,09/03/21,128.0
08TOR5161,09/03/21,32.0
08TOR5162,09/03/21,32.0
08TUER516,09/03/21,33.0
01CEMCAZ50,09/03/21,20.0
01CEMBIG,10/03/21,2.0
01CEMAGR,10/03/21,50.3
01ALAM,10/03/21,50.0
01CEMCAZ50,11/03/21,40.0
03LMP122244,11/03/21,3.0
03PERU,11/03/21,3.0
03PHC,11/03/21,7.0
06BRF516,11/03/21,1.0
08TUER516,11/03/21,35.0
01VAR112,11/03/21,17.0
01CEMCAZ50,11/03/21,10.0
01ALREC,11/03/21,5.0
01ARM204,11/03/21,5.0
01CEMCAZ50,11/03/21,10.0
01VAR38,11/03/21,10.0
03PC20018,11/03/21,23.2
04HSI2178,11/03/21,0.5
01VAR38,11/03/21,60.0
03PLA31012,11/03/21,288.0
03POL46,11/03/21,190.0
03PTR114,11/03/21,156.0
03SOL38303,11/03/21,70.0
01VAR112,12/03/21,38.0
01CAL,12/03/21,20.0
01CEMCAZ50,12/03/21,20.0
01VAR38,12/03/21,2.0
06CLA112,12/03/21,0.25
06CLA212,12/03/21,1.0
06CLA4,12/03/21,1.0
01VAR112,12/03/21,22.0
01VAR38,12/03/21,160.0
01CEMCAZ50,13/03/21,40.0
01CEMCAZ50,13/03/21,50.0
01CEMCAZ50,13/03/21,40.0
01CEMCAZ50,13/03/21,50.0
01CEMCAZ50,13/03/21,80.0
01CEMAGR,13/03/21,25.38
01ALREC,13/03/21,5.0
01ARM12204,13/03/21,8.0
01ARM12204,16/03/21,1.0
03TUBINOX3416,16/03/21,1.0
01CEMCAZ50,16/03/21,80.0
01BAB1030,16/03/21,1100.0
01ARM204,16/03/21,100.0
08CAJO,17/03/21,5.0
08POL12,17/03/21,30.0
01ARM204,17/03/21,3.0
01CEMCAZ50,17/03/21,20.0
06CLA212,17/03/21,5.0
01CEMCAZ50,17/03/21,10.0
06CLA212,17/03/21,4.0
06CLA4,17/03/21,2.0
06CLAC2,17/03/21,1.0
01CEMCAZ50,17/03/21,40.0
01CEMAGR,17/03/21,25.25
01ARM124,17/03/21,2.5
01ARM124,17/03/21,8.5
01VAR38,17/03/21,20.0
01BAB1030,17/03/21,450.0
0610252,18/03/21,1.0
03LAMGT305,18/03/21,4.0
03LAMGT366,18/03/21,4.0
01BLO12,19/03/21,60.0
01CAL,19/03/21,2.0
01CEMCAZ50,19/03/21,7.0
01MALSOL6,19/03/21,6.25
01VAR38,19/03/21,2.0
04HTAQ516,19/03/21,2.0
05ADAPMC12,19/03/21,3.0
05CODCP4512,19/03/21,2.0
05CODCP9012,19/03/21,10.0
05CODPVC245,19/03/21,2.0
05CODPVC290,19/03/21,2.0
05CODPVC345,19/03/21,2.0
05CODPVC390,19/03/21,1.0
05COFLAV121226,19/03/21,2.0
05COFLEXWCC49,19/03/21,1.0
05COPCP12,19/03/21,2.0
05CUECERCG,19/03/21,1.0
05LLAAST,19/03/21,3.0
05PEGAD240,19/03/21,1.0
05PEGF150,19/03/21,1.0
05REDPVC32,19/03/21,1.0
05TEECPVCC12,19/03/21,3.0
05TEEPVC3,19/03/21,1.0
05TUBCPV12,19/03/21,12.2
05TUBPVCN2,19/03/21,6.0
05TUBPVCN3,19/03/21,6.0
0649330,19/03/21,1.0
01CEMCAZ50,19/03/21,20.0
01MALSOL6,19/03/21,15.0
01CEMBIG,19/03/21,2.0
01CEMCAZ50,19/03/21,50.0
05PEGAD500,19/03/21,1.0
05TAPMPVC2,19/03/21,30.0
05TUBPVCN2,19/03/21,36.0
06ARE,19/03/21,1.0
08BICCH8,19/03/21,12.0
08CAJCHR,19/03/21,12.0
01CEMBIG,19/03/21,4.0
01ARM1543,19/03/21,9.0
01BLO15,19/03/21,50.0
01VAR38,19/03/21,10.0
06CLA212,19/03/21,2.0
01CEMCAZ50,19/03/21,10.0
01CEMCAZ50,19/03/21,40.0
01CEMCAZ50,19/03/21,50.0
01CEMAGR,19/03/21,25.14
01ALREC,20/03/21,21.0
01MALSOL10,20/03/21,100.0
01VART6014,20/03/21,105.0
01ALREC,20/03/21,42.0
01VART6014,20/03/21,70.0
01CEMCAZ50,20/03/21,80.0
01CEMCAZ50,20/03/21,80.0
01CEMCAZ50,20/03/21,80.0
03LAMPOLFVB,20/03/21,2.0
01ALREC,22/03/21,5.0
01VAR38,22/03/21,5.0
01CEMCAZ50,22/03/21,10.0
01VAR38,22/03/21,5.0
01EST1525,22/03/21,7.6
01CEMCAZ50,22/03/21,30.0
01CEMAGR,23/03/21,50.33
01CEMCAZ50,23/03/21,80.0
01CEMCAZ50,23/03/21,50.0
01CAL,23/03/21,20.0
04HCDAD,24/03/21,6.0
04HPPB141,24/03/21,2500.0
0617831,24/03/21,6.0
06PES300T,24/03/21,6.0
02TOR812,24/03/21,1000.0
03LG31026,24/03/21,11.0
01CEMCAZ50,24/03/21,95.0
01CEMCAZ50,24/03/21,40.0
01CEMCAZ50,24/03/21,40.0
04HBISTU1,24/03/21,4.0
04HSI2178,24/03/21,4.0
01ARM204,06/04/21,20.0
01VAR38,06/04/21,30.0
01FACHBOST,24/03/21,5.0
01FACHBOST,24/03/21,5.0
01PAB,24/03/21,3.0
01CEMAGR,25/03/21,16.6
01CEMAGR,25/03/21,2.53
01CEMBIG,25/03/21,1.93
01CEMCAZ50,25/03/21,80.0
01ARM123,25/03/21,24.0
01ARM123,25/03/21,16.0
05TUBPVCALS20,25/03/21,27.0
05TUBPVCN4,25/03/21,264.0
06ESTOP,25/03/21,1.0
05COPPVC4,25/03/21,37.0
05LPV500,25/03/21,15.0
05LUPVC,25/03/21,1.0
05PEGAD500,25/03/21,13.0
05SILL104,25/03/21,10.0
05TAPMPVC4,25/03/21,74.0
05TUBPVCN4,25/03/21,72.0
04ROS618,25/03/21,2.0
01VAR38,25/03/21,10.0
01CEMCAZ50,26/03/21,80.0
01CEMBIG,26/03/21,2.0
01CEMBIG,26/03/21,2.0
01CEMBIG,26/03/21,4.0
01CEMAGR,26/03/21,25.12
01CEMBIG,26/03/21,2.0
01ARM1538,27/03/21,2.0
01CAL,27/03/21,3.0
01CEMCAZ50,27/03/21,10.0
01SON20,27/03/21,4.0
05COPPVC23,27/03/21,30.0
01CEMCAZ50,29/03/21,80.0
01CEMAGR,29/03/21,25.17
05SILL104,29/03/21,27.0
01CEMCAZ50,29/03/21,40.0
01CEMCAZ50,29/03/21,40.0
01CEMCAZ50,29/03/21,56.0
01CEMCAZ50,29/03/21,40.0
01BLO15,29/03/21,1200.0
01CAL,29/03/21,10.0
01CEMCAZ50,29/03/21,10.0
01VAR38,29/03/21,15.0
01VAR38K,30/03/21,150.0
03PTR21211,30/03/21,499.8
03PTR214,30/03/21,180.0
03PTR11214,30/03/21,52.0
03PTR114,30/03/21,33.6
03PTR214,30/03/21,180.0
01CEMCAZ50,30/03/21,50.0
01CEMCAZ50,30/03/21,1.0
01CEMCAZ50,30/03/21,4.0
01ALAM,30/03/21,10.0
01ARM204,30/03/21,2.0
01CEMCAZ50,30/03/21,5.0
06CLA4,30/03/21,1.0
01EST1525,30/03/21,14.4
01EST1530,30/03/21,2.4
01VAR38,30/03/21,10.0
01CEMAGR,30/03/21,25.27
06CLA212,31/03/21,2.0
06CLAC2,31/03/21,1.0
01CEMBIG,31/03/21,2.0
01CEMBIG,31/03/21,4.0
01CEMBIG,31/03/21,2.0
01CEMBIG,31/03/21,4.0
01ALREC,31/03/21,25.0
01CEMBIG,31/03/21,2.0
01CEMCAZ50,31/03/21,40.0
01CEMBIG,31/03/21,4.0
01CEMAGR,31/03/21,24.9
01VAR112,05/04/21,2.0
01VAR38,05/04/21,35.0
06CLA212,05/04/21,8.0
06CLAC212,05/04/21,1.0
GTRAS,05/04/21,1.0
01ALREC,05/04/21,10.0
01ARM204,05/04/21,8.0
01CEMCAZ50,05/04/21,30.0
0618574,05/04/21,1.0
GTRAS,05/04/21,1.0
01ARE,05/04/21,1.5
01BLO15,05/04/21,800.0
01CEMCAZ50,05/04/21,20.0
01CEMCAZ50,05/04/21,40.0
01CEMCAZ50,05/04/21,30.0
01CEMCAZ50,05/04/21,80.0
03VIPS4,05/04/21,108.9
01YEM,05/04/21,25.0
01ALREC,05/04/21,120.0
01VAR112,05/04/21,145.0
01VAR34,05/04/21,54.0
01VAR38,05/04/21,65.0
01ALAM,05/04/21,20.0
01CAL,05/04/21,10.0
01CEMCAZ50,05/04/21,15.0
01CEMBIG,06/04/21,4.0
01CEMAGR,06/04/21,25.07
01VAR112,06/04/21,4.0
01VAR112,06/04/21,50.0
01CEMBIG,06/04/21,2.0
01CEMCAZ50,06/04/21,80.0
03POL88,06/04/21,591.8
03POL88,06/04/21,1136.2
03SOL316112,06/04/21,36.0
01CAL,06/04/21,5.0
01CEMCAZ50,06/04/21,10.0
01EST1525,06/04/21,25.6
01VAR38,06/04/21,10.0
01CEMCAZ50,06/04/21,80.0
01BLO15,06/04/21,50.0
01CAL,06/04/21,1.0
01CEMCAZ50,06/04/21,1.0
01YEM,06/04/21,5.0
01CEMCAZ50,07/04/21,60.0
01BAB1030,07/04/21,150.0
01CEMCAZ50,07/04/21,10.0
01YEM,07/04/21,1.0
01CAL,07/04/21,5.0
01CAL,07/04/21,10.0
01CEMCAZ50,07/04/21,10.0
01MALSOL6,07/04/21,2.0
01MALSOL6,07/04/21,33.0
01MALSOL6,07/04/21,37.0
01MALSOL6,07/04/21,21.0
01CEMCAZ50,07/04/21,40.0
01MALSOL6,07/04/21,107.0
03PTR3112,07/04/21,300.0
01CEMAGR,08/04/21,25.11
01BAB1030,08/04/21,500.0
01BAB1030,08/04/21,1450.0
01BAB1030,08/04/21,1400.0
01CEMCAZ50,08/04/21,10.0
01CEMCAZ50,08/04/21,80.0
01CEMCAZ50,08/04/21,50.0
01CEMBIG,08/04/21,2.0
01CEMCAZ50,08/04/21,80.0
03PC20018,08/04/21,150.8
03PR17518,08/04/21,108.0
01YEM,08/04/21,25.0
01ALREC,09/04/21,5.0
01EST1520,09/04/21,23.2
01VAR38,09/04/21,20.0
06CLA212,09/04/21,1.0
01CEMAGR,09/04/21,18.47
01CEMCAZ50,09/04/21,80.0
01CEMAGR,09/04/21,19.3
01CEMCAZ50,09/04/21,40.0
01CEMCAZ50,09/04/21,100.0
01CEMCAZ50,09/04/21,10.0
01CEMCAZ50,09/04/21,100.0
01CEMCAZ50,09/04/21,120.0
01ALREC,09/04/21,30.0
01ARM12204,09/04/21,5.0
01ARM124,09/04/21,6.0
01CEMCAZ50,09/04/21,10.0
0613498,10/04/21,1.0
01CEMCAZ50,10/04/21,10.0
01ALREC,10/04/21,5.0
01EST1520,10/04/21,23.0
01CEMCAZ50,12/04/21,20.0
01ALREC,12/04/21,20.0
01VAR38,12/04/21,70.0
01PIED,12/04/21,14.0
01CEMAGR,12/04/21,19.05
01CEMCAZ50,12/04/21,10.0
01CEMCAZ50,12/04/21,120.0
01ALAM,12/04/21,50.0
01ALREC,12/04/21,50.0
01ARM204,12/04/21,16.0
0662800,12/04/21,1.0
06CLA212,12/04/21,3.0
06CLAC2,12/04/21,2.0
01ALAM,12/04/21,45.0
01MALSOL6,12/04/21,55.0
01VAR38,12/04/21,40.0
06CLA212,12/04/21,2.0
01CEMCAZ50,12/04/21,10.0
01VAR38,12/04/21,20.0
01CEMCAZ50,12/04/21,40.0
06CLA212,04/05/21,25.0
01CEMAGR,13/04/21,18.87
01ARM204,13/04/21,5.0
01BLO15,13/04/21,70.0
01CEMCAZ50,13/04/21,10.0
06BRIC3,13/04/21,1.0
08POL1234,13/04/21,100.0
01CEMCAZ50,13/04/21,40.0
01CEMCAZ50,13/04/21,10.0
01CEMCAZ50,14/04/21,30.0
01YEM,14/04/21,2.0
01CEMCAZ50,14/04/21,11.0
01PAB,14/04/21,1.0
01CAL,14/04/21,6.0
01CEMCAZ50,14/04/21,4.0
01MALSOL6,14/04/21,5.0
06PIJ8112,14/04/21,6.0
08CAJCHR,14/04/21,5.0
08ROS4,14/04/21,3.0
01VAR38,14/04/21,15.0
01BLO20,14/04/21,600.0
01CEMCAZ50,15/04/21,40.0
01CEMCAZ50,15/04/21,120.0
01CEMBIG,15/04/21,0.8
01CEMBIG,15/04/21,1.2
01CEMCAZ50,15/04/21,80.0
01VAR38,15/04/21,15.0
01CEMCAZ50,15/04/21,80.0
03LAMGT427,15/04/21,1.0
03PC15018,15/04/21,17.2
04HPPB141,15/04/21,60.0
01BAB15,15/04/21,105.0
01CEMAGR,16/04/21,20.14
01CEMAGR,16/04/21,30.16
01CEMCAZ50,16/04/21,6.0
01YEM,16/04/21,25.0
05TUBCPVC34,16/04/21,18.3
05TUBPVCN2,16/04/21,6.0
05TUBPVCN4,16/04/21,6.0
05COD4S2,16/04/21,2.0
05CODCP9012,16/04/21,8.0
05CODCP9034,16/04/21,15.0
05CODPVC245,16/04/21,3.0
05CODPVC290,16/04/21,8.0
05CODPVC445,16/04/21,2.0
05CODPVC490,16/04/21,1.0
05PEGAD240,16/04/21,1.0
05PEGF250,16/04/21,1.0
05REDBCPVC3412,16/04/21,8.0
05TEECPVC34,16/04/21,8.0
05TEEPVC42,16/04/21,1.0
05TUBCPV12,16/04/21,3.05
01YEM,16/04/21,3.0
01CEMAGR,17/04/21,50.18
01CEMCAZ50,19/04/21,10.0
01CAL,17/04/21,2.0
01CEMCAZ50,17/04/21,10.0
01CEMCAZ50,19/04/21,20.0
01CEMCAZ50,19/04/21,120.0
03121CH18,19/04/21,8.0
03PTR11414,19/04/21,43.2
03SOL1812,19/04/21,6.0
03TAB38,19/04/21,81.5
03VCUA12,19/04/21,14.0
04HSI2176,19/04/21,2.0
04HTEJ114,19/04/21,4.0
05ADAPHC34,19/04/21,4.0
05ADAPMH34,19/04/21,4.0
05CODPVC445,19/04/21,2.0
05CODPVC490,19/04/21,2.0
05CODPVCH3490,19/04/21,12.0
05COPPVC4,19/04/21,4.0
05COPPVCH34,19/04/21,6.0
05FLOPTIN,19/04/21,1.0
05PEGG14,19/04/21,1.0
05TEEPVCH34,19/04/21,4.0
05TUBPVCN4,19/04/21,15.0
05VALPVCER34,19/04/21,4.0
05VFB,19/04/21,1.0
0610234,19/04/21,1.0
01CEMAGR,20/04/21,25.21
01ARM1543,20/04/21,20.0
01ARM204,20/04/21,80.0
01CEMCAZ50,20/04/21,20.0
01CEMCAZ50,20/04/21,20.0
01CEMCAZ50,20/04/21,50.0
01ALREC,20/04/21,10.0
01EST1520,20/04/21,40.0
01VAR38,20/04/21,20.0
01CEMCAZ50,20/04/21,10.0
01PIED,20/04/21,14.0
01BLO15,20/04/21,1200.0
03LPC671,21/04/21,1.0
01ALREC,21/04/21,3.0
06CLA212,21/04/21,2.0
0615906,21/04/21,1.0
0618647,21/04/21,1.0
01BLO15T,21/04/21,600.0
01CEMCAZ50,21/04/21,20.0
01CEMCAZ50,21/04/21,20.0
01CEMCAZ50,21/04/21,10.0
01CEMAGR,21/04/21,19.13
01CEMCAZ50,21/04/21,20.0
01ARM12204,22/04/21,10.0
01ARM124,22/04/21,2.0
01VAR38,22/04/21,5.0
05TUBPL12,22/04/21,1.0
02ECAG6305,23/04/21,30.0
02EPP6305,23/04/21,30.0
02TOR812,23/04/21,1000.0
02TORS118PF,23/04/21,3000.0
01CEMCAZ50,23/04/21,10.0
01CEMCAZ50,23/04/21,10.0
01VAR38,23/04/21,2.0
01CEMCAZ50,23/04/21,20.0
01CEMCAZ50,23/04/21,100.0
05CESPC,23/04/21,3.0
01CEMCAZ50,23/04/21,1.3
01CEMCAZ50,23/04/21,3.7
01CEMCAZ50,23/04/21,40.0
01CEMAGR,23/04/21,10.34
01BLO15T,23/04/21,150.0
01ALAM,23/04/21,50.0
01VAR38,23/04/21,15.0
01ARM204,24/04/21,5.0
01CEMCAZ50,24/04/21,23.0
01CEMCAZ50,24/04/21,120.0
01CAL,26/04/21,10.0
01CEMCAZ50,26/04/21,10.0
01ALREC,26/04/21,69.6
01CEMCAZ50,26/04/21,10.0
01ARM204,26/04/21,1.0
01CEMCAZ50,26/04/21,10.0
05TUBPL12,26/04/21,2.0
01CEMCAZ50,26/04/21,100.0
02PANN2,27/04/21,5.0
01VAR112,27/04/21,6.0
01ALAM,27/04/21,100.0
01VAR58,27/04/21,15.0
03LAP10126550,27/04/21,47.0
03LAP10126550,27/04/21,13.0
01CEMCAZ50,27/04/21,80.0
01CEMAGR,27/04/21,20.04
01CEMAGR,27/04/21,50.3
01VAR38,27/04/21,50.0
01CEMCAZ50,28/04/21,10.0
03PR20020,28/04/21,12.8
05ADAPHH12,28/04/21,2.0
05CODPVC290,28/04/21,9.0
05CODPVC390,28/04/21,4.0
05CODPVC445,28/04/21,1.0
05CODPVCH12,28/04/21,20.0
05COPH1,28/04/21,3.0
05COPPVCH12,28/04/21,3.0
05CPH1,28/04/21,6.0
05FLOPTIN,28/04/21,1.0
05MULCVETU,28/04/21,1.0
05PEGAD500,28/04/21,1.0
05REDPVC32,28/04/21,3.0
05TEEPVC2,28/04/21,1.0
05TEEPVC3,28/04/21,1.0
05TEEPVCH12,28/04/21,4.0
05TUBPVCH1,28/04/21,2.0
05TUBPVCHA12,28/04/21,4.5
05TUBPVCN2,28/04/21,9.0
05TUBPVCN3,28/04/21,6.0
05TUBPVCN4,28/04/21,12.0
05VAL12,28/04/21,1.0
05YEEPVC3,28/04/21,2.0
02PANN2,28/04/21,6.0
06MACI12125,28/04/21,50.0
01ALREC,28/04/21,50.0
01VAR58,28/04/21,10.0
01ARM12204,29/04/21,2.0
01CEMCAZ50,29/04/21,40.0
01MALSOL6,29/04/21,100.0
01CEMCAZ50,29/04/21,120.0
01CEMCAZ50,29/04/21,80.0
05CODPVC345,30/04/21,2.0
05CODPVC390,30/04/21,2.0
05COPPVC3,30/04/21,3.0
05REDPVC32,30/04/21,4.0
05TEEPVC3,30/04/21,2.0
05YEEPVC3,30/04/21,2.0
0618101,30/04/21,1.0
01BLO15,30/04/21,1000.0
01CAL,30/04/21,10.0
01CEMBIG,30/04/21,2.0
01EST1520,30/04/21,32.6
GTRAS,30/04/21,1.0
01CEMAGR,30/04/21,17.41
01CEMCAZ50,30/04/21,17.0
01CEMCAZ50,30/04/21,103.0
01CEMBIG,03/05/21,2.0
01CEMCAZ50,03/05/21,40.0
01CEMCAZ50,03/05/21,5.0
01ALAM,03/05/21,100.0
01BLO15,03/05/21,300.0
01CEMCAZ50,03/05/21,10.0
03PTR214,04/05/21,176.0
03PTR3112,04/05/21,200.0
03SOL3163,04/05/21,180.0
03VRED12,04/05/21,115.2
01BLO12,04/05/21,150.0
01VAR38,04/05/21,40.0
01ALREC,04/05/21,50.0
01ARM1543,04/05/21,13.0
01ARM204,04/05/21,8.0
01CEMCAZ50,04/05/21,10.0
01MALSOL6,04/05/21,13.0
01CEMAGR,04/05/21,14.71
01CAL,04/05/21,2.0
