Claart,Fecncre,Cant,Clacli,Clatipcli
01CEMCAZ50,03/08/18,50.0,OIOA63,9
01CEMBIG,03/08/18,8.0,MRS1165,0
05ADAPHH12,03/08/18,1.0,RODH66,6
05COPPVCH12,03/08/18,1.0,RODH66,6
05VAL12,03/08/18,1.0,RODH66,6
06MAAF4150,03/08/18,2.0,RODH66,6
06PES300T,03/08/18,1.0,RODH66,6
01ARM1538,03/09/18,15.0,TOMP540,0
08POL1234,03/09/18,100.0,TOMP540,0
01CEMCAZ50,03/10/18,50.0,MRS409,9
02CCC22158,03/10/18,30.0,PAP07,4
02ECLE305,03/10/18,30.0,PAP07,4
02TOR812,03/10/18,500.0,PAP07,4
02ECLE305,03/10/18,18.0,PAP07,4
02EPG4305,03/10/18,5.0,PAP07,4
02CCC22158,03/10/18,50.0,PAP07,4
02CIN2,03/10/18,5.0,PAP07,4
02CINJ,03/10/18,3.0,PAP07,4
02COMPP,03/10/18,3.0,PAP07,4
02COMST21,03/10/18,15.0,PAP07,4
02ECLE305,03/10/18,50.0,PAP07,4
02PRF58,03/10/18,48.0,PAP07,4
02PWRFR58,03/10/18,12.0,PAP07,4
02TOR812,03/10/18,500.0,PAP07,4
02TORS118,03/10/18,2000.0,PAP07,4
06LIJAGK,03/10/18,10.0,PAP07,4
01ARM124,03/12/18,70.0,GAVL91,0
02PWRFR58,13/03/18,20.0,PAP07,4
02CFV423,13/03/18,4.0,PAP07,4
02CINJ,13/03/18,1.0,PAP07,4
02COMPP,13/03/18,4.0,PAP07,4
01CEMCAZ50,13/03/18,50.0,RAGA820,8
02ANGA,13/03/18,51.0,PAP07,4
02TOR812,13/03/18,2000.0,PAP07,4
02TORS118,13/03/18,2000.0,PAP07,4
04HSEL,13/03/18,1.0,PAP07,4
06ESPON,13/03/18,2.0,PAP07,4
06TC34,13/03/18,500.0,PAP07,4
01ARM124,13/03/18,80.0,GAVL91,0
02TORS1,13/03/18,200.0,PAP07,4
02TORS118,13/03/18,400.0,PAP07,4
01ALREC,14/03/18,30.0,MRS2157,0
06CLA212,14/03/18,10.0,MRS2157,0
06CLAC212,14/03/18,1.0,MRS2157,0
01CEMCAZ50,14/03/18,100.0,PED02,0
01ARM204,14/03/18,15.0,MRS2157,0
01CEMBIG,14/03/18,2.0,MRS2157,0
01VAR38,14/03/18,70.0,MRS2157,0
01ALREC,14/03/18,7.0,TOMP540,0
06CLAC212,14/03/18,1.0,TOMP540,0
01CEMBIG,15/03/18,4.0,MRS379,9
01CEMCAZ50,15/03/18,50.0,RAGA820,8
01CEMM,16/03/18,1020.0,UAGW81,8
01CEMCAZ50,17/03/18,7.0,MRSZI0015,0
03PC15018,17/03/18,67.2,RODH66,6
03PTR11214,17/03/18,132.0,RODH66,6
03PTR11414,17/03/18,114.0,RODH66,6
03PTR214,17/03/18,145.6,RODH66,6
04HDCM14,17/03/18,1.0,RODH66,6
04HDDC412,17/03/18,4.0,RODH66,6
04HSI2178,17/03/18,5.0,RODH66,6
06FONSN,17/03/18,1.0,RODH66,6
01CEMCAZ50,17/03/18,70.0,RAGA820,8
06CODP12,20/03/18,10.0,TOMP540,0
06CODP3,20/03/18,20.0,TOMP540,0
08CAJC,20/03/18,14.0,TOMP540,0
08CAJC4,20/03/18,6.0,TOMP540,0
08POL12,20/03/18,100.0,TOMP540,0
01ARM124,20/03/18,25.0,TOMP540,0
01CAS651,20/03/18,360.0,TOMP540,0
01VAR38,20/03/18,20.0,TOMP540,0
06MAG1,20/03/18,25.0,TOMP540,0
06MAG10175,20/03/18,90.0,TOMP540,0
01ARM124,20/03/18,30.0,GAVL91,0
01ARM124,20/03/18,25.0,TOMP540,0
01CEMCAZ50,21/03/18,100.0,PED02,0
01CAL,21/03/18,100.0,PED02,0
02PWRFR58,21/03/18,14.0,PAP07,4
02TOR812,21/03/18,2000.0,PAP07,4
02TORS1,21/03/18,2000.0,PAP07,4
01ALREC,21/03/18,10.0,TOMP540,0
01CEMCAZ50,21/03/18,50.0,MRS409,9
02TORS118,22/03/18,2000.0,PAP07,4
02ANGA,22/03/18,20.0,PAP07,4
02CCC22158,22/03/18,20.0,PAP07,4
02ECLE305,22/03/18,30.0,PAP07,4
02PRF58,22/03/18,20.0,PAP07,4
02ANGA,23/03/18,20.0,PAP07,4
02CCC22158,23/03/18,20.0,PAP07,4
02ECLE305,23/03/18,20.0,PAP07,4
01ARM124,23/03/18,95.0,GAVL91,0
01CEMBIG,23/03/18,4.0,AACP71,9
03PTR11214,23/03/18,13.2,RODH66,6
03PTR11414,23/03/18,22.8,RODH66,6
04HDD412,23/03/18,1.0,RODH66,6
06FONDUK,23/03/18,1.0,RODH66,6
02ANGA,24/03/18,20.0,PAP07,4
04HDDC412,26/03/18,2.0,RODH66,6
05TUBGALV5212,26/03/18,1.0,RODH66,6
05REDPVC64,26/03/18,5.0,TOMP540,0
05TEEPVC4,26/03/18,8.0,TOMP540,0
05TUBPVCN2,26/03/18,18.0,TOMP540,0
05TUBPVCN3,26/03/18,18.0,TOMP540,0
05TUBPVCN4,26/03/18,30.0,TOMP540,0
05TUBPVCN6,26/03/18,24.0,TOMP540,0
05YEEPVC2,26/03/18,4.0,TOMP540,0
05YEEPVC4,26/03/18,6.0,TOMP540,0
05CPOPVC6,26/03/18,5.0,TOMP540,0
05PEGAD500,26/03/18,2.0,TOMP540,0
05REDPVC32,26/03/18,6.0,TOMP540,0
05REDPVC43,26/03/18,6.0,TOMP540,0
01BLO15,26/03/18,200.0,TOMP540,0
01CAL,26/03/18,15.0,TOMP540,0
05CODPVC245,26/03/18,12.0,TOMP540,0
05CODPVC290,26/03/18,12.0,TOMP540,0
05CODPVC345,26/03/18,8.0,TOMP540,0
05CODPVC390,26/03/18,8.0,TOMP540,0
05CODPVC445,26/03/18,8.0,TOMP540,0
05CODPVC490,26/03/18,12.0,TOMP540,0
05CODPVC645,26/03/18,1.0,TOMP540,0
05COPPVC23,26/03/18,6.0,TOMP540,0
05COPPVC3,26/03/18,5.0,TOMP540,0
05COPPVC4,26/03/18,8.0,TOMP540,0
05YEEPVC6,26/03/18,4.0,TOMP540,0
06CLA212,26/03/18,2.5,TOMP540,0
01CEMBIG,26/03/18,1.0,SAPJ73,0
01CEMBIG,26/03/18,1.0,SAPJ73,0
01CEMBIG,26/03/18,2.0,MRS379,9
01VAR38,27/03/18,10.0,MRS2157,0
03ANG18114,27/03/18,14.4,RODH66,6
06FONDUK,27/03/18,1.0,RODH66,6
03SOL1834,27/03/18,6.0,RODH66,6
01CEMBIG,27/03/18,2.0,MRS2157,0
01CEMMCA50,28/03/18,10.0,MRS2157,0
03POL46,28/03/18,100.0,RODH66,6
03PTR4414,28/03/18,54.6,RODH66,6
04HDDC412,28/03/18,2.0,RODH66,6
04HSI2178,28/03/18,3.0,RODH66,6
06FONDUK,28/03/18,1.0,RODH66,6
02ANGA,28/03/18,20.0,PAP07,4
02ECLE305,28/03/18,20.0,PAP07,4
02PRF58,28/03/18,10.0,PAP07,4
02TOR812,28/03/18,500.0,PAP07,4
04HDDC412,29/03/18,1.0,RODH66,6
04HPPB141,29/03/18,120.0,RODH66,6
0611585,29/03/18,1.0,RODH66,6
01VAR38,04/02/18,10.0,TOMP540,0
05YEEPVC6,04/02/18,1.0,TOMP540,0
03LA1012636O,04/03/18,3.0,RODH66,6
03LA10126600O,04/03/18,2.0,RODH66,6
03LAR72C28O,04/03/18,2.0,RODH66,6
04HPPB141,04/03/18,100.0,RODH66,6
01CEMCAZ50,04/03/18,20.0,TOMP540,0
01CEMMCA50,04/03/18,10.0,MRS2157,0
01YEM,04/03/18,25.0,MRS2157,0
02CCC22158,04/04/18,20.0,PAP07,4
02ECLE305,04/04/18,20.0,PAP07,4
02TOR812,04/04/18,200.0,PAP07,4
02TORS1,04/04/18,450.0,PAP07,4
01ALREC,04/05/18,4.0,TOMP540,0
01SON20,04/05/18,2.0,TOMP540,0
08CAJCHR,04/05/18,25.0,TOMP540,0
08POL12,04/05/18,50.0,TOMP540,0
01CEMCAZ50,04/05/18,150.0,MCS85,4
01VAR38,04/05/18,225.0,MCS85,4
03LA10126300,04/05/18,3.0,RODH66,6
03LA10126550,04/05/18,1.0,RODH66,6
01CEMCAZ50,04/05/18,400.0,MCS85,4
02COMPP,04/05/18,3.0,PAP07,4
06YESKG,04/05/18,1.0,PAP07,4
01CEMCAZ50,04/05/18,360.0,MCS85,4
01VAR38,04/05/18,10.0,MCS85,4
01ALAM,04/05/18,200.0,MCS85,4
01ALREC,04/05/18,50.0,MCS85,4
01CEMCAZ50,04/05/18,232.0,MCS85,4
01VAR38,04/05/18,5.0,MCS85,4
01CEMBIG,04/06/18,6.0,ROGF72,7
02TRRE,04/06/18,14.0,RODH66,6
03PTR11214,04/06/18,52.8,RODH66,6
03PTR214,04/06/18,36.4,RODH66,6
04HDDC412,04/06/18,2.0,RODH66,6
04HSI2178,04/06/18,1.0,RODH66,6
06FONDUK,04/06/18,1.0,RODH66,6
06TAQA12312,04/06/18,12.0,RODH66,6
03RIEL18,04/07/18,7.4,RODH66,6
03SOL1834,04/07/18,6.0,RODH66,6
05TUBGALV5138,04/07/18,1.5,RODH66,6
06ABRAR212,04/07/18,9.0,RODH66,6
06ABRC212,04/07/18,2.0,RODH66,6
06COP1138,04/07/18,2.0,RODH66,6
04HCR16,04/09/18,2.0,RODH66,6
05TUBGALV5138,04/09/18,1.0,RODH66,6
06ABRC212,04/09/18,4.0,RODH66,6
06CMO2158,04/09/18,2.0,RODH66,6
06COP1138,04/09/18,4.0,RODH66,6
06TORNIN,04/09/18,15.0,RODH66,6
02PRF58,04/09/18,7.0,PAP07,4
02TORS118,04/09/18,200.0,PAP07,4
05CODPL12,04/10/18,10.0,TOMP540,0
05CODPL34,04/10/18,15.0,TOMP540,0
05CODPLH,04/10/18,3.0,TOMP540,0
05CONPH12,04/10/18,10.0,TOMP540,0
05COPL12,04/10/18,10.0,TOMP540,0
05COPL34,04/10/18,10.0,TOMP540,0
05LLAAST,04/10/18,13.0,TOMP540,0
05MFC12,04/10/18,10.0,TOMP540,0
05REDPL3412,04/10/18,14.0,TOMP540,0
05REDPVC64,04/10/18,1.0,TOMP540,0
05TEEPL34,04/10/18,14.0,TOMP540,0
05TUBPL12,04/10/18,10.0,TOMP540,0
05TUBPL34,04/10/18,15.0,TOMP540,0
06CINT12,04/10/18,6.0,TOMP540,0
08CAJC,04/10/18,6.0,TOMP540,0
08CAJCHR,04/10/18,10.0,TOMP540,0
01CEMBIG,04/11/18,2.0,PUMS66,1
02COME28,04/11/18,2.0,PAP07,4
01CEMMCA50,04/11/18,10.0,MRS2157,0
01VAR38,04/11/18,5.0,MRS2157,0
01CAS661,04/11/18,7.0,MRS2157,0
06CLA212,04/11/18,1.0,MRS2157,0
06CLAC212,04/11/18,1.0,MRS2157,0
01CAL,04/12/18,20.0,TOMP540,0
01ESTUCCL,04/12/18,9.0,TOMP540,0
06CLA212,04/12/18,0.53,TOMP540,0
06PEGAMM,04/12/18,13.0,TOMP540,0
01CEMBIG,16/04/18,2.0,MRS2157,0
01CEMMCA50,18/04/18,10.0,MRS2157,0
01YEM,18/04/18,25.0,MRS2157,0
01CEMBIG,18/04/18,2.0,MRSZI0001,0
01CEMCAZ50,23/04/18,7.0,MRSZI004,0
01CEMCAZ50,24/04/18,40.0,RAGA820,8
01EST1520,24/04/18,150.0,RAGA820,8
01CEMCAZ50,24/04/18,10.0,RAGA820,8
01CEMBIG,25/04/18,2.0,VATM670,0
01CEMMCA50,25/04/18,10.0,MRS2157,0
01YEM,25/04/18,25.0,MRS2157,0
01CEMCAZ50,25/04/18,400.0,SATN78,3
01CEMBIG,26/04/18,2.0,API12,4
01CEMBIG,30/04/18,10.0,AACP71,9
01CEMBIG,30/04/18,2.0,PUMS66,1
01CEMBIG,30/04/18,2.0,TIFJ47,1
06CLA212,30/04/18,15.0,TIFJ47,1
06CLA4,30/04/18,2.0,TIFJ47,1
06CLAC2,30/04/18,2.0,TIFJ47,1
03SOL1834,05/02/18,6.0,RODH66,6
04HSI2178,05/02/18,3.0,RODH66,6
04HTEJ2,05/02/18,2.0,RODH66,6
05TUBGALV51126,05/02/18,7.0,RODH66,6
05TUBGALV522,05/02/18,13.0,RODH66,6
06AEROCR,05/02/18,3.0,RODH66,6
01CEMBIG,05/02/18,2.0,MRS2157,0
01CEMCAZ50,05/03/18,50.0,RAGA820,8
01ALREC,05/03/18,10.0,RODH66,6
01VAR112,05/03/18,64.0,RODH66,6
01VAR34,05/03/18,60.0,RODH66,6
01VAR38,05/03/18,14.0,RODH66,6
04HPASR25,05/03/18,1.0,RODH66,6
04HPICG16,05/03/18,1.0,RODH66,6
06ABRA2,05/03/18,12.0,RODH66,6
06LAG125R,05/03/18,2.0,RODH66,6
06MACI102,05/03/18,20.0,RODH66,6
06TORNIN,05/03/18,20.0,RODH66,6
01CEMCAZ50,05/04/18,10.0,MRSZI004,0
01CAL,25/05/18,8.0,JURF73,0
06CLAC2,25/05/18,2.0,JURF73,0
01CEMCAZ50,05/05/18,100.0,MRS1850,8
06RUED4P,05/08/18,2.0,RODH66,6
01CEMCAZ50,05/09/18,200.0,SATN78,3
0614841,05/09/18,0.25,ROAJ771,0
0614841,05/09/18,0.5,ROAJ771,0
01CEMCAZ50,05/10/18,5.0,MRSZI004,0
01VAR38,05/10/18,5.0,MRS2157,0
01YEM,05/10/18,25.0,MRS2157,0
04HTAQ38,05/11/18,4.0,RODH66,6
04HTAQ516,05/11/18,12.0,RODH66,6
05ANCLAV,05/11/18,4.0,RODH66,6
05CHU1122,05/11/18,2.0,RODH66,6
05CUECERCG,05/11/18,2.0,RODH66,6
05LAVB,05/11/18,2.0,RODH66,6
05LLAAST,05/11/18,4.0,RODH66,6
05TANB,05/11/18,2.0,RODH66,6
05TAPHGAL12,05/11/18,2.0,RODH66,6
05TAZB,05/11/18,2.0,RODH66,6
0610547,05/11/18,2.0,RODH66,6
0649204,05/11/18,2.0,RODH66,6
0649330,05/11/18,4.0,RODH66,6
0649365,05/11/18,2.0,RODH66,6
06BRIC2,05/11/18,2.0,RODH66,6
06CINT12,05/11/18,2.0,RODH66,6
06MAAF4150,05/11/18,2.0,RODH66,6
06MAAF4152,05/11/18,2.0,RODH66,6
06PJ812,05/11/18,12.0,RODH66,6
06PL4,05/11/18,1.25,RODH66,6
06RODLA,05/11/18,2.0,RODH66,6
01ALREC,15/05/18,15.0,MRSZI015,0
06CLA212,15/05/18,5.5,MRSZI015,0
06CLA4,15/05/18,1.0,MRSZI015,0
06CLAC212,15/05/18,1.0,MRSZI015,0
01CAL,15/05/18,1.0,RODH66,6
01VAR38,16/05/18,75.0,MRSZI015,0
06IMPKD,18/05/18,16.0,MSL08,4
01CEMCAZ50,18/05/18,20.0,MRSZI015,0
01CEMCAZ50,18/05/18,20.0,MRSZI015,0
01BLO15,21/05/18,325.0,MRSZI015,0
01YEM,23/05/18,25.0,MRS2157,0
01CEMMCA50,01/03/19,20.0,MRS2157,0
01ROB15,24/05/18,104.12,MRSZI0008,0
01ROB15,24/05/18,45.88,MRSZI0008,0
01CEMCAZ50,25/05/18,10.0,RODH66,6
01CEMCAZ50,25/05/18,200.0,MOST1118,8
01CEMCAZ50,28/05/18,4.0,MRSZI004,0
01CEMCAZ50,29/05/18,32.0,MRSZI0017,0
01CEMCAZ50,29/05/18,71.0,MRSZI0017,0
01EST1520,29/05/18,14.4,ROAJ771,0
01ALAM,30/05/18,500.0,CCT93,3
01ALREC,30/05/18,500.0,CCT93,3
01VAR112,30/05/18,40.0,CCT93,3
01VAR38,30/05/18,400.0,CCT93,3
01VAR58,30/05/18,75.0,CCT93,3
03PTR3314,30/05/18,27.0,CCT93,3
01BLO15,31/05/18,1200.0,CCT93,3
01BLO15,06/01/18,1200.0,CCT93,3
01VAR38,06/01/18,60.0,MRSAZI0016,0
01CEMBIG,06/01/18,8.0,MRSAZI0016,0
01BLO15,06/04/18,100.0,CCT93,3
01CAL,06/04/18,40.0,CCT93,3
01CEMCAZ50,06/04/18,200.0,CCT93,3
01CEMCAZ50,06/04/18,200.0,MOST1118,8
01CEMBIG,06/05/18,10.0,AACP71,9
01ALREC,06/05/18,10.0,RODH66,6
05COPRP12,06/05/18,1.0,RODH66,6
0614958,19/06/18,1.0,GSV1103,0
0614962,19/06/18,1.0,GSV1103,0
01ALREC,06/06/18,10.0,RODH66,6
01VAR38,06/06/18,5.0,RODH66,6
01CEMBIG,06/07/18,2.0,MRS2157,0
01CEMBIG,06/07/18,6.0,RODH66,6
01CEMCAZ50,06/07/18,4.0,MRSZI004,0
01CEMCAZ50,06/07/18,5.0,ROAJ771,0
01CEMCAZ50,06/09/18,40.0,MOST1118,8
05COPPVCH12,06/12/18,1.0,RODH66,6
05TEEPVCH12,06/12/18,1.0,RODH66,6
0618101,06/12/18,1.0,RODH66,6
0644486,06/12/18,0.5,ROAJ771,0
06MS50,06/12/18,14.0,ROAJ771,0
03VCUA12,06/12/18,23.4,MUNICIPIO1,4
04HSO1318,06/12/18,1.0,MUNICIPIO1,4
01ALREC,06/12/18,10.0,RODH66,6
06CLA212,06/12/18,2.0,RODH66,6
01T1128,13/06/18,6.0,RODH66,6
01TRPIA,13/06/18,4.0,RODH66,6
01CEMCAZ50,13/06/18,160.0,MOST1118,8
04HDDC412,13/06/18,2.0,RODH66,6
06CLA4,13/06/18,2.0,RODH66,6
01CEMCAZ50,14/06/18,100.0,RAGA820,8
01CEMCAZ50,14/06/18,5.0,ROAJ771,0
01ALAM,15/06/18,50.0,MRS2157,0
01ALREC,15/06/18,50.0,MRS2157,0
01VAR38,15/06/18,50.0,MRS2157,0
01VAR38,20/06/18,30.0,MRS2157,0
01ALAM,20/06/18,50.0,MRS2157,0
01ARM204,20/06/18,7.0,MRS2157,0
GTRAS,22/06/18,1.0,MCS85,4
05LLAAST,22/06/18,4.0,MCS85,4
05MEZCL,22/06/18,2.0,MCS85,4
05TINRP450,22/06/18,1.0,MCS85,4
05TUBPVCHA12,22/06/18,2.0,MCS85,4
06MAAF4150,22/06/18,4.0,MCS85,4
06PINE8,22/06/18,1.0,MCS85,4
01CEMCAZ50,22/06/18,150.0,MCS85,4
052233,22/06/18,2.0,MCS85,4
05CHU1122,22/06/18,2.0,MCS85,4
05LAVB,22/06/18,2.0,MCS85,4
01CEMBIG,21/06/18,2.0,MRS2157,0
01CAL,21/06/18,20.0,MCS85,4
01CEMCAZ50,21/06/18,1010.0,MCS85,4
01ALAM,22/06/18,240.0,MCS85,4
01ALREC,22/06/18,70.0,MCS85,4
01BAB1030,22/06/18,1240.0,MCS85,4
01BLO15,22/06/18,1900.0,MCS85,4
01CAL,22/06/18,75.0,MCS85,4
01CEMCAZ50,22/06/18,1148.0,MCS85,4
01VAR38,22/06/18,25.0,MCS85,4
06REVCON,22/06/18,1.0,MCS85,4
01ALREC,22/06/18,30.0,MCS85,4
01ARM204,22/06/18,55.0,MCS85,4
01BLO15,22/06/18,2200.0,MCS85,4
01CEMCAZ50,22/06/18,1102.0,MCS85,4
01MOLNIXT,22/06/18,1.0,MCS85,4
01VAR38,22/06/18,35.0,MCS85,4
03LA10126500,22/06/18,5.0,MCS85,4
06CLA212,22/06/18,10.0,MCS85,4
01ALAM,22/06/18,30.0,MCS85,4
01ALREC,22/06/18,7.0,MCS85,4
01ARM124,22/06/18,30.0,MCS85,4
01BAB1030,22/06/18,1200.0,MCS85,4
01BLO15,22/06/18,35.0,MCS85,4
01BLO15,22/06/18,400.0,MCS85,4
01CEMCAZ50,22/06/18,15.0,MCS85,4
01VAR38,22/06/18,76.0,MCS85,4
03POL46,22/06/18,200.0,MCS85,4
03POL66,22/06/18,425.0,MCS85,4
04HSI2178,22/06/18,5.0,MCS85,4
06CLAC212,22/06/18,0.5,MCS85,4
06CODP3,22/06/18,20.0,MCS85,4
08BICCH10,22/06/18,50.0,MCS85,4
08POL1234,22/06/18,125.0,MCS85,4
01CEMCAZ50,22/06/18,100.0,RAGA820,8
06CODP3,22/06/18,16.0,MCS85,4
08APAGM2003,22/06/18,4.0,MCS85,4
08CAB12,22/06/18,600.0,MCS85,4
08CAJCHR,22/06/18,25.0,MCS85,4
08CON6028,22/06/18,4.0,MCS85,4
08POL1234,22/06/18,80.0,MCS85,4
03PTR4214,22/06/18,81.6,MCS85,4
03PTR6214,22/06/18,114.0,MCS85,4
05TUBPL12,22/06/18,10.0,MCS85,4
05TUBPVCN2,22/06/18,12.0,MCS85,4
05TUBPVCN4,22/06/18,42.0,MCS85,4
06CLA212,22/06/18,7.0,MCS85,4
06CLA212,22/06/18,10.0,MCS85,4
06CLAC212,22/06/18,1.0,MCS85,4
01ALAM,22/06/18,50.0,MCS85,4
01ALREC,22/06/18,6.0,MCS85,4
01ALREC,22/06/18,10.0,MCS85,4
01ALREC,22/06/18,15.0,MCS85,4
01ARM1538,22/06/18,10.0,MCS85,4
01BAB1030,22/06/18,430.0,MCS85,4
01BLO12,22/06/18,100.0,MCS85,4
01BLO15,22/06/18,1260.0,MCS85,4
01BLO15,22/06/18,220.0,MCS85,4
01CEMCAZ50,22/06/18,90.0,MCS85,4
01VAR38,22/06/18,45.0,MCS85,4
01VAR38,22/06/18,70.0,MCS85,4
01ALAM,22/06/18,200.0,MCS85,4
01ALAM,22/06/18,50.0,MCS85,4
01ALAM,22/06/18,30.0,MCS85,4
01ALREC,22/06/18,100.0,MCS85,4
01ALREC,22/06/18,20.0,MCS85,4
01ALREC,22/06/18,15.0,MCS85,4
01ARM204,22/06/18,20.0,MCS85,4
01BLO15,22/06/18,1200.0,MCS85,4
01CAS111,22/06/18,150.0,MCS85,4
01CAS111,22/06/18,140.0,MCS85,4
01CEMCAZ50,22/06/18,400.0,MCS85,4
01CEMCAZ50,22/06/18,140.0,MCS85,4
01VAR38,22/06/18,100.0,MCS85,4
03LA10126600,22/06/18,5.0,MCS85,4
05CODPVC290,22/06/18,5.0,MCS85,4
05CODPVC490,22/06/18,2.0,MCS85,4
05TUBPVCHA12,22/06/18,2.0,MCS85,4
05TUBPVCN2,22/06/18,12.0,MCS85,4
05TUBPVCN4,22/06/18,12.0,MCS85,4
06CLA212,22/06/18,10.0,MCS85,4
06CLA212,22/06/18,10.0,MCS85,4
06CLA4,22/06/18,5.0,MCS85,4
06CLAC212,22/06/18,4.0,MCS85,4
08CAJCHR,22/06/18,5.0,MCS85,4
08CAJO,22/06/18,4.0,MCS85,4
08POL12,22/06/18,50.0,MCS85,4
0649330,22/06/18,2.0,MCS85,4
06MKT0032,22/06/18,1.0,MCS85,4
01ARM204,22/06/18,5.0,MCS85,4
01BLO15,22/06/18,300.0,MCS85,4
01BLO15,22/06/18,350.0,MCS85,4
01CAL,22/06/18,5.0,MCS85,4
01CEMCAZ50,22/06/18,120.0,MCS85,4
01CEMCAZ50,22/06/18,15.0,MCS85,4
01CEMCAZ50,22/06/18,10.0,MCS85,4
01PPB20,22/06/18,5.0,MCS85,4
03LA10126500,22/06/18,5.0,MCS85,4
04HTAQ38,22/06/18,2.0,MCS85,4
05CUECERCG,22/06/18,1.0,MCS85,4
05LAVB,22/06/18,1.0,MCS85,4
05TANB,22/06/18,1.0,MCS85,4
05TAZB,22/06/18,1.0,MCS85,4
01CAL,22/06/18,2.0,MCS85,4
01CEMCAZ50,22/06/18,40.0,MCS85,4
01CEMCAZ50,22/06/18,20.0,MCS85,4
01VAR38,22/06/18,40.0,MCS85,4
01BLO15,22/06/18,400.0,MCS85,4
01CEMCAZ50,22/06/18,120.0,MCS85,4
03LA10126400,22/06/18,4.0,MCS85,4
05TEEPVCH112,25/06/18,4.0,MCS85,4
05TUBPVCH1,25/06/18,3.0,MCS85,4
05TUBPVCN2,25/06/18,6.0,MCS85,4
01ALREC,25/06/18,5.0,MCS85,4
01ARM204,25/06/18,6.0,MCS85,4
01BLO15,25/06/18,220.0,MCS85,4
01CEMCAZ50,25/06/18,20.0,MCS85,4
01VAR38,25/06/18,6.0,MCS85,4
05CODPVC290,25/06/18,2.0,MCS85,4
05CODPVC490,25/06/18,1.0,MCS85,4
05CODPVCH12,25/06/18,15.0,MCS85,4
05PEGAD500,25/06/18,1.0,MCS85,4
05TEEPVC4,25/06/18,1.0,MCS85,4
05TEEPVC42,25/06/18,1.0,MCS85,4
05TUBPVCN4,25/06/18,6.0,MCS85,4
0646050,25/06/18,30.0,MCS85,4
067593,25/06/18,2.0,MCS85,4
06CLA212,25/06/18,3.0,MCS85,4
06POLH12,25/06/18,50.0,MCS85,4
08CAJCHR,25/06/18,2.0,MCS85,4
08CAJO,25/06/18,2.0,MCS85,4
08POL1234,25/06/18,20.0,MCS85,4
08TAPV2,25/06/18,1.0,MCS85,4
01CEMCAZ50,25/06/18,5.0,MCS85,4
03LA101266,25/06/18,6.0,MCS85,4
03PTR214,25/06/18,36.4,MCS85,4
06CLAP2,25/06/18,1.0,MCS85,4
06REDG140,25/06/18,2.0,MCS85,4
01ALAM,25/06/18,200.0,MCS85,4
01CEMCAZ50,25/06/18,100.0,MCS85,4
01VAR38,25/06/18,120.0,MCS85,4
05CODPVC290,25/06/18,6.0,MCS85,4
05CODPVC490,25/06/18,6.0,MCS85,4
05CODPVCH12,25/06/18,8.0,MCS85,4
05COPPVC23,25/06/18,3.0,MCS85,4
05COPPVCH12,25/06/18,6.0,MCS85,4
05TEEPVC4,25/06/18,4.0,MCS85,4
05TEEPVC42,25/06/18,2.0,MCS85,4
05TEEPVCH12,25/06/18,8.0,MCS85,4
05TUBPVCHA12,25/06/18,2.0,MCS85,4
05TUBPVCN2,25/06/18,12.0,MCS85,4
05TUBPVCN4,25/06/18,12.0,MCS85,4
01ARM15516,25/06/18,10.0,MCS85,4
01CAL,25/06/18,5.0,MCS85,4
01CEMCAZ50,25/06/18,10.0,MCS85,4
05COPGAL2,25/06/18,18.0,MUNICIPIO1,4
05TUBGALV2,25/06/18,18.0,MUNICIPIO1,4
06POLH12,25/06/18,600.0,MUNICIPIO1,4
06POLH34,25/06/18,5300.0,MUNICIPIO1,4
06POLH1,25/06/18,3000.0,MUNICIPIO1,4
06POLH1,25/06/18,3000.0,MUNICIPIO1,4
06POLH1,25/06/18,3000.0,MUNICIPIO1,4
01CEMCAZ50,25/06/18,10.0,JURF73,0
0617757,25/06/18,1.0,JURF73,0
0648133,25/06/18,6.0,JURF73,0
06BRC144,25/06/18,2.0,JURF73,0
06CINAIS6018,25/06/18,2.0,JURF73,0
08APASA,25/06/18,12.0,JURF73,0
08CENC4,25/06/18,3.0,JURF73,0
08HSB,25/06/18,6.0,JURF73,0
08PASQ15,25/06/18,6.0,JURF73,0
01ALAM,25/06/18,20.0,JURF73,0
06CLA212,25/06/18,2.0,JURF73,0
06CLA4,25/06/18,2.0,JURF73,0
01CEMCAZ50,25/06/18,50.0,MOST1118,8
01CEMCAZ50,26/06/18,80.0,MOST1118,8
01CEMCAZ50,27/06/18,100.0,RAGA820,8
01CEMCAZ50,27/06/18,80.0,MOST1118,8
01CEMCAZ50,27/06/18,30.0,MOST1118,8
01ESTUCCL,28/06/18,25.0,MUNICIPIO1,4
01MALSOL10,29/06/18,156.0,RODH66,6
05TUBKIT,29/06/18,12.0,RODH66,6
01CEMCAZ50,29/06/18,100.0,RAGA820,8
01ARM204,29/06/18,10.0,MRS2157,0
06CLA212,30/06/18,2.0,MRS2157,0
01CEMBIG,07/02/18,2.0,MRS2157,0
01CEMCAZ50,07/02/18,160.0,MOST1118,8
01CEMBIG,07/03/18,2.0,MRS2157,0
01MALSOL10,07/03/18,2.0,RODH66,6
01MALSOL10,07/03/18,3.0,RODH66,6
01CEMMCA50,07/04/18,10.0,MRS2157,0
01YEM,07/04/18,3.0,MRS2157,0
06POLH2,07/10/18,77.0,MUNICIPIO1,4
