"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","frem","pagada","observa","nusercan","paga","objimp","version"
"SIG72","06/10/18","27000","yes","23275.86","0","0","0","16","0","0","712377","ZID00741","ZI016408","","0","no","","0","51914","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS7094","08/10/18","4160.28","yes","3586.45","0","0","0","16","0","0","712775","ZID00742","ZI016216","","0","no","","0","34936","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS1987","10/10/18","5000","yes","4310.34","0","0","0","16","0","0","710917","ZID00743","ZI016207","","0","no","","0","45897","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","10/10/18","85","yes","73.28","0","0","0","16","0","0","714819","ZID00744","ZI016491","","0","no","","0","60913","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"PED02","11/10/18","27500","yes","23706.9","0","0","0","16","0","0","715112","ZID00745","ZI015233","","0","no","","0","36979","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","11/10/18","104","yes","89.66","0","0","0","16","0","0","715649","ZID00746","ZI016513","","0","no","","0","61043","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI0021","17/10/18","5134.4","yes","4426.21","0","0","0","16","0","0","718620","ZID00747","ZI016532","","0","no","","0","36745","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GPE14","19/10/18","17000","yes","14655.17","0","0","0","16","0","0","721554","ZID00748","ZI016653","","0","no","","0","53526","","00001000000404722550","2015","10","0","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","20/10/18","188","yes","162.07","0","0","0","16","0","0","722836","ZID00749","ZI016681","","0","no","","0","52627","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS1193","22/10/18","5400","yes","4655.17","0","0","0","16","0","0","723754","ZID00750","ZI016688","","0","no","","0","42763","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI0021","22/10/18","17360","yes","14965.52","0","0","0","16","0","0","723938","ZID00751","ZI016412","","0","no","","0","50485","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MCS85","23/10/18","3260","yes","2810.34","0","0","0","16","0","0","724799","ZID00752","ZI014740","","0","no","","0","45237","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","22601.2","yes","19483.79","0","0","0","16","0","0","724870","ZID00753","ZI009676","","0","no","","0","46115","","00001000000404722550","2015","10","0","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","22601.2","yes","19483.79","0","0","0","16","0","0","724899","ZID00754","ZI009700","","0","no","","0","46116","","00001000000404722550","2015","10","0","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","22601.2","yes","19483.79","0","0","0","16","0","0","724928","ZID00755","ZI009701","","0","no","","0","46116","","00001000000404722550","2015","10","0","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","22601.2","yes","19483.79","0","0","0","16","0","0","724957","ZID00756","ZI009743","","0","no","","0","46116","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","22601.2","yes","19483.79","0","0","0","16","0","0","724986","ZID00757","ZI009762","","0","no","","0","46116","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","12100.6","yes","10431.55","0","0","0","16","0","0","725015","ZID00758","ZI009784","","0","no","","0","46117","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","12062.6","yes","10398.79","0","0","0","16","0","0","725044","ZID00759","ZI010083","","0","no","","0","46117","","00001000000404722550","2015","10","0","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","12037","yes","10376.72","0","0","0","16","0","0","725073","ZID00760","ZI010104","","0","no","","0","46118","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","1040","yes","896.55","0","0","0","16","0","0","725102","ZID00761","ZI010475","","0","no","","0","46118","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VIVIENDA","23/10/18","1320","yes","1137.93","0","0","0","16","0","0","725106","ZID00762","ZI011195","","0","no","","0","46118","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MCS85","23/10/18","115.66","yes","99.7","0","0","0","16","0","0","725109","ZID00763","ZI012852","","0","no","","0","46520","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"UAS23","23/10/18","17214.4","yes","14840","0","0","0","16","0","0","718861","ZID00764","ZI016704","","0","no","","0","52655","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","23/10/18","178.1","yes","153.54","0","0","0","16","0","0","725767","ZID00765","ZI012911","","0","no","","0","61235","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","23/10/18","3333.2","yes","2873.45","0","0","0","16","0","0","725771","ZID00766","ZI013036","","0","no","","0","61235","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","24/10/18","37","yes","31.9","0","0","0","16","0","0","726771","ZID00767","ZI016706","","0","no","","0","62186","","00001000000404722550","2015","10","0","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS1987","25/10/18","20970","yes","18077.59","0","0","0","16","0","0","722612","ZID00768","ZI015272","","0","no","","0","32107","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"OIOA63","26/10/18","9800","yes","8448.28","0","0","0","16","0","0","728565","ZID00769","ZI016778","","0","no","","0","59688","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","26/10/18","44","yes","37.93","0","0","0","16","0","0","728680","ZID00770","ZI016793","","0","no","","0","61019","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"LOLV74","27/10/18","28000","yes","24137.93","0","0","0","16","0","0","713737","ZID00771","ZI016650","","0","no","","0","42380","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"CAAL86","30/10/18","16500","yes","14224.14","0","0","0","16","0","0","730766","ZID00772","ZI016828","","0","no","","0","58354","","00001000000404722550","2015","10","0","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS5012","01/11/18","7384","yes","6365.52","0","0","0","16","0","0","732217","ZID00773","ZI016565","","0","no","","0","40629","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS5012","01/11/18","5200","yes","4482.76","0","0","0","16","0","0","732223","ZID00774","ZI016637","","0","no","","0","40630","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS1193","02/11/18","5200","yes","4482.76","0","0","0","16","0","0","733836","ZID00775","ZI016898","","0","no","","0","50080","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","06/11/18","270","yes","232.76","0","0","0","16","0","0","736540","ZID00776","ZI016992","","0","no","146","0","59409","","00001000000404722550","2015","10","69","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"VAEH82","09/11/18","1393.6","yes","1201.38","0","0","0","16","0","0","741501","ZID00777","ZI017048","","0","no","107","0","53446","","00001000000404722550","2015","10","69","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI006","13/11/18","851.29","no","733.87","0","0","0","16","0","0","743462","ZID00778","ZI017092","","0","no","107","0","56381","","00001000000404722550","2015","10","69","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI006","13/11/18","987.5","yes","851.29","0","0","0","16","0","0","743465","ZID00779","ZI017092","","0","no","107","0","57254","","00001000000404722550","2015","10","69","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SPL96","17/11/18","8000","yes","6896.55","0","0","0","16","0","0","747272","ZID00780","ZI015156","","0","no","","0","45197","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","21/11/18","912","yes","786.21","0","0","0","16","0","0","750210","ZID00781","ZI017252","","0","no","146","0","60109","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","847.5","yes","730.6","0","0","0","16","0","0","751057","ZID00782","ZI016307","","0","no","","0","52751","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","9080","yes","7827.59","0","0","0","16","0","0","751071","ZID00783","ZI016326","","0","no","","0","52751","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","5635","yes","4857.76","0","0","0","16","0","0","751077","ZID00784","ZI016376","","0","no","","0","52752","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","1915","yes","1650.86","0","0","0","16","0","0","751085","ZID00785","ZI016387","","0","no","","0","52752","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","13680","yes","11793.1","0","0","0","16","0","0","751093","ZID00786","ZI016388","","0","no","","0","52752","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","1560","yes","1344.83","0","0","0","16","0","0","751097","ZID00787","ZI016419","","0","no","","0","52752","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","5606","yes","4832.76","0","0","0","16","0","0","751101","ZID00788","ZI016591","","0","no","","0","52752","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","5200","yes","4482.76","0","0","0","16","0","0","751107","ZID00789","ZI016843","","0","no","","0","52752","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COC1411","22/11/18","5200","yes","4482.76","0","0","0","16","0","0","751111","ZID00790","ZI017254","","0","no","","0","52752","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZECA66","24/11/18","5200","yes","4482.76","0","0","0","16","0","0","753137","ZID00791","ZI017082","","0","no","107","0","45593","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI0021","26/11/18","21928.92","yes","18904.24","0","0","0","16","0","0","754322","ZID00792","ZI017293","","0","no","107","0","59087","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"UAS23","27/11/18","5144","yes","4434.48","0","0","0","16","0","0","755124","ZID00793","ZI016604","","0","no","","0","47593","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"UCR","28/11/18","2688","yes","2317.24","0","0","0","16","0","0","756226","ZID00794","ZI015811","","0","no","","0","45812","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"UCR","28/11/18","26672","yes","22993.1","0","0","0","16","0","0","756234","ZID00795","ZI015884","","0","no","","0","45812","","00001000000404722550","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","29/11/18","450","yes","387.93","0","0","0","16","0","0","757856","ZID00796","ZI017409","","0","no","107","0","55503","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","10400","yes","8965.52","0","0","0","16","0","0","758510","ZID00797","ZI011995","","0","no","","0","48339","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","3450","yes","2974.14","0","0","0","16","0","0","758514","ZID00798","ZI012045","","0","no","","0","48339","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","1553.2","yes","1338.97","0","0","0","16","0","0","758518","ZID00799","ZI012250","","0","no","","0","48339","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","17727.8","yes","15282.59","0","0","0","16","0","0","758595","ZID00800","ZI012322","","0","no","","0","48339","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","550","yes","474.14","0","0","0","16","0","0","758603","ZID00801","ZI012335","","0","no","","0","48339","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","1622.6","yes","1398.79","0","0","0","16","0","0","758607","ZID00802","ZI012703","","0","no","","0","48339","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","7360","yes","6344.83","0","0","0","16","0","0","758613","ZID00803","ZI012933","","0","no","","0","48339","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","2080","yes","1793.1","0","0","0","16","0","0","758623","ZID00804","ZI012934","","0","no","","0","48340","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","4140","yes","3568.97","0","0","0","16","0","0","758659","ZID00805","ZI013066","","0","no","","0","48340","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","2760","yes","2379.31","0","0","0","16","0","0","758663","ZID00806","ZI013079","","0","no","","0","48340","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","2760","yes","2379.31","0","0","0","16","0","0","758667","ZID00807","ZI013222","","0","no","","0","48340","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","16200","yes","13965.52","0","0","0","16","0","0","758671","ZID00808","ZI013464","","0","no","","0","48340","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","4200","yes","3620.69","0","0","0","16","0","0","758675","ZID00809","ZI014260","","0","no","","0","48340","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","21665","yes","18676.73","0","0","0","16","0","0","758990","ZID00810","ZI011631","","0","no","48","0","51654","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","30/11/18","3890.58","yes","3353.95","0","0","0","16","0","0","758996","ZID00811","ZI012482","","0","no","107","0","51855","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","11/12/18","2000","yes","1724.14","0","0","0","16","0","0","765539","ZID00812","ZI017407","","0","no","","0","42814","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS8001","11/12/18","15225","yes","13125","0","0","0","16","0","0","765547","ZID00813","ZI017547","","0","no","109","0","43045","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","21/12/18","470.4","yes","405.52","0","0","0","16","0","0","776015","ZID00814","ZI012167","","0","no","","0","45788","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","21/12/18","60138","yes","51843.1","0","0","0","16","0","0","776019","ZID00815","ZI012168","","0","no","","0","45788","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","21/12/18","10831.2","yes","9337.24","0","0","0","16","0","0","776025","ZID00816","ZI012269","","0","no","","0","45788","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","21/12/18","34500","yes","29741.38","0","0","0","16","0","0","776033","ZID00817","ZI012311","","0","no","","0","45788","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","21/12/18","2727.5","yes","2351.29","0","0","0","16","0","0","776037","ZID00818","ZI012453","","0","no","","0","45788","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","21/12/18","3698.88","yes","3188.69","0","0","0","16","0","0","776045","ZID00819","ZI012490","","0","no","","0","45788","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GES85","21/12/18","138000","yes","118965.52","0","0","0","16","0","0","776051","ZID00820","ZI012592","","0","no","","0","45789","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI013","22/12/18","55200","yes","47586.21","0","0","0","16","0","0","776814","ZID00821","ZI017617","","0","no","109","0","37220","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"PAP07","27/12/18","22240","yes","19172.41","0","0","0","16","0","0","778849","ZID00822","ZI017802","","0","no","","0","41289","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","27/12/18","980.9","yes","845.6","0","0","0","16","0","0","778853","ZID00823","ZI017797","","0","no","107","0","41557","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COAH89","27/12/18","158","yes","136.21","0","0","0","16","0","0","778859","ZID00824","ZI017795","","0","no","107","0","41649","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"CSM86","27/12/18","1772","yes","1527.59","0","0","0","16","0","0","779568","ZID00825","ZI017816","","0","no","107","0","56463","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","29/12/18","1667","yes","1437.07","0","0","0","16","0","0","781642","ZID00826","ZI017863","","0","no","107","0","51225","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","04/01/19","200","yes","172.41","0","0","0","16","0","0","785008","ZID00827","ZI017934","","0","no","146","0","59984","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","05/01/19","52.5","yes","45.26","0","0","0","16","0","0","785252","ZID00828","ZI017940","","0","no","107","0","32840","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RODH66","05/01/19","126","yes","108.62","0","0","0","16","0","0","785488","ZID00829","ZI017909","","0","no","107","0","47417","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MARG73","11/01/19","21066.25","yes","18160.56","0","0","0","16","0","0","792096","ZID00830","ZI018025","","0","no","","0","48710","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MEVJ54","12/01/19","504","yes","434.48","0","0","0","16","0","0","793131","ZID00831","ZI018063","","0","no","107","0","52049","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COE05","14/01/19","3000","yes","2586.21","0","0","0","16","0","0","793361","ZID00832","ZI013870","","0","no","","0","33134","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS3029","14/01/19","11040","yes","9517.24","0","0","0","16","0","0","793780","ZID00833","ZI017977","","0","no","","0","43660","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"PAP07","14/01/19","55600","yes","47931.03","0","0","0","16","0","0","793808","ZID00834","ZI018057","","0","no","","0","44253","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"DTR18","16/01/19","605.1","yes","521.64","0","0","0","16","0","0","795373","ZID00835","ZI017875","","0","no","","0","46997","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS1048","18/01/19","73.6","yes","63.45","0","0","0","16","0","0","797345","ZID00836","ZI018151","","0","no","107","0","52344","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GALZ83","19/01/19","92","yes","79.31","0","0","0","16","0","0","798100","ZID00837","ZI018164","","0","no","","0","41680","","00001000000404722550","2015","10","0","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS7000","23/01/19","5200","yes","4482.76","0","0","0","16","0","0","801095","ZID00838","ZI018226","","0","no","","0","48660","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","25/01/19","921.6","yes","794.48","0","0","0","16","0","0","803341","ZID00839","ZI018289","","0","no","107","0","57119","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"OEVJ710","31/01/19","44160","yes","38068.97","0","0","0","16","0","0","807745","ZID00840","ZI018293","","0","no","","0","40574","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"FCO830","31/01/19","6900","yes","5948.28","0","0","0","16","0","0","808201","ZID00841","ZI018421","","0","no","","0","58970","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SABE790","04/02/19","5520","yes","4758.62","0","0","0","16","0","0","810226","ZID00842","ZI018468","","0","no","","0","43923","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","06/02/19","5560","yes","4793.1","0","0","0","16","0","0","812841","ZID00843","ZI018526","","0","no","","0","44497","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","08/02/19","160","no","137.93","0","0","0","16","0","0","816590","ZID00844","ZI018583","","0","no","","0","54192","","00001000000404722550","2015","10","0","","no","01-Efectivo","","","yes","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MEVJ54","08/02/19","52.5","yes","45.26","0","0","0","16","0","0","816647","ZID00845","ZI018569","","0","no","107","0","55133","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
