"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","frem","pagada","observa","nusercan","paga","objimp","version"
"PAP07","24/02/17","32090","yes","27663.79","0","0","0","16","0","0","233413","ZID00127","ZI003511","","0","no","","0","49885","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"PAP07","24/02/17","3294","yes","2839.66","0","0","0","16","0","0","233417","ZID00128","ZI003710","","0","no","","0","49885","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"PAP07","24/02/17","41650","yes","35905.17","0","0","0","16","0","0","233421","ZID00129","ZI004844","","0","no","","0","49885","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"PAP07","24/02/17","26864","yes","23158.62","0","0","0","16","0","0","233427","ZID00130","ZI005122","","0","no","","0","49885","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"PAP07","24/02/17","22500","yes","19396.55","0","0","0","16","0","0","233437","ZID00131","ZI005123","","0","no","","0","49885","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS1987","27/02/17","41760","yes","36000","0","0","0","16","0","0","229918","ZID00132","ZI005115","","0","no","","0","43788","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS4000","27/02/17","17140","yes","14775.86","0","0","0","16","0","0","234306","ZID00133","ZI005058","","0","no","","0","59998","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS4000","27/02/17","2900","yes","2500","0","0","0","16","0","0","234320","ZID00134","ZI005243","","0","no","","0","59998","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"EAGI80","08/03/17","26760","yes","23068.97","0","0","0","16","0","0","240001","ZID00135","ZI005202","","0","no","","0","46464","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"OSC11","10/03/17","3822","yes","3294.83","0","0","0","16","0","0","235662","ZID00136","ZI005591","","0","no","","0","45436","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"AHU01","10/03/17","33050","yes","28491.38","0","0","0","16","0","0","241701","ZID00137","ZI004205","","0","no","","0","55536","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"AHU01","10/03/17","25470","yes","21956.9","0","0","0","16","0","0","241709","ZID00138","ZI004851","","0","no","","0","55536","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS2043","22/03/17","5900","yes","5086.21","0","0","0","16","0","0","247013","ZID00139","ZI006032","","0","no","","0","33564","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"OIOA63","24/03/17","858","yes","739.66","0","0","0","16","0","0","249012","ZID00140","ZI006082","","0","no","","0","50553","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","11421","yes","9845.69","0","0","0","16","0","0","171769","ZID00141","ZI004915","","0","no","","0","47916","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","242516","ZID00142","ZI005327","","0","no","","0","47917","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","249787","ZID00143","ZI005338","","0","no","","0","47917","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","249816","ZID00144","ZI005366","","0","no","","0","47918","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","249845","ZID00145","ZI005412","","0","no","","0","47918","","00001000000300171291","2015","10","0","","yes","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","249874","ZID00146","ZI005431","","0","no","","0","47919","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","249935","ZID00147","ZI005462","","0","no","","0","47920","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","249964","ZID00148","ZI005484","","0","no","","0","47921","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","249993","ZID00149","ZI005485","","0","no","","0","47923","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","250022","ZID00150","ZI005524","","0","no","","0","47925","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22494.8","yes","19392.07","0","0","0","16","0","0","250083","ZID00151","ZI005575","","0","no","","0","47926","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","27/03/17","22842","yes","19691.38","0","0","0","16","0","0","250112","ZID00152","ZI005624","","0","no","","0","47927","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MUNICIPIO3","28/03/17","111132.4","yes","95803.79","0","0","0","16","0","0","251073","ZID00153","ZI005512","","0","no","","0","37017","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MUNICIPIO3","28/03/17","22408.2","yes","19317.41","0","0","0","16","0","0","251093","ZID00154","ZI005516","","0","no","","0","37017","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","10000","yes","8620.69","0","0","0","16","0","0","253351","ZID00155","ZI004839","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","10000","yes","8620.69","0","0","0","16","0","0","253355","ZID00156","ZI004870","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","3757.6","yes","3239.31","0","0","0","16","0","0","253359","ZID00157","ZI004929","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","100","yes","86.21","0","0","0","16","0","0","253363","ZID00158","ZI004933","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","1203.6","yes","1037.59","0","0","0","16","0","0","253367","ZID00159","ZI004935","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","1525","yes","1314.66","0","0","0","16","0","0","253375","ZID00160","ZI004965","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","90","yes","77.59","0","0","0","16","0","0","253379","ZID00161","ZI004966","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","9840","yes","8482.76","0","0","0","16","0","0","253387","ZID00162","ZI004990","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","536","yes","462.07","0","0","0","16","0","0","253391","ZID00163","ZI005012","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","7983","yes","6881.9","0","0","0","16","0","0","253395","ZID00164","ZI005020","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","5000","yes","4310.34","0","0","0","16","0","0","253407","ZID00165","ZI005023","","0","no","","0","52958","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","31/03/17","9840","yes","8482.76","0","0","0","16","0","0","253411","ZID00166","ZI005054","","0","no","","0","52959","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","03/04/17","858","yes","739.66","0","0","0","16","0","0","254573","ZID00167","ZI005723","","0","no","","0","43561","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","03/04/17","15160","yes","13068.97","0","0","0","16","0","0","254577","ZID00168","ZI006071","","0","no","","0","43561","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","03/04/17","1040","yes","896.55","0","0","0","16","0","0","254627","ZID00169","ZI005375","","0","no","","0","44018","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","03/04/17","238","yes","205.17","0","0","0","16","0","0","254631","ZID00170","ZI005511","","0","no","","0","44019","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"AATF77","06/04/17","15040","yes","12965.52","0","0","0","16","0","0","256472","ZID00171","ZI006159","","0","no","","0","50798","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"ROZG45","07/04/17","2000","yes","1724.14","0","0","0","16","0","0","257658","ZID00172","ZI004977","","0","no","","0","59413","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"ROZG45","07/04/17","1200","yes","1034.48","0","0","0","16","0","0","257662","ZID00173","ZI005181","","0","no","","0","59413","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"GOA14","07/04/17","5300","yes","4568.97","0","0","0","16","0","0","257676","ZID00174","ZI006125","","0","no","","0","64251","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS636","21/04/17","664","yes","572.41","0","0","0","16","0","0","263417","ZID00175","ZI006513","","0","no","","0","40358","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS1850","28/04/17","3800","yes","3275.86","0","0","0","16","0","0","267586","ZID00176","ZI005972","","0","no","","0","41420","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"PEJE72","28/04/17","794.2","yes","684.66","0","0","0","16","0","0","267734","ZID00177","ZI006707","","0","no","","0","46317","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/05/17","253862.55","yes","218847.03","0","0","0","16","0","0","268693","ZID00178","ZI004941","","0","no","","0","41000","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/05/17","25000","yes","21551.72","0","0","0","16","0","0","268715","ZID00179","ZI004997","","0","no","","0","41000","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/05/17","10000","yes","8620.69","0","0","0","16","0","0","268719","ZID00180","ZI005071","","0","no","","0","41000","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/05/17","885","yes","762.93","0","0","0","16","0","0","268723","ZID00181","ZI005081","","0","no","","0","41000","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/05/17","9840","yes","8482.76","0","0","0","16","0","0","268729","ZID00182","ZI005106","","0","no","","0","41000","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/05/17","5000","yes","4310.34","0","0","0","16","0","0","268733","ZID00183","ZI005118","","0","no","","0","41000","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
