"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"2","05COPPVC4","6.7","3","0","yes","3.7925","16","0","943014","0","ZID00984","ZI021052","yes","0","","0",""
"3","05TEEPVC4","17","2","0","yes","11.4087","16","0","943014","0","ZID00984","ZI021052","yes","0","","0",""
"1","05CONIN34","20.5","2","0","yes","16.054","16","0","945518","0","ZID00985","ZI021119","yes","0","","0",""
"2","05FLOPTIN","55","1","0","yes","35.34","16","0","945518","0","ZID00985","ZI021119","yes","0","","0",""
"1","03SOL144","22.3","124","0","yes","12.45","16","0","946312","0","ZID00986","ZI018959","yes","0","","0",""
"2","04HDD412","25","3","0","yes","17.63","16","0","946312","0","ZID00986","ZI018959","yes","0","","0",""
"3","04HDDC7","50","5","0","yes","21.39","16","0","946312","0","ZID00986","ZI018959","yes","0","","0",""
"4","04HSO1818","50.5","4","0","yes","33.1","16","0","946312","0","ZID00986","ZI018959","yes","0","","0",""
"1","04HSI2110","53","15","0","yes","34.7","16","0","946322","0","ZID00987","ZI019560","yes","0","","0",""
"2","0611586","29","5","0","yes","18.242","16","0","946322","0","ZID00987","ZI019560","yes","0","","0",""
"1","04HDCM7","40","4","0","yes","30.55","16","0","946328","0","ZID00988","ZI019619","yes","0","","0",""
"2","04HDDC412","25","1","0","yes","13.16","16","0","946328","0","ZID00988","ZI019619","yes","0","","0",""
"1","01CEMCAZ50","150","2","0","yes","110.776","16","0","946334","0","ZID00989","ZI019658","yes","0","","0",""
"2","04HDDC412","25","1","0","yes","13.16","16","0","946334","0","ZID00989","ZI019658","yes","0","","0",""
"3","05COPPVC4","6.7","2","0","yes","4.1156","16","0","946334","0","ZID00989","ZI019658","yes","0","","0",""
"4","05PEGAD500","152","1","0","yes","86.5724","16","0","946334","0","ZID00989","ZI019658","yes","0","","0",""
"5","05TUBPVCN4","36","12","0","yes","23.1447","16","0","946334","0","ZID00989","ZI019658","yes","0","","0",""
"6","0846434","78.6","3","0","yes","47.428","16","0","946334","0","ZID00989","ZI019658","yes","0","","0",""
"1","01ALAM","22.5","50","0","yes","13.87","16","0","947268","0","ZID00990","ZI021154","yes","0","","0",""
"2","01ALREC","23","20","0","yes","14","16","0","947268","0","ZID00990","ZI021154","yes","0","","0",""
"3","01EST1530","27","17","0","yes","13.76848","16","0","947268","0","ZID00990","ZI021154","yes","0","","0",""
"4","01VAR112","205.5","30","0","yes","149.051","16","0","947268","0","ZID00990","ZI021154","yes","0","","0",""
"5","01VAR38","115","50","0","yes","81.1001","16","0","947268","0","ZID00990","ZI021154","yes","0","","0",""
"6","01VAR58","325.5","16","0","yes","253.5592","16","0","947268","0","ZID00990","ZI021154","yes","0","","0",""
"1","01ARM1543","114","72","0","yes","83.249","16","0","947513","0","ZID00991","ZI021104","yes","0","","0",""
"2","01ARM204","122","20","0","yes","83.249","16","0","947513","0","ZID00991","ZI021104","yes","0","","0",""
"1","0614246","77","1","0","yes","50.34833","16","0","947705","0","ZID00992","ZI021166","yes","0","","0",""
"1","02PANN2","127.5","2","0","yes","88","16","0","949313","0","ZID00993","ZI021199","yes","0","","0",""
"1","03POL46","26.7","20","0","yes","15.8","16","0","949891","0","ZID00994","ZI021209","yes","0","","0",""
"2","03PR30018","26.7","28","0","yes","19.2","16","0","949891","0","ZID00994","ZI021209","yes","0","","0",""
"1","05CODC3490CX","17","2","0","yes","10.42","16","0","950981","0","ZID00995","ZI021236","yes","0","","0",""
"2","05CONIN34","20","2","0","yes","16.054","16","0","950981","0","ZID00995","ZI021236","yes","0","","0",""
"3","05CONPL12","27.5","3","0","yes","20.02","16","0","950981","0","ZID00995","ZI021236","yes","0","","0",""
"4","05TEECO34","22","1","0","yes","16.78297","16","0","950981","0","ZID00995","ZI021236","yes","0","","0",""
"1","01COMB34","438","3","0","yes","301.7241","16","0","951233","0","ZID00996","ZI021240","yes","0","","0",""
"1","01BIOB0012","12","80","0","yes","8.55","16","0","951339","0","ZID00997","ZI020966","yes","0","","0",""
"1","01CEMCAZ50","145","5","0","yes","103.8795","16","0","953639","0","ZID00998","ZI021262","yes","0","","0",""
"1","01CEMCAZ50","145","50","0","yes","103.8795","16","0","953827","0","ZID00999","ZI021290","yes","0","","0",""
"1","01CEMCAZ50","135","80","0","yes","103.8795","16","0","955909","0","ZID01000","ZI020951","yes","0","","0",""
"1","01TAR","200","2","0","yes","135","16","0","957172","0","ZID01001","ZI020698","yes","0","","0",""
"1","01CEMCAZ50","150","60","0","yes","103.8795","16","0","957585","0","ZID01002","ZI021277","yes","0","","0",""
"1","01CEMMCA50","133","30","0","yes","89.6555","16","0","957762","0","ZID01003","DPQ01963","yes","0","","0",""
"1","03SOL18112","26","24.8","0","yes","15.7","16","0","958867","0","ZID01004","ZI021398","yes","0","","0",""
"1","03POL56","22.4","110","0","yes","15.5","16","0","959996","0","ZID01005","ZI021361","yes","0","","0",""
"1","04HTEJ114","20","4","0","yes","15.4","16","0","960658","0","ZID01006","ZI021422","yes","0","","0",""
"1","01CEMCAZ50","2500","2","0","yes","103.8795","16","0","962275","0","ZID01007","ZI021487","yes","0","","0",""
"1","01CEMBIG","2500","2","0","yes","2025.7124","16","0","969249","0","ZID01008","ZI021587","yes","0","","0",""
"1","06RB167","1158","5","0","yes","721.09","16","0","973307","0","ZID01009","ZI021658","yes","0","","0",""
"1","04S104","155.5","1","0","yes","107.1","16","0","975754","0","ZID01010","ZI021735","yes","0","","0",""
"1","01CEMBIG","2780","2","0","yes","2025.7124","16","0","975938","0","ZID01011","ZI021717","yes","0","","0",""
"1","01TAR","200","2","0","yes","135","16","0","976549","0","ZID01012","ZI021751","yes","0","","0",""
"1","01ARM204","122","2","0","yes","80.24","16","0","980674","0","ZID01013","ZI021848","yes","0","","0",""
"2","01BLO15","8","350","0","yes","5.8621","16","0","980674","0","ZID01013","ZI021848","yes","0","","0",""
"3","01CEMCAZ50","150","14","0","yes","103.8795","16","0","980674","0","ZID01013","ZI021848","yes","0","","0",""
"1","01ARM204","160","6","0","yes","80.24","16","0","981040","0","ZID01014","ZI021852","yes","0","","0",""
"1","01CAL","65","20","0","yes","47.5","16","0","981257","0","ZID01015","ZI021816","yes","0","","0",""
"2","01YEM","71","20","0","yes","44","16","0","981257","0","ZID01015","ZI021816","yes","0","","0",""
"1","06MACI12175","76.9784","27.8","0","yes","45.72037","16","0","981888","0","ZID01016","ZI021866","yes","0","","0",""
"1","06MACI12175","77.0491","12.2","0","yes","45.72037","16","0","981892","0","ZID01017","ZI021858","yes","0","","0",""
"1","01BLO15","9.2","1000","0","yes","5.8621","16","0","985101","0","ZID01019","ZI021949","yes","0","","0",""
"1","03103TS20","25.3","6.4","0","yes","20.2","16","0","985667","0","ZID01020","ZI021965","yes","0","","0",""
"1","01CEMAGR","2400","11.35","0","yes","1879.31033","16","0","987553","0","ZID01021","ZI021867","yes","0","","0",""
"1","01ARM12204","120","30","0","yes","94.47","16","0","990683","0","ZID01022","ZI022007","yes","0","","0",""
"8","0615248","77.8","6","0","yes","53","16","0","995473","0","ZID01023","ZI022154","yes","0","","0",""
"9","0615503","241.9","4","0","yes","165.14166","16","0","995473","0","ZID01023","ZI022154","yes","0","","0",""
"10","0615702","155","4","0","yes","105.23","16","0","995473","0","ZID01023","ZI022154","yes","0","","0",""
"11","0616542","455","2","0","yes","318.765","16","0","995473","0","ZID01023","ZI022154","yes","0","","0",""
"12","0617054","106.9","2","0","yes","69.3198","16","0","995473","0","ZID01023","ZI022154","yes","0","","0",""
"13","0618630","287","4","0","yes","195.8675","16","0","995473","0","ZID01023","ZI022154","yes","0","","0",""
"14","0620401","21.4","6","0","yes","14.59333","16","0","995473","0","ZID01023","ZI022154","yes","0","","0",""
