"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"2","06CINPR","40","2","0","yes","28.4625","16","0","502137","0","ZID00476","ZI011221","yes","0","","0",""
"3","06CLAC212","34","20","0","yes","22.6125","16","0","502137","0","ZID00476","ZI011221","yes","0","","0",""
"1","03VRED58","18","864","0","yes","12.58","16","0","502247","0","ZID00477","ZI011236","yes","0","","0",""
"2","04HPPB1434","1.2","1000","0","yes",".62","16","0","502247","0","ZID00477","ZI011236","yes","0","","0",""
"3","04TMOS120","58.6","2","0","yes","36.445","16","0","502247","0","ZID00477","ZI011236","yes","0","","0",""
"4","0643336","165","1","0","yes","105.81","16","0","502247","0","ZID00477","ZI011236","yes","0","","0",""
"5","06CINAR","163","1","0","yes","105.81","16","0","502247","0","ZID00477","ZI011236","yes","0","","0",""
"1","01ALAM","18","80","0","yes","10.55","16","0","502259","0","ZID00478","ZI011245","yes","0","","0",""
"1","01ALAM","18","200","0","yes","10.55","16","0","503309","0","ZID00479","ZI011017","yes","0","","0",""
"2","06SERS22","100","1","0","yes","62.0235","16","0","503309","0","ZID00479","ZI011017","yes","0","","0",""
"1","01ALAM","18","100","0","yes","10.55","16","0","503315","0","ZID00480","ZI011056","yes","0","","0",""
"1","06CLA4","23","25","0","yes","13.79866","16","0","503319","0","ZID00481","ZI011089","yes","0","","0",""
"1","01ALREC","22","15","0","yes","12.12","16","0","503323","0","ZID00482","ZI011122","yes","0","","0",""
"1","06PALT","128","3","0","yes","83.91","16","0","503327","0","ZID00483","ZI011160","yes","0","","0",""
"1","01VAR112","192.9","10","0","yes","121.329","16","0","503363","0","ZID00484","ZI011193","yes","0","","0",""
"2","06MRT16","110","1","0","yes","43.0551","16","0","503363","0","ZID00484","ZI011193","yes","0","","0",""
"1","0623240","14","50","0","yes","6.5673","16","0","504577","0","ZID00485","ZI010970","yes","0","","0",""
"1","06BRF116","25","15","0","yes","6.567","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"2","06BRF14","45.68","15","0","yes","16.78","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"3","06BRF18","25","15","0","yes","6.567","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"4","06BRF316","32.75","15","0","yes","10.947","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"5","06BRF332","25","15","0","yes","6.567","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"6","06BRF532","30.17","15","0","yes","8.03","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"7","06BRF564","25","15","0","yes","6.567","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"8","06BRF732","38.79","15","0","yes","14.59","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"9","06BRF764","25","15","0","yes","6.567","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"10","06BRF964","25.86","15","0","yes","7.3","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"11","06TC411","23.28","15","0","yes","13.77","16","0","504581","0","ZID00486","ZI010972","yes","0","","0",""
"1","06AEROB","42","4","0","yes","25.542","16","0","505003","0","ZID00487","ZI011335","yes","0","","0",""
"1","05TEEPVC3","11","1","0","yes","6.29","16","0","505603","0","ZID00488","ZI011357","yes","0","","0",""
"2","03PTR214","20.6","36.4","0","yes","15.4","16","0","515734","0","ZID00489","ZI010263","yes","0","","0",""
"1","03LA10126300","480","3","0","yes","370.1037","16","0","515734","0","ZID00489","ZI010263","yes","0","","0",""
"1","0612847","306","1","0","yes","178.7742","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"2","06CINAIS6018","13","2","0","yes","7.47","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"3","08CAJC4","15.5","10","0","yes","10.26","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"4","08CAJCHR","11","40","0","yes","5.62","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"5","08CAJO","12","40","0","yes","7.71","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"6","08CC1PG","14","50","0","yes","8.37","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"7","08CENC2","68","10","0","yes","40.17","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"8","08TUBC1PG","227","75","0","yes","149.0566","16","0","516320","0","ZID00490","ZI011085","yes","0","","0",""
"1","05ALCC4100","132","12","0","yes","20.1695","16","0","520623","0","ZID00491","ZI011705","yes","0","","0",""
"2","05ALT5100","330","12","0","yes","186.80048","16","0","520623","0","ZID00491","ZI011705","yes","0","","0",""
"3","05SILLAL104","105","1","0","yes","0","16","0","520623","0","ZID00491","ZI011705","yes","0","","0",""
"4","05TUBPVCAC10","1280","2","0","yes","787.36504","16","0","520623","0","ZID00491","ZI011705","yes","0","","0",""
"5","0611752","935","2","0","yes","543.625","16","0","520623","0","ZID00491","ZI011705","yes","0","","0",""
"1","01CAL","69","50","0","yes","46.9155","16","0","522228","0","ZID00492","ZI011781","yes","0","","0",""
"2","01CEMCAZ50","150","200","0","yes","114.243","16","0","522228","0","ZID00492","ZI011781","yes","0","","0",""
"3","01EC25","91","50","0","yes","58.1995","16","0","522228","0","ZID00492","ZI011781","yes","0","","0",""
"1","05TUEUNCR1/2","25.1952","10","0","yes","15.3","16","0","522498","0","ZID00493","ZI011728","yes","0","","0",""
"2","06AC4012","9.0016","20","0","yes","3.07","16","0","522498","0","ZID00493","ZI011728","yes","0","","0",""
"3","06C4012","4.5008","30","0","yes","6.15","16","0","522498","0","ZID00493","ZI011728","yes","0","","0",""
"1","03ANG182","18.7","15.4","0","yes","12.24","16","0","523373","0","ZID00494","ZI009986","yes","0","","0",""
"2","03PTR214","20.6","18.2","0","yes","15.4","16","0","523373","0","ZID00494","ZI009986","yes","0","","0",""
"1","01CAL","64","50","0","yes","46.9155","16","0","525069","0","ZID00495","ZI011838","yes","0","","0",""
"2","01CEMCAZ50","140","200","0","yes","111.638","16","0","525069","0","ZID00495","ZI011838","yes","0","","0",""
"3","01ESTUCCL","100","50","0","yes","68.97","16","0","525069","0","ZID00495","ZI011838","yes","0","","0",""
"1","03ANG316112","19.3","17","0","yes","13.68","16","0","532011","0","ZID00496","ZI012064","yes","0","","0",""
"1","03ANG18112","19.3","11.4","0","yes","12.45","16","0","532322","0","ZID00497","ZI012064","yes","0","","0",""
"1","01CEMBC","148","18","0","yes","94.18099","16","0","534293","0","ZID00498","ZI011424","yes","0","","0",""
"2","01PBC25","80","50","0","yes","51.724","16","0","534293","0","ZID00498","ZI011424","yes","0","","0",""
"1","06CINT12","5","1","0","yes","2.1891","16","0","535597","0","ZID00499","ZI011536","yes","0","","0",""
"2","06MARROB4","123","1","0","yes","80.27","16","0","535597","0","ZID00499","ZI011536","yes","0","","0",""
"3","06PALT","128","1","0","yes","83.915","16","0","535597","0","ZID00499","ZI011536","yes","0","","0",""
"1","06BRF116","25","15","0","yes","6.567","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"2","06BRF14","45.68","15","0","yes","16.78","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"3","06BRF18","25","15","0","yes","6.567","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"4","06BRF316","32.75","15","0","yes","10.947","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"5","06BRF332","25","15","0","yes","6.567","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"6","06BRF532","30.17","15","0","yes","8.03","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"7","06BRF564","25","15","0","yes","6.567","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"8","06BRF732","38.79","15","0","yes","14.59","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"9","06BRF764","25","15","0","yes","6.567","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"10","06BRF964","25.86","15","0","yes","7.3","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"11","06TC411","23.28","15","0","yes","13.77","16","0","541123","0","ZID00500","ZI011334","yes","0","","0",""
"1","01ALREC","23","20","0","yes","14.6","16","0","542704","0","ZID00501","ZI012147","yes","0","","0",""
"2","01CEMCAZ50","150","4","0","yes","111.638","16","0","542704","0","ZID00501","ZI012147","yes","0","","0",""
"3","01VAR38","115","20","0","yes","82.0402","16","0","542704","0","ZID00501","ZI012147","yes","0","","0",""
"4","0610759","263","2","0","yes","207.96435","16","0","542704","0","ZID00501","ZI012147","yes","0","","0",""
"1","01ALAM","18","100","0","yes","11.8","16","0","542714","0","ZID00502","ZI012232","yes","0","","0",""
"2","01ALREC","23","20","0","yes","14.6","16","0","542714","0","ZID00502","ZI012232","yes","0","","0",""
"3","06AEROAMM","44","2","0","yes","27.66802","16","0","542714","0","ZID00502","ZI012232","yes","0","","0",""
"4","06CLA212","25.5","20","0","yes","16.5825","16","0","542714","0","ZID00502","ZI012232","yes","0","","0",""
"5","06CLA4","24.5","20","0","yes","16.5825","16","0","542714","0","ZID00502","ZI012232","yes","0","","0",""
"1","06AERORM","45","5","0","yes","27.66802","16","0","542760","0","ZID00503","ZI012237","yes","0","","0",""
"1","06CABZ54","90","1","0","yes","69.3198","16","0","554087","0","ZID00504","ZI012662","yes","0","","0",""
"1","06MAAF4150","35","1","0","yes","13.32167","16","0","560001","0","ZID00505","ZI012812","yes","0","","0",""
"1","01CEMCAZ50","150","100","0","yes","108.1895","16","0","562906","0","ZID00510","ZI010571","yes","0","","0",""
"1","01BLO15","8.2","800","0","yes","5.86207","16","0","562910","0","ZID00511","ZI012479","yes","0","","0",""
"1","01ALAM","18","200","0","yes","10.5","16","0","563011","0","ZID00508","ZI010474","yes","0","","0",""
"2","01ALREC","22","50","0","yes","12.76349","16","0","563011","0","ZID00508","ZI010474","yes","0","","0",""
"3","01CEMCAZ50","150","400","0","yes","108.1895","16","0","563011","0","ZID00508","ZI010474","yes","0","","0",""
"4","01VAR38","100","15","0","yes","70.2408","16","0","563011","0","ZID00508","ZI010474","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","108.1895","16","0","563021","0","ZID00509","ZI010568","yes","0","","0",""
"1","01CEMCAZ50","150","100","0","yes","108.1895","16","0","563043","0","ZID00506","ZI010404","yes","0","","0",""
"1","01CEMCAZ50","150","150","0","yes","108.1895","16","0","563047","0","ZID00507","ZI010446","yes","0","","0",""
"2","01VAR38","100","225","0","yes","70.9055","16","0","563047","0","ZID00507","ZI010446","yes","0","","0",""
"1","04HTAQ516",".25","140","0","yes",".17503","16","0","563765","0","ZID00512","ZI012814","yes","0","","0",""
"2","05ABRZFG","29.5","2","0","yes","17.48","16","0","563765","0","ZID00512","ZI012814","yes","0","","0",""
"3","05NIPPVCIN34","4.5","1","0","yes","3.89267","16","0","563765","0","ZID00512","ZI012814","yes","0","","0",""
"4","06NIVTOR","106","1","0","yes","69.3198","16","0","563765","0","ZID00512","ZI012814","yes","0","","0",""
"5","06PJ812",".5","140","0","yes",".38","16","0","563765","0","ZID00512","ZI012814","yes","0","","0",""
"6","08POL1234","5.5","100","0","yes","3.4925","16","0","563765","0","ZID00512","ZI012814","yes","0","","0",""
"1","05CODIN12","7","10","0","yes","3.887","16","0","564408","0","ZID00513","ZI012935","yes","0","","0",""
"2","05TEEPVCIN12","7","2","0","yes","5.4","16","0","564408","0","ZID00513","ZI012935","yes","0","","0",""
"1","06CLAC212","38","135","0","yes","24.45163","16","0","566725","0","ZID00514","ZI012181","yes","0","","0",""
"1","04HSI2110","50","5","0","yes","32.72","16","0","568054","0","ZID00515","ZI013032","yes","0","","0",""
"1","04HSI2178","50","1","0","yes","31.37","16","0","583753","0","ZID00516","ZI013460","yes","0","","0",""
"1","08CENC2","62","1","0","yes","40.17","16","0","584065","0","ZID00517","ZI013463","yes","0","","0",""
"1","08CENC2","62","1","0","yes","40.17","16","0","584694","0","ZID00518","ZI013486","yes","0","","0",""
"1","01EST1530","20","55.6","0","yes","11.859","16","0","586497","0","ZID00519","ZI013521","yes","0","","0",""
"1","03TM18112","32.4","6.6","0","yes","21","16","0","590730","0","ZID00520","ZI013628","yes","0","","0",""
"1","02TORP114",".4326","15000","0","yes",".37415","16","0","590876","0","ZID00521","ZI012661","yes","0","","0",""
"1","03PTR11414","24.9","5.7","0","yes","17.5","16","0","593378","0","ZID00522","ZI013693","yes","0","","0",""
"2","03PTR34","24.9","6.3","0","yes","15.1","16","0","593378","0","ZID00522","ZI013693","yes","0","","0",""
"1","01VAR112","232.5","155","0","yes","179.5909","16","0","599501","0","ZID00523","ZI013395","yes","0","","0",""
"1","06TUBPEAD10","1280","1","0","yes","0","16","0","603650","0","ZID00524","ZI013454","yes","0","","0",""
"1","01MALSOL10","23.4","300","0","yes","17.9437","16","0","604833","0","ZID00525","ZI013428","yes","0","","0",""
"1","04HTAQ38",".6","50","0","yes",".29","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"2","05CUECER","14.5","6","0","yes","10.784","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"3","05TANB","570.5","6","0","yes","374.1","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"4","05TAZB","569","6","0","yes","374.1","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"5","0617550","44","1","0","yes","28.4625","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"6","06BRC386","27","1","0","yes","20.82","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"7","06MAAF4152","22","6","0","yes","16.63","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"8","06PES300T","59.5","2","0","yes","37.8901","16","0","605018","0","ZID00526","ZI013935","yes","0","","0",""
"1","01EST1525","21","246.8","0","yes","11.859","16","0","607937","0","ZID00527","ZI014034","yes","0","","0",""
"1","05NIPPVCIN12","5.5","1","0","yes","2.7849","16","0","608769","0","ZID00528","ZI014059","yes","0","","0",""
"1","0545046","295","1","0","yes","136","16","0","610309","0","ZID00529","ZI014105","yes","0","","0",""
"1","01EST1525","22","19.8","0","yes","11.859","16","0","610991","0","ZID00530","ZI014113","yes","0","","0",""
"1","01CEMCAZ50","155","10","0","yes","112.5245","16","0","612065","0","ZID00531","ZI014155","yes","0","","0",""
"1","04HBISTU34","12.5","6","0","yes","7.61","16","0","613857","0","ZID00532","ZI014189","yes","0","","0",""
"1","01CEMCAZ50","154.0541","185","0","yes","115.9485","16","0","614689","0","ZID00533","ZI011522","yes","0","","0",""
"1","04HCEP","120","1","0","yes","85.05","16","0","617481","0","ZID00534","ZI014269","yes","0","","0",""
"1","08CENC1","68","4","0","yes","39.14","16","0","619446","0","ZID00537","ZI014325","yes","0","","0",""
"1","01ALAM","18","50","0","yes","11.8","16","0","622330","0","ZID00538","ZI011737","yes","0","","0",""
"2","01ALREC","22","20","0","yes","14.6","16","0","622330","0","ZID00538","ZI011737","yes","0","","0",""
"3","06CLA212","24.5","10","0","yes","16.08","16","0","622330","0","ZID00538","ZI011737","yes","0","","0",""
"4","06CLA4","24.5","5","0","yes","13.7987","16","0","622330","0","ZID00538","ZI011737","yes","0","","0",""
"1","01CEMCAZ50","150","30","0","yes","114.243","16","0","622345","0","ZID00539","ZI011742","yes","0","","0",""
"1","01ARM124","151.5","30","0","yes","76.231","16","0","622349","0","ZID00540","ZI011785","yes","0","","0",""
"2","01BAB1030","11.5","1200","0","yes","7.25","16","0","622349","0","ZID00540","ZI011785","yes","0","","0",""
"3","01VAR38","115","60","0","yes","67.7152","16","0","622349","0","ZID00540","ZI011785","yes","0","","0",""
"1","01CEMCAZ50","150","35","0","yes","114.243","16","0","622357","0","ZID00541","ZI011833","yes","0","","0",""
"1","01ALREC","22","7","0","yes","14.6","16","0","622361","0","ZID00542","ZI011835","yes","0","","0",""
"2","01BLO15","8.2","35","0","yes","5.9483","16","0","622361","0","ZID00542","ZI011835","yes","0","","0",""
"3","01CEMCAZ50","150","15","0","yes","114.243","16","0","622361","0","ZID00542","ZI011835","yes","0","","0",""
"4","01VAR38","115","16","0","yes","67.7152","16","0","622361","0","ZID00542","ZI011835","yes","0","","0",""
"5","06CLAC212","34",".5","0","yes","24.7154","16","0","622361","0","ZID00542","ZI011835","yes","0","","0",""
"6","08POL1234","5.5","25","0","yes","3.4925","16","0","622361","0","ZID00542","ZI011835","yes","0","","0",""
"1","01CEMCAZ50","150","5","0","yes","114.243","16","0","622375","0","ZID00543","ZI011837","yes","0","","0",""
"2","03LA101266","882","6","0","yes","579.48","0","16","622375","0","ZID00543","ZI011837","yes","0","","0",""
"3","06CLAP2","62","1","0","yes","38.73","16","0","622375","0","ZID00543","ZI011837","yes","0","","0",""
"1","01ALAM","18","30","0","yes","11.8","16","0","622383","0","ZID00544","ZI011856","yes","0","","0",""
"2","06CODP3","2.5","20","0","yes","1.03","16","0","622383","0","ZID00544","ZI011856","yes","0","","0",""
"3","08BICCH10","16","50","0","yes","9.6444","16","0","622383","0","ZID00544","ZI011856","yes","0","","0",""
"4","08POL1234","5.5","100","0","yes","3.4925","16","0","622383","0","ZID00544","ZI011856","yes","0","","0",""
"1","03POL46","23.8","200","0","yes","14","16","0","622393","0","ZID00545","ZI011887","yes","0","","0",""
"2","03POL66","23.8","425","0","yes","15.4","16","0","622393","0","ZID00545","ZI011887","yes","0","","0",""
"3","04HSI2178","48.6","5","0","yes","31.19","16","0","622393","0","ZID00545","ZI011887","yes","0","","0",""
"1","01ARM15516","210","10","0","yes","190","16","0","622401","0","ZID00546","ZI011954","yes","0","","0",""
"2","01CAL","69","5","0","yes","46.9155","16","0","622401","0","ZID00546","ZI011954","yes","0","","0",""
"3","01CEMCAZ50","150","10","0","yes","111.638","16","0","622401","0","ZID00546","ZI011954","yes","0","","0",""
"1","01ALAM","18","40","0","yes","11.8","16","0","622409","0","ZID00547","ZI011978","yes","0","","0",""
"2","01ALREC","22","20","0","yes","14.6","16","0","622409","0","ZID00547","ZI011978","yes","0","","0",""
"3","01BLO15","8.2","1000","0","yes","5.9483","16","0","622409","0","ZID00547","ZI011978","yes","0","","0",""
"4","01CEMCAZ50","150","300","0","yes","111.638","16","0","622409","0","ZID00547","ZI011978","yes","0","","0",""
"5","01VAR38","115","25","0","yes","67.7152","16","0","622409","0","ZID00547","ZI011978","yes","0","","0",""
"1","05TUBPVCN4","35.5","30","0","yes","24.3294","16","0","622505","0","ZID00552","ZI012209","yes","0","","0",""
"1","01CEMCAZ50","150","20","0","yes","111.638","16","0","622509","0","ZID00553","ZI012247","yes","0","","0",""
"1","01CEMCAZ50","150","25","0","yes","111.638","16","0","622532","0","ZID00549","ZI012107","yes","0","","0",""
"1","06REDG140","955","2","0","yes","626.668","16","0","622536","0","ZID00550","ZI012195","yes","0","","0",""
"1","01BLO15","8.2","400","0","yes","5.8621","16","0","622572","0","ZID00548","ZI012014","yes","0","","0",""
"1","01BLO15","8.2","400","0","yes","5.94828","16","0","622608","0","ZID00554","ZI012272","yes","0","","0",""
"2","01CEMCAZ50","150","10","0","yes","111.638","16","0","622608","0","ZID00554","ZI012272","yes","0","","0",""
"3","03LA10126400","588","4","0","yes","389.2","16","0","622608","0","ZID00554","ZI012272","yes","0","","0",""
"1","01BLO12","7.6","20","0","yes","5.6035","16","0","622616","0","ZID00555","ZI012328","yes","0","","0",""
"2","01BLO15","8.2","70","0","yes","5.94828","16","0","622616","0","ZID00555","ZI012328","yes","0","","0",""
"3","06CODP3","2.5","16","0","yes","1.13","16","0","622616","0","ZID00555","ZI012328","yes","0","","0",""
"4","08POL1234","5.5","80","0","yes","3.4925","16","0","622616","0","ZID00555","ZI012328","yes","0","","0",""
"6","08APAGM2003","46","4","0","yes","30.1","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"7","08CAJCHR","11","25","0","yes","6.01","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"8","08CON6028","64","4","0","yes","43.77","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"1","01ALREC","22","15","0","yes","14.6","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"2","01ARM1538","275","10","0","yes","187.46","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"3","01BLO12","7.6","80","0","yes","5.60345","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"4","01BLO15","8.2","150","0","yes","5.94828","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"5","06CLA212","25.5","10","0","yes","16.5825","16","0","622626","0","ZID00551","ZI012196","yes","0","","0",""
"1","01ALAM","18","30","0","yes","11.8","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"2","01ALREC","23","10","0","yes","14.6","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"3","01BLO15","8.2","1200","0","yes","5.94828","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"4","01CEMCAZ50","150","90","0","yes","111.638","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"5","01VAR38","115","70","0","yes","82.0402","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"6","05TUBPVCN2","14.5","12","0","yes","9.3632","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"7","05TUBPVCN4","35.5","12","0","yes","24.3294","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"8","06CLA212","25.5","7","0","yes","16.5825","16","0","622793","0","ZID00556","ZI012366","yes","0","","0",""
"1","01ALREC","23","5","0","yes","14.6","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"2","01ARM204","144.7","6","0","yes","100","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"3","01BLO15","8.2","220","0","yes","5.94828","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"4","01CEMCAZ50","150","20","0","yes","111.638","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"5","01VAR38","115","6","0","yes","82.0402","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"6","05CODPVC290","2.5","2","0","yes","1.5916","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"7","05CODPVC490","11","1","0","yes","6.74","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"8","05CODPVCH12","4","15","0","yes","2.2505","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"9","05PEGAD500","124","1","0","yes","71.96","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"10","05TEEPVC4","15","1","0","yes","10.2902","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"11","05TEEPVC42","11.5","1","0","yes","7.70033","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"12","05TEEPVCH112","11.5","4","0","yes","7.26","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"13","05TUBPVCH1","125.5","3","0","yes","38.3346","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"14","05TUBPVCN2","14","6","0","yes","9.3632","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"15","05TUBPVCN4","35.5","6","0","yes","24.3294","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"16","0646050","8.3","30","0","yes","5.1778","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"17","067593","13","2","0","yes","9.08","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"18","06CLA212","25.5","3","0","yes","16.5825","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"19","06POLH12","4","50","0","yes","2.3989","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"20","08CAJCHR","9","2","0","yes","6.01","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"21","08CAJO","12","2","0","yes","7.71","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"22","08POL1234","5.5","20","0","yes","3.4925","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"23","08TAPV2","16","1","0","yes","20.552","16","0","622811","0","ZID00557","ZI012370","yes","0","","0",""
"1","01ALAM","18","200","0","yes","13.2","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"2","01CEMCAZ50","150","100","0","yes","111.638","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"3","01VAR38","115","120","0","yes","86.7491","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"4","05CODPVC290","2.5","6","0","yes","1.6954","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"5","05CODPVC490","11","6","0","yes","6.74","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"6","05CODPVCH12","4","8","0","yes","2.2505","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"7","05COPPVC23","2.5","3","0","yes","1.0764","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"8","05COPPVCH12","2.5","6","0","yes","1.2071","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"9","05TEEPVC4","15","4","0","yes","10.2902","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"10","05TEEPVC42","11.5","2","0","yes","7.70033","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"11","05TEEPVCH12","4.5","8","0","yes","2.645","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"12","05TUBPVCHA12","61","2","0","yes","39.802","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"13","05TUBPVCN2","14.5","12","0","yes","9.3632","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"14","05TUBPVCN4","35.5","12","0","yes","24.3294","16","0","622892","0","ZID00558","ZI012403","yes","0","","0",""
"1","01ALAM","18","20","0","yes","13.2","16","0","622922","0","ZID00559","ZI012434","yes","0","","0",""
"2","01ALREC","22","6","0","yes","15.18","16","0","622922","0","ZID00559","ZI012434","yes","0","","0",""
"3","01BAB1030","11.5","430","0","yes","7.25","16","0","622922","0","ZID00559","ZI012434","yes","0","","0",""
"4","01VAR38","115","35","0","yes","86.7491","16","0","622922","0","ZID00559","ZI012434","yes","0","","0",""
"5","06CLAC212","38.5","1","0","yes","25.1853","16","0","622922","0","ZID00559","ZI012434","yes","0","","0",""
"1","01CEMCAZ50","150","30","0","yes","111.638","16","0","622934","0","ZID00560","ZI012436","yes","0","","0",""
"1","04HTAQ38",".5","2","0","yes",".29","16","0","622938","0","ZID00561","ZI012456","yes","0","","0",""
"2","05CUECERCG","17","1","0","yes","13.803","16","0","622938","0","ZID00561","ZI012456","yes","0","","0",""
"3","05LAVB","300","1","0","yes","211.51","16","0","622938","0","ZID00561","ZI012456","yes","0","","0",""
"4","05TANB","540","1","0","yes","350.47","16","0","622938","0","ZID00561","ZI012456","yes","0","","0",""
"5","05TAZB","540","1","0","yes","350.47","16","0","622938","0","ZID00561","ZI012456","yes","0","","0",""
"6","0649330","4","2","0","yes","1.5752","16","0","622938","0","ZID00561","ZI012456","yes","0","","0",""
"7","06MKT0032","1480","1","0","yes","1044","16","0","622938","0","ZID00561","ZI012456","yes","0","","0",""
"1","03PTR214","24.4","36.4","0","yes","15.4","16","0","622954","0","ZID00562","ZI012510","yes","0","","0",""
"1","08CAB12","9","600","0","yes","6","16","0","622958","0","ZID00563","ZI012514","yes","0","","0",""
"1","05TUBPL12","63.5","10","0","yes","41.501","16","0","622962","0","ZID00564","ZI012522","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","111.638","16","0","622966","0","ZID00565","ZI012553","yes","0","","0",""
"1","01CEMCAZ50","150","200","0","yes","111.638","16","0","622970","0","ZID00566","ZI012557","yes","0","","0",""
"1","03PTR4214","24.4","81.6","0","yes","14","16","0","622974","0","ZID00567","ZI012561","yes","0","","0",""
"2","03PTR6214","24.4","114","0","yes","12.1","16","0","622974","0","ZID00567","ZI012561","yes","0","","0",""
