"Clapro","Refori","Fecfac","Fecven","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Numfac","Facpro","Mfondo","Numuser","nusercan"
"THE7911","0.00","06/04/20","06/04/20","6597.79","yes","5687.75","0","0","0","16","0","0","1210011","00004839","3666543","0","17","0"
"AAL05","0.00","07/04/20","07/04/20","16850.51","yes","14526.3","0","0","0","16","0","0","1210373","00004840","7797","0","17","0"
"AAL05","0.00","07/04/20","07/04/20","3108.34","yes","2679.6","0","0","0","16","0","0","1210435","00004841","166026","0","17","0"
"OEVJ71","0.00","07/04/20","07/04/20","10000.07","yes","8620.75","0","0","0","16","0","0","1211277","00004842","1565","0","17","0"
"PERC80","0.00","07/04/20","07/04/20","517","yes","445.69","0","0","0","16","0","0","1211577","00004843","2904","0","17","0"
"AEM87","0.00","07/04/20","07/04/20","43872.36","yes","37821","0","0","0","16","0","0","1210102","00004844","11848","0","17","0"
"CTS98","0.00","07/04/20","07/04/20","15987.7","yes","13782.5","0","0","0","16","0","0","1212421","00004845","7559","0","17","0"
"OEVJ71","0.00","07/04/20","07/04/20","8500.02","yes","7327.6","0","0","0","16","0","0","1212483","00004846","1566","0","17","0"
"OEVJ71","0.00","07/04/20","07/04/20","8500.02","yes","7327.6","0","0","0","16","0","0","1212490","00004847","1567","0","17","0"
"TDM99","0.00","07/04/20","07/04/20","560676.36","yes","483341.69","0","0","0","16","0","0","1212608","00004848","5683","0","17","0"
"DDS15","0.00","07/04/20","07/04/20","23471.77","yes","20234.29","0","0","0","16","0","0","1212620","00004849","141188","0","17","0"
"OEVJ71","0.00","07/04/20","07/04/20","8125.08","yes","7004.38","0","0","0","16","0","0","1212722","00004850","1562.","0","17","0"
"CQM66","0.00","08/04/20","08/04/20","62814","yes","54150","0","0","0","16","0","0","1212849","00004851","130189","0","17","0"
"OEVJ71","0.00","08/04/20","08/04/20","12000.08","yes","10344.9","0","0","0","16","0","0","1212905","00004852","1568","0","17","0"
"OEVJ71","0.00","08/04/20","08/04/20","205","yes","176.72","0","0","0","16","0","0","1213283","00004853","2034","0","17","0"
"OEVJ71","0.00","08/04/20","08/04/20","8500.02","yes","7327.6","0","0","0","16","0","0","1213847","00004854","1569","0","17","0"
"DEA710","0.00","08/04/20","08/04/20","114794.42","yes","98960.71","0","0","0","16","0","0","1213953","00004855","KT12882","0","17","0"
"CCA95","0.00","08/04/20","08/04/20","125460.02","yes","108155.19","0","0","110792.71","16","0","0","1214062","00004856","AG73371","0","17","0"
"CCA95","0.00","08/04/20","08/04/20","121532.59","yes","104769.47","0","0","105362","16","0","0","1214068","00004857","AG73342","0","17","0"
"DEA710","0.00","08/04/20","08/04/20","44300.39","yes","38189.99","0","0","0","16","0","0","1214074","00004858","I486280","0","17","0"
"LME56","0.00","08/04/20","08/04/20","32140.67","yes","27707.48","0","0","0","16","0","0","1214468","00004859","1761","0","17","0"
"THE7911","0.00","08/04/20","08/04/20","12279.47","yes","10585.75","0","0","0","16","0","0","1214865","00004860","366740405","0","17","0"
"CCA95","0.00","13/04/20","13/04/20","125460.02","yes","108155.19","0","0","0","16","0","0","1216258","00004861","436559","0","57","0"
"CCA95","0.00","13/04/20","13/04/20","113045.45","yes","97452.97","0","0","0","16","0","0","834793","00004862","ka915605","0","17","0"
"CCA95","0.00","13/04/20","13/04/20","115441.05","yes","99518.15","0","0","0","16","0","0","1216448","00004863","ka916713","0","17","0"
"DEA710","0.00","14/04/20","14/04/20","66450.59","yes","57284.99","0","0","0","16","0","0","1217032","00004864","486260","0","57","0"
"CCA95","0.00","14/04/20","14/04/20","120903.39","yes","104227.06","0","0","0","16","0","0","1218084","00004865","917246","0","57","0"
"OEVJ71","0.00","14/04/20","14/04/20","20400","yes","17586.21","0","0","17586.21","16","0","0","1218120","00004866","140420","0","17","0"
"OEVJ71","0.00","15/04/20","15/04/20","6800","yes","5862.07","0","0","5862.07","16","0","0","1218415","00004867","1573","0","17","0"
"OEVJ71","0.00","15/04/20","15/04/20","6800","yes","5862.07","0","0","5862.07","16","0","0","1218489","00004868","1574","0","17","0"
"CCA95","0.00","15/04/20","15/04/20","125460.02","yes","108155.19","0","0","0","16","0","0","1218640","00004869","AG74468","0","17","0"
"TAB83","0.00","15/04/20","15/04/20","11196.9","yes","9652.5","0","0","0","16","0","0","1218760","00004870","210226","0","17","0"
"THE7911","0.00","16/04/20","16/04/20","16958.81","yes","14619.67","0","0","0","16","0","0","1220745","00004871","366948933","0","17","0"
"CCA95","0.00","16/04/20","16/04/20","125460.02","yes","108155.19","0","0","0","16","0","0","1220866","00004872","AG74619","0","17","0"
"OEVJ71","0.00","16/04/20","16/04/20","6800","yes","5862.07","0","0","0","16","0","0","1220872","00004873","1575","0","17","0"
"PRM07","0.00","16/04/20","16/04/20","271224.14","yes","233813.91","0","0","0","16","0","0","1221715","00004874","04442","0","17","0"
"GFE00","0.00","17/04/20","17/04/20","35812.73","yes","30873.04","0","0","0","16","0","0","1222840","00004875","4071317","0","17","0"
"CCA95","0.00","17/04/20","17/04/20","125460.02","yes","108155.19","0","0","0","16","0","0","1222920","00004876",".","0","17","0"
"PIM78","0.00","18/04/20","18/04/20","7659.85","yes","6603.32","0","0","0","16","0","0","1224083","00004877","634141","0","17","0"
"DEA710","0.00","18/04/20","18/04/20","10702.06","yes","9225.91","0","0","0","16","0","0","1224138","00004878","KT12961","0","17","0"
"DEA710","0.00","18/04/20","18/04/20","6120.46","yes","5276.26","0","0","0","16","0","0","1224193","00004879","KT13006","0","17","0"
"PIM78","0.00","18/04/20","18/04/20","2842.42","yes","2450.36","0","0","0","16","0","0","1224209","00004880","634139","0","17","0"
"CCA95","0.00","20/04/20","20/04/20","126479.94","yes","109034.43","0","0","109034.43","16","0","0","1224556","00004881",".200420","0","17","0"
"CCA95","0.00","20/04/20","20/04/20","126479.94","yes","109034.43","0","0","109034.43","16","0","0","1225746","00004882","AG75391","0","17","0"
"CCA95","0.00","20/04/20","20/04/20","121096.97","yes","104393.94","0","0","104227.06","16","0","0","1225752","00004883","AG75387","0","17","0"
"OEVJ71","0.00","21/04/20","21/04/20","6800","yes","5862.07","0","0","0","16","0","0","1226383","00004884","1578","0","17","0"
"OEVJ71","0.00","21/04/20","21/04/20","13600","yes","11724.14","0","0","0","16","0","0","1226389","00004885","1579","0","17","0"
"OEVJ71","0.00","21/04/20","21/04/20","14260.01","yes","12293.11","0","0","11982.76","16","0","0","1226724","00004886","1580","0","17","0"
"CCA95","0.00","22/04/20","22/04/20","126479.94","yes","109034.43","0","0","0","16","0","0","1228816","00004887","22.04.2020","0","17","0"
"THE7911","0.00","22/04/20","22/04/20","3695.36","yes","3185.66","0","0","0","16","0","0","1228833","00004888","367053774","0","17","0"
"OEVJ71","0.00","22/04/20","22/04/20","5192.5","yes","4476.29","0","0","0","16","0","0","1228852","00004889","1581","0","17","0"
"THE7911","0.00","23/04/20","23/04/20","11483.06","yes","7965.49","2243.09","0","0","16","0","0","1229735","00004890","367229671","0","17","0"
"TEMP84","0.00","23/04/20","23/04/20","29839.18","yes","25723.43","0","0","0","16","0","0","1230147","00004891","231228990","0","17","0"
"CCA95","0.00","23/04/20","23/04/20","113655.65","yes","97979.01","0","0","0","16","0","0","1230252","00004892","AG75913","0","17","0"
"CCA95","0.00","23/04/20","23/04/20","126479.94","yes","109034.43","0","0","0","16","0","0","1230465","00004893","23042020","0","17","0"
"DDS15","0.00","24/04/20","24/04/20","34082.81","yes","29381.73","0","0","0","16","0","0","1218420","00004894","142280","0","17","0"
"DDS15","0.00","24/04/20","24/04/20","73476.95","yes","63342.2","0","0","0","16","0","0","1230507","00004895","142284","0","17","0"
"PERC80","0.00","24/04/20","24/04/20","4362.49","yes","3760.77","0","0","0","16","0","0","1221925","00004896","2951","0","17","0"
"USL91","0.00","24/04/20","24/04/20","15940","yes","13741.38","0","0","0","16","0","0","1231209","00004897","36984","0","17","0"
"CCA95","0.00","24/04/20","24/04/20","126479.94","yes","109034.43","0","0","0","16","0","0","1231238","00004898","24042020","0","17","0"
"AFI98","0.00","24/04/20","24/04/20","4617.73","yes","3980.8","0","0","0","16","0","0","1231557","00004899","4919","0","17","0"
"CCA95","0.00","24/04/20","24/04/20","121677.78","yes","104894.64","0","0","104393.94","16","0","0","1231588","00004900","AG76118","0","17","0"
"OEVJ71","0.00","25/04/20","25/04/20","13600","yes","11724.14","0","0","0","16","0","0","1231913","00004901","1583","0","17","0"
"OEVJ71","0.00","25/04/20","25/04/20","6800","yes","5862.07","0","0","0","16","0","0","1232230","00004902","1584","0","17","0"
"IAHC45","0.00","25/04/20","25/04/20","7399","yes","6378.45","0","0","0","16","0","0","1232588","00004903","19354","0","17","0"
"PERC80","0.00","25/04/20","25/04/20","8773.08","yes","7563","0","0","0","16","0","0","1232595","00004904","2955","0","17","0"
"DEA710","0.00","25/04/20","25/04/20","47512.24","yes","40958.83","0","0","0","16","0","0","1232711","00004905","KT13079","0","17","0"
"CCA95","0.00","25/04/20","25/04/20","73095.71","no","63013.54","0","0","0","16","0","0","1232737","00004906","KT13124","0","17","0"
"CCA95","0.00","27/04/20","27/04/20","126479.94","yes","109034.43","0","0","0","16","0","0","1233003","00004907","1270420","0","17","0"
"DEA710","0.00","27/04/20","27/04/20","73095.71","yes","63013.54","0","0","0","16","0","0","1233473","00004908",".1","0","17","0"
"CCA95","0.00","27/04/20","27/04/20","126479.94","yes","109034.43","0","0","0","16","0","0","1233667","00004909","AG76381","0","17","0"
"CFI94","0.00","27/04/20","27/04/20","4281.56","yes","3691","0","0","0","16","0","0","1233673","00004910","76192","0","17","0"
"CFI94","0.00","27/04/20","27/04/20","942.38","yes","812.4","0","0","0","16","0","0","1233684","00004911","76193","0","17","0"
"PERC80","0.00","27/04/20","27/04/20","851.27","yes","733.85","0","0","0","16","0","0","1233892","00004912","2968","0","17","0"
"OEVJ71","0.00","27/04/20","27/04/20","7760","yes","6689.66","0","0","0","16","0","0","1233905","00004913","1585","0","17","0"
"INF89","0.00","27/04/20","27/04/20","20817.36","yes","17946","0","0","0","16","0","0","1232201","00004914","421121","0","17","0"
"THE7911","0.00","27/04/20","27/04/20","5036.37","yes","4341.7","0","0","0","16","0","0","1234157","00004915","367415387","0","17","0"
"OEVJ71","0.00","28/04/20","28/04/20","7760","yes","6689.66","0","0","0","16","0","0","1234441","00004916","1586","0","17","0"
"LME56","0.00","28/04/20","28/04/20","65984.51","yes","56883.2","0","0","0","16","0","0","1234473","00004917","23356","0","17","0"
"IAHC45","0.00","28/04/20","28/04/20","2438","yes","2101.72","0","0","0","16","0","0","1234721","00004918","27.42020","0","17","0"
"CCA95","0.00","29/04/20","29/04/20","126479.94","no","109034.43","0","0","0","16","0","0","1236483","00004919","290420","0","17","0"
"CCA95","0.00","29/04/20","29/04/20","121266.38","yes","104539.98","0","0","104894.64","16","0","0","1236777","00004920","2942020","0","17","0"
"CCA95","0.00","29/04/20","29/04/20","96719.95","yes","83379.27","0","0","0","16","0","0","1237289","00004921","AG76993","0","17","0"
"CCA95","0.00","29/04/20","29/04/20","36000.04","yes","31034.52","0","0","0","16","0","0","1237295","00004922","AG76994","0","17","0"
"TEBL63","0.00","29/04/20","29/04/20","27154","yes","23408.62","0","0","0","16","0","0","1237474","00004923","1613","0","17","0"
"PEEF61","0.00","29/04/20","29/04/20","15654.68","yes","13495.41","0","0","0","16","0","0","1221322","00004924","9114235","0","17","0"
"LME56","0.00","29/04/20","29/04/20","65984.51","yes","56883.2","0","0","0","16","0","0","1237570","00004925","23386","0","17","0"
"THE7911","0.00","29/04/20","29/04/20","7381.62","yes","6363.47","0","0","0","16","0","0","1237699","00004926","367508306","0","17","0"
"OEVJ71","0.00","29/04/20","29/04/20","13600","yes","11724.14","0","0","0","16","0","0","1235574","00004927","1588","0","17","0"
"CCA95","0.00","30/04/20","30/04/20","126479.94","yes","109034.43","0","0","0","16","0","0","1238372","00004928","AG77118","0","17","0"
"OEVJ71","0.00","30/04/20","30/04/20","13600","yes","11724.14","0","0","0","16","0","0","1238614","00004929","1589","0","17","0"
"OEVJ71","0.00","30/04/20","30/04/20","2210","yes","1905.17","0","0","0","16","0","0","1238847","00004930","2113","0","17","0"
"CCA95","0.00","02/05/20","02/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1240226","00004931","AG77340","0","17","0"
"CCA95","0.00","02/05/20","02/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1240938","00004932","AG77562","0","17","0"
"OEVJ71","0.00","02/05/20","02/05/20","6800","yes","5862.07","0","0","0","16","0","0","1241208","00004933","1590","0","17","0"
"CCA95","0.00","04/05/20","04/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1243436","00004934","AG77767","0","17","0"
"OEVJ71","0.00","05/05/20","05/05/20","6800","yes","5862.07","0","0","0","16","0","0","1244721","00004935","1591","0","17","0"
"OEVJ71","0.00","05/05/20","05/05/20","13600","yes","11724.14","0","0","0","16","0","0","1244731","00004936","1592","0","17","0"
"CCA95","0.00","05/05/20","05/05/20","121193.78","yes","104477.4","0","0","104539.98","16","0","0","1244801","00004937","AG77853","0","17","0"
"DEA710","0.00","05/05/20","05/05/20","6120.46","yes","5276.26","0","0","0","16","0","0","1245066","00004938","KT13242","0","17","0"
"CCA95","0.00","06/05/20","06/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1246387","00004939","AG78007","0","17","0"
"TDM99","0.00","06/05/20","06/05/20","419841.76","yes","361932.55","0","0","0","16","0","0","1246577","00004940","5813","0","17","0"
"CCA95","0.00","06/05/20","06/05/20","114107.65","yes","98368.66","0","0","0","16","0","0","1246724","00004941","AG78187","0","17","0"
"OEVJ71","0.00","07/05/20","07/05/20","6800","yes","5862.07","0","0","5862.07","16","0","0","1247395","00004942","1594","0","17","0"
"OEVJ71","0.00","07/05/20","07/05/20","13600","yes","11724.14","0","0","0","16","0","0","1247401","00004943","1595","0","17","0"
"CCA95","0.00","07/05/20","07/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1247407","00004944","AG78279","0","17","0"
"HHI05","0.00","07/05/20","07/05/20","5948.48","yes","5128","0","0","0","16","0","0","1247724","00004945","24940","0","17","0"
"DEA710","0.00","07/05/20","07/05/20","12753.27","no","10994.2","0","0","0","16","0","0","1247881","00004946","KT13283","0","17","0"
"DEA710","0.00","07/05/20","07/05/20","12753.27","yes","10994.2","0","0","0","16","0","0","1248036","00004947",".KT13283","0","17","0"
"HHI05","0.00","07/05/20","07/05/20","9164.23","yes","7900.2","0","0","0","16","0","0","1248071","00004948","24943","0","17","0"
"CCA95","0.00","08/05/20","08/05/20","113135.85","yes","97530.9","0","0","0","16","0","0","1248461","00004949","AG78307","0","17","0"
"DDS15","0.00","08/05/20","08/05/20","23353.39","yes","20132.24","0","0","0","16","0","0","1249449","00004950","143484","0","17","0"
"DDS15","0.00","08/05/20","08/05/20","1437.7","yes","1239.39","0","0","0","16","0","0","1249480","00004951","143470","0","17","0"
"PIM78","0.00","08/05/20","08/05/20","3531.04","yes","3044","0","0","0","16","0","0","1249487","00004952","637986","0","17","0"
"OEVJ71","0.00","08/05/20","08/05/20","6800","yes","5862.07","0","0","0","16","0","0","1249496","00004953","1597","0","17","0"
"ROT78","0.00","09/05/20","09/05/20","13696.93","yes","11807.7","0","0","0","16","0","0","1249607","00004954","1510083093","0","17","0"
"PIM78","0.00","09/05/20","09/05/20","7839.74","yes","6758.4","0","0","0","16","0","0","1244041","00004955","637985","0","17","0"
"CQM66","0.00","09/05/20","09/05/20","66120","yes","57000","0","0","0","16","0","0","1249731","00004956","106622","0","17","0"
"CCA95","0.00","09/05/20","09/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1249942","00004957","AG78661","0","17","0"
"CCA95","0.00","09/05/20","09/05/20","121580.98","yes","104811.19","0","0","104477.4","16","0","0","1250602","00004958","AG78815","0","17","0"
"AAL05","0.00","11/05/20","11/05/20","5742","yes","4950","0","0","0","16","0","0","1251110","00004959","168889","0","17","0"
"CCA95","0.00","11/05/20","11/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1251130","00004960","AG78882","0","17","0"
"CCA95","0.00","11/05/20","11/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1251329","00004961","AG 79217","0","17","0"
"CCA95","0.00","11/05/20","11/05/20","61999.97","yes","53448.25","0","0","0","16","0","0","1251666","00004962","AG78856","0","17","0"
"CCA95","0.00","11/05/20","11/05/20","51480.1","yes","44379.4","0","0","0","16","0","0","1251681","00004963","AG78855","0","17","0"
"CTS98","0.00","12/05/20","12/05/20","14938.6","yes","12878.1","0","0","0","16","0","0","1252406","00004964","7620","0","17","0"
"CCA95","0.00","12/05/20","12/05/20","90648.8","yes","78145.52","0","0","0","16","0","0","1253225","00004965","AG79275","0","17","0"
"AAL05","0.00","12/05/20","12/05/20","101337.6","yes","87360","0","0","0","16","0","0","1253568","00004967","7998","0","17","0"
"AME75","0.00","12/05/20","12/05/20","290308.56","yes","250266","0","0","9007.24","16","0","0","1254009","00004968","82913","0","17","0"
"AAL05","0.00","12/05/20","12/05/20","102252.27","yes","88148.51","0","0","6090","16","0","0","1254257","00004969","168890","0","17","0"
"DEA710","0.00","12/05/20","12/05/20","60348.77","yes","52024.8","0","0","0","16","0","0","1255881","00004970","KT13335","0","17","0"
"DEA710","0.00","12/05/20","12/05/20","4371.75","yes","3768.75","0","0","0","16","0","0","1255940","00004971","KT13334","0","17","0"
"DDS15","0.00","13/05/20","13/05/20","3770.57","yes","3250.49","0","0","0","16","0","0","1257991","00004972","143921","0","17","0"
"DDS15","0.00","13/05/20","13/05/20","4992.5","yes","4303.88","0","0","0","16","0","0","1257924","00004973","143919","0","17","0"
"THE7911","0.00","13/05/20","13/05/20","11780.24","yes","10155.38","0","0","0","16","0","0","1257833","00004974","367919461","0","17","0"
"CCA95","0.00","13/05/20","13/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1258372","00004975","13.5.2020","0","17","0"
"THE7911","0.00","13/05/20","13/05/20","5609.74","yes","4835.98","0","0","0","16","0","0","1258507","00004976","36805482","0","17","0"
"OEVJ71","0.00","14/05/20","14/05/20","6800","yes","5862.07","0","0","0","16","0","0","1258669","00004977","14052020","0","17","0"
"OEVJ71","0.00","14/05/20","14/05/20","6800","yes","5862.07","0","0","0","16","0","0","1258825","00004978","2.1400520","0","17","0"
"THE7911","0.00","14/05/20","14/05/20","1023.38","yes","882.22","0","0","0","16","0","0","1259045","00004979","368054813","0","17","0"
"OEVJ71","0.00","14/05/20","14/05/20","558","yes","481.04","0","0","465.52","16","0","0","1260077","00004980","1599","0","17","0"
"OEVJ71","0.00","14/05/20","14/05/20","13600","yes","11724.14","0","0","0","16","0","0","1260226","00004981","1600","0","17","0"
"CCA95","0.00","14/05/20","14/05/20","121459.98","yes","104706.88","0","0","108691.7","16","0","0","1260232","00004982","AG79789","0","17","0"
"CCA95","0.00","15/05/20","15/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1260453","00004983","AG79794","0","17","0"
"OEVJ71","0.00","15/05/20","15/05/20","14405.04","yes","12418.14","0","0","0","16","0","0","1261541","00004984","1601","0","17","0"
"CCA95","0.00","16/05/20","16/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1262318","00004985","AG80032","0","17","0"
"OEVJ71","0.00","16/05/20","16/05/20","13600","yes","11724.14","0","0","0","16","0","0","1262435","00004986","160520","0","17","0"
"AEM87","0.00","18/05/20","18/05/20","22968","yes","19800","0","0","0","16","0","0","1264394","00004987","23207","0","17","0"
"CCA95","0.00","19/05/20","19/05/20","81839.96","yes","70551.69","0","0","0","16","0","0","1264866","00004988","AG80307","0","17","0"
"CCA95","0.00","19/05/20","19/05/20","30000.04","yes","25862.1","0","0","0","16","0","0","1264872","00004989","AG80308","0","17","0"
"CCA95","0.00","19/05/20","19/05/20","38879.97","yes","33517.22","0","0","0","16","0","0","1264879","00004990","AG80309","0","17","0"
"CCA95","0.00","19/05/20","19/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1265208","00004991","19.05.2020","0","17","0"
"OEVJ71","0.00","19/05/20","19/05/20","6800","yes","5862.07","0","0","0","16","0","0","1265859","00004992","19052020","0","17","0"
"OEVJ71","0.00","19/05/20","19/05/20","6800","yes","5862.07","0","0","0","16","0","0","1266267","00004993","19.05.2020","0","17","0"
"CCA95","0.00","19/05/20","19/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1266532","00004994","AG80557","0","17","0"
"CCA95","0.00","19/05/20","19/05/20","120782.38","yes","104122.74","0","0","104414.81","16","0","0","1266538","00004995","AG80707","0","17","0"
"DEA710","0.00","19/05/20","19/05/20","131222.43","yes","113122.79","0","0","0","16","0","0","1266544","00004996","KT13479","0","17","0"
"DEA710","0.00","19/05/20","19/05/20","66450.6","yes","57285","0","0","0","16","0","0","1266593","00004997","KT13451","0","17","0"
"DEA710","0.00","19/05/20","19/05/20","7251.86","yes","6251.6","0","0","0","16","0","0","1266599","00004998","KT13442","0","17","0"
"CCA95","0.00","20/05/20","20/05/20","113587.85","yes","97920.56","0","0","0","16","0","0","1266747","00004999","AG80691","0","17","0"
"OEVJ71","0.00","20/05/20","20/05/20","4080","yes","3517.24","0","0","0","16","0","0","1267093","00005000","10568","0","17","0"
"LME56","0.00","20/05/20","20/05/20","68281.31","yes","58863.2","0","0","0","16","0","0","1267111","00005001","23713","0","17","0"
"OEVJ71","0.00","20/05/20","20/05/20","15015.06","yes","12944.02","0","0","0","16","0","0","1268234","00005002","1605-1604","0","17","0"
"THE7911","0.00","20/05/20","20/05/20","12640.05","yes","10896.59","0","0","0","16","0","0","1268278","00005003","36835147","0","17","0"
"LSC","0.00","21/05/20","21/05/20","64008.34","yes","55179.6","0","0","0","16","0","0","1269044","00005004","56939","0","17","0"
"CCA95","0.00","21/05/20","21/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1269331","00005005","AG81089","0","17","0"
"CCA95","0.00","22/05/20","22/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1271491","00005006","AG81527","0","17","0"
"ROT78","0.00","23/05/20","23/05/20","6933.38","yes","5977.05","0","0","0","16","0","0","1272137","00005007","9920047478","0","17","0"
"OEVJ71","0.00","23/05/20","23/05/20","13600.07","yes","11724.2","0","0","0","16","0","0","1272161","00005008","1608","0","17","0"
"CCA95","0.00","25/05/20","25/05/20","113587.85","yes","97920.56","0","0","0","16","0","0","1273396","00005009","AG81684","0","17","0"
"ASH87","0.00","25/05/20","25/05/20","4237.55","yes","3653.06","0","0","0","16","0","0","1273869","00005010","64712","0","17","0"
"DEA710","0.00","25/05/20","25/05/20","95673.47","yes","82477.13","0","0","0","16","0","0","1274309","00005011","KT13592","0","17","0"
"CCA95","0.00","25/05/20","25/05/20","121121.18","yes","104414.81","0","0","0","16","0","0","1274403","00005012","AG81798","0","17","0"
"CCA95","0.00","26/05/20","26/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1275064","00005013","AG82022","0","17","0"
"CCA95","0.00","26/05/20","26/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1275953","00005014","26052020","0","17","0"
"CCA95","0.00","26/05/20","26/05/20","113542.65","yes","97881.6","0","0","0","16","0","0","1276163","00005015","AG82076","0","17","0"
"PERC80","0.00","27/05/20","27/05/20","5795.92","yes","4996.48","0","0","0","16","0","0","1277287","00005016","3067","0","17","0"
"CCA95","0.00","27/05/20","27/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1277425","00005017","27.05.2020","0","17","0"
"AME75","0.00","27/05/20","27/05/20","99048.92","yes","85387","0","0","0","16","0","0","1278288","00005018","83267","0","17","0"
"OEVJ71","0.00","28/05/20","28/05/20","6800.04","yes","5862.1","0","0","0","16","0","0","1278434","00005019","1611","0","17","0"
"OEVJ71","0.00","28/05/20","28/05/20","14455.09","yes","12461.29","0","0","0","16","0","0","1278986","00005020","1613","0","17","0"
"AAL05","0.00","28/05/20","28/05/20","49697.56","yes","42842.72","0","0","0","16","0","0","1279472","00005021","170867","0","17","0"
"AAL05","0.00","28/05/20","28/05/20","37052.72","yes","31942","0","0","0","16","0","0","1279590","00005022","170868","0","17","0"
"CCA95","0.00","29/05/20","29/05/20","112005.85","yes","96556.77","0","0","0","16","0","0","1279878","00005023","AG82673","0","17","0"
"THE7911","0.00","29/05/20","29/05/20","15665.54","yes","13504.77","0","0","0","16","0","0","1280044","00005024","368695250","0","17","0"
"CCA95","0.00","29/05/20","29/05/20","121435.78","yes","104686.02","0","0","104122.74","16","0","0","1280276","00005025","AG82781","0","17","0"
"THE7911","0.00","29/05/20","29/05/20","4875.55","yes","4203.06","0","0","0","16","0","0","1280378","00005026","368695243","0","32","0"
"CCA95","0.00","29/05/20","29/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1280526","00005027","AG82754","0","17","0"
"GFE00","0.00","30/05/20","30/05/20","18609.01","yes","16042.25","0","0","0","16","0","0","1281519","00005028","4161631","0","17","0"
"GFE00","0.00","30/05/20","30/05/20","80.01","yes","68.97","0","0","0","16","0","0","1281480","00005029","4161980","0","17","0"
"CCA95","0.00","30/05/20","30/05/20","126479.94","yes","109034.43","0","0","0","16","0","0","1281451","00005030","300520","0","17","0"
"LSC","0.00","01/06/20","01/06/20","63273.08","yes","54545.76","0","0","0","16","0","0","1282419","00005031","569889","0","17","0"
"OEVJ71","0.00","01/06/20","01/06/20","13600.07","yes","11724.2","0","0","0","16","0","0","1282758","00005032","010620","0","17","0"
"CCA95","0.00","01/06/20","01/06/20","126479.94","yes","109034.43","0","0","0","16","0","0","1283119","00005033","010620","0","17","0"
"CCA95","0.00","01/06/20","01/06/20","126479.94","yes","109034.43","0","0","0","16","0","0","1283557","00005034","010620202","0","17","0"
"CCA95","0.00","02/06/20","02/06/20","126479.94","yes","109034.43","0","0","0","16","0","0","1285510","00005035","020620","0","17","0"
"PIM78","0.00","02/06/20","02/06/20","6280.1","yes","5413.88","0","0","0","16","0","0","1276034","00005036","643599","0","17","0"
"AEM87","0.00","02/06/20","02/06/20","2975.4","yes","2565","0","0","0","16","0","0","1285581","00005037","23367","0","17","0"
"PEEF61","0.00","02/06/20","02/06/20","11733.93","yes","10115.46","0","0","0","16","0","0","1285591","00005038","9115993","0","17","0"
"CCA95","0.00","03/06/20","03/06/20","113384.45","yes","97745.22","0","0","0","16","0","0","1285788","00005039","AG83629","0","17","0"
"OEVJ71","0.00","03/06/20","03/06/20","3250.03","yes","2801.75","0","0","0","16","0","0","1286020","00005040","1620","0","17","0"
"OEVJ71","0.00","03/06/20","03/06/20","8160.04","yes","7034.52","0","0","0","16","0","0","1286027","00005041","1619","0","17","0"
"OEVJ71","0.00","03/06/20","03/06/20","15912.63","yes","13717.79","0","0","0","16","0","0","1286046","00005042","1621","0","17","0"
"TME05","0.00","03/06/20","03/06/20","12807.62","yes","11041.05","0","0","0","16","0","0","1286457","00005043","66328","0","17","0"
"DEA710","0.00","03/06/20","03/06/20","6851.81","yes","5906.73","0","0","0","16","0","0","1286615","00005044","KT13680","0","17","0"
"OEVJ71","0.00","03/06/20","03/06/20","7390.05","yes","6370.73","0","0","0","16","0","0","1286853","00005045","1623","0","17","0"
"PIM78","0.00","03/06/20","03/06/20","2776.9","yes","2393.88","0","0","0","16","0","0","1286964","00005046","643852","0","17","0"
"CCA95","0.00","03/06/20","03/06/20","121242.18","yes","104519.12","0","0","104686.02","16","0","0","1287110","00005047","AG83818","0","17","0"
"OEVJ71","0.00","04/06/20","04/06/20","6800.04","yes","5862.1","0","0","0","16","0","0","1287377","00005048","04062020","0","17","0"
"CCA95","0.00","04/06/20","04/06/20","126479.94","yes","109034.43","0","0","0","16","0","0","1287453","00005049","040620","0","17","0"
