"Clapro","Refori","Fecfac","Fecven","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Numfac","Facpro","Mfondo","Numuser","nusercan"
"OEVJ71","","28/09/18","28/09/18","6799.92","yes","5862","0","0","5860","16","0","0","700769","00003431","0934","0","75","0"
"OEVJ71","","28/09/18","28/09/18","7099.99","yes","6120.68","0","0","0","16","0","0","700902","00003432","0932","0","0","0"
"CCA95","","28/09/18","28/09/18","119760.26","yes","103241.6","0","0","0","16","0","0","700933","00003433","KA657839","0","0","0"
"CCA95","","28/09/18","28/09/18","139230.69","yes","120026.46","0","0","0","16","0","0","700939","00003434","KA657778","0","0","0"
"CCA95","","29/09/18","29/09/18","85800.37","yes","73965.84","0","0","0","16","0","0","703472","00003435","KA658069","0","0","0"
"CCA95","","01/10/18","01/10/18","36000.04","yes","31034.51","0","0","0","16","0","0","703759","00003436","KU9269","0","0","0"
"CCA95","","01/10/18","01/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","703856","00003437","KA658104","0","0","0"
"SMM7906","","01/10/18","01/10/18","417.84","yes","360.21","0","0","0","16","0","0","704297","00003438","6034015","0","0","0"
"CCA95","","02/10/18","02/10/18","119640.26","yes","103138.16","0","0","0","16","0","0","704823","00003439","KA658482","0","0","0"
"CCA95","","02/10/18","02/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","704852","00003440","KA658426","0","0","0"
"OEVJ71","","02/10/18","02/10/18","8929.92","yes","7698.2","0","0","0","16","0","0","705300","00003441","0939","0","75","0"
"DEA710","","02/10/18","02/10/18","22606.56","yes","19488.41","0","0","0","16","0","0","705665","00003442","KT3736","0","0","0"
"OEVJ71","","03/10/18","03/10/18","740.01","yes","637.94","0","0","0","16","0","0","706501","00003443","A-552","0","0","0"
"OEVJ71","","03/10/18","03/10/18","2849.99","yes","2456.89","0","0","0","16","0","0","706508","00003444","A-560","0","0","0"
"CCA95","","04/10/18","04/10/18","119472.26","yes","102993.33","0","0","0","16","0","0","707233","00003445","KA659269","0","0","0"
"LSC","","04/10/18","04/10/18","56125.44","yes","48384","0","0","0","16","0","0","707362","00003446","G-49694","0","0","0"
"PEEF61","","04/10/18","04/10/18","13796.14","yes","11893.22","0","0","0","16","0","0","707188","00003447","9095430","0","0","0"
"OEVJ71","","05/10/18","05/10/18","8125","yes","7004.31","0","0","0","16","0","0","708525","00003448","0942","0","0","0"
"GFE00","","05/10/18","05/10/18","6156.04","yes","5306.93","0","0","0","16","0","0","708539","00003449","3095934","0","0","0"
"CCA95","","05/10/18","05/10/18","106470.52","yes","91784.93","0","0","0","16","0","0","708643","00003450","KA659507","0","0","0"
"CCA95","","05/10/18","05/10/18","9420.02","yes","8120.71","0","0","0","16","0","0","708707","00003451","KA659451","0","0","0"
"CCA95","","05/10/18","05/10/18","57500.04","yes","49569","0","0","0","16","0","0","708742","00003452","KU9398","0","0","0"
"THE7911","","05/10/18","05/10/18","8956.16","yes","7720.82","0","0","0","16","0","0","708897","00003453","347381105","0","0","0"
"OEVJ71","","05/10/18","05/10/18","6799.99","yes","5862.06","0","0","0","16","0","0","708960","00003454","0943","0","0","0"
"DEA710","","06/10/18","06/10/18","1674.9","yes","1443.88","0","0","0","16","0","0","711714","00003455","KT3820","0","75","0"
"CCA95","","06/10/18","06/10/18","119352.26","yes","102889.88","0","0","0","16","0","0","712038","00003456","KA659881","0","0","0"
"OEVJ71","","06/10/18","06/10/18","7100","yes","6120.69","0","0","0","16","0","0","712045","00003457","0945","0","0","0"
"CCA95","","08/10/18","08/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","709610","00003458","KA660148","0","75","0"
"OEVJ71","","08/10/18","08/10/18","6799.99","yes","5862.06","0","0","0","16","0","0","709154","00003459","0947","0","0","0"
"CCA95","","09/10/18","09/10/18","119880.26","yes","103345.05","0","0","0","16","0","0","713517","00003460","KA660490","0","0","0"
"CCA95","","09/10/18","09/10/18","120456.26","yes","103841.6","0","0","0","16","0","0","713908","00003461","KA660772","0","0","0"
"CCA95","","09/10/18","09/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","713913","00003462","KA660696","0","0","0"
"TEBL63","","10/10/18","10/10/18","3364","yes","2900","0","0","0","16","0","0","710343","00003463","1238","0","0","0"
"OEVJ71","","11/10/18","11/10/18","6799.99","yes","5862.06","0","0","0","16","0","0","715212","00003464","0956","0","0","0"
"CCA95","","11/10/18","11/10/18","120600.26","yes","103965.74","0","0","0","16","0","0","715232","00003465","KA661099}","0","0","0"
"CCA95","","11/10/18","11/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","715237","00003466","KA661034","0","0","0"
"THE7911","","11/10/18","11/10/18","15771.07","yes","13595.75","0","0","0","16","0","0","715331","00003467","347600256","0","0","0"
"CCA95","","12/10/18","12/10/18","112200.49","yes","96724.56","0","0","0","16","0","0","715692","00003468","KA661345","0","0","0"
"DEA710","","12/10/18","12/10/18","31476.58","yes","27134.99","0","0","0","16","0","0","715930","00003469","KT3930","0","0","0"
"DEA710","","12/10/18","12/10/18","4505.63","yes","3884.16","0","0","0","16","0","0","715955","00003470","KT3933","0","0","0"
"DEA710","","12/10/18","12/10/18","21928.73","yes","18904.07","0","0","0","16","0","0","715979","00003471","KT3932","0","0","0"
"CCA95","","13/10/18","13/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","716457","00003472","KA661924","0","0","0"
"CCA95","","13/10/18","13/10/18","120432.26","yes","103820.91","0","0","0","16","0","0","716462","00003473","KA661988","0","0","0"
"OEVJ71","","13/10/18","13/10/18","6799.99","yes","5862.06","0","0","0","16","0","0","716467","00003474","0961","0","0","0"
"OEVJ71","","13/10/18","13/10/18","14199.98","yes","12241.36","0","0","0","16","0","0","716773","00003475","0962","0","0","0"
"CCA95","","15/10/18","15/10/18","120144.26","yes","103572.64","0","0","0","16","0","0","717762","00003476","KA662100","0","0","0"
"CCA95","","16/10/18","16/10/18","120240.26","yes","103655.4","0","0","0","16","0","0","718059","00003477","KA662418","0","0","0"
"OEVJ71","","16/10/18","16/10/18","6800","yes","5862.07","0","0","0","16","0","0","718069","00003478","0966","0","0","0"
"FOCA73","","17/10/18","17/10/18","925.1","yes","797.5","0","0","0","16","0","0","719180","00003479","2816","0","0","0"
"OEVJ71","","18/10/18","18/10/18","13959.99","yes","12034.47","0","0","0","16","0","0","720012","00003480","0968","0","75","0"
"CCA95","","20/10/18","20/10/18","120144.26","yes","103572.64","0","0","0","16","0","0","722146","00003481","KA663667","0","0","0"
"CCA95","","23/10/18","23/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","725218","00003482","KA663953","0","0","0"
"BLO17","","23/10/18","23/10/18","5519.99","yes","4758.62","0","0","0","16","0","0","718851","00003483","002068","0","0","0"
"AEM87","","23/10/18","23/10/18","6458.88","yes","5568","0","0","0","16","0","0","725443","00003484","17797","0","0","0"
"THE7911","","23/10/18","23/10/18","18010.05","yes","15525.91","0","0","0","16","0","0","725512","00003485","34796019","0","0","0"
"OEVJ71","","24/10/18","24/10/18","13599.98","yes","11724.12","0","0","0","16","0","0","726673","00003486","0979","0","0","0"
"MIM14","","24/10/18","24/10/18","16240","yes","14000","0","0","0","16","0","0","726742","00003487","393","0","0","0"
"GFE00","","25/10/18","25/10/18","3044.43","yes","2624.51","0","0","0","16","0","0","726866","00003488","3123752","0","75","0"
"OEVJ71","","25/10/18","25/10/18","7099.99","yes","6120.68","0","0","0","16","0","0","727121","00003489","0980","0","0","0"
"CCA95","","25/10/18","25/10/18","9420.02","yes","8120.71","0","0","0","16","0","0","727150","00003490","KA66477","0","0","0"
"CCA95","","25/10/18","25/10/18","133770.67","yes","115319.54","0","0","0","16","0","0","727578","00003491","KA664839","0","0","0"
"DDS15","","25/10/18","25/10/18","8049.31","yes","6939.06","0","0","0","16","0","0","727700","00003492","96662","0","0","0"
"OEVJ71","","27/10/18","27/10/18","7099.99","yes","6120.68","0","0","0","16","0","0","728866","00003493","0982","0","75","0"
"THE7911","","27/10/18","27/10/18","4249.47","yes","3663.34","0","0","0","16","0","0","724404","00003494","34810680","0","0","0"
"CCA95","","29/10/18","29/10/18","119880.26","yes","103345.05","0","0","0","16","0","0","729137","00003495","KA665538","0","0","0"
"OEVJ71","","29/10/18","29/10/18","7099.99","yes","6120.68","0","0","0","16","0","0","729188","00003496","0984","0","0","0"
"BLO17","","29/10/18","29/10/18","5519.99","yes","4758.62","0","0","0","16","0","0","729407","00003497","002092","0","0","0"
"CCA95","","29/10/18","29/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","729749","00003498","KA665819","0","0","0"
"CCA95","","30/10/18","30/10/18","139230.69","yes","120026.46","0","0","0","16","0","0","730318","00003499","KA666159","0","0","0"
"BLO17","","30/10/18","30/10/18","5519.99","yes","4758.62","0","0","0","16","0","0","730324","00003500","002097","0","0","0"
"OEVJ71","","30/10/18","30/10/18","6979.99","yes","6017.23","0","0","0","16","0","0","730887","00003501","0988","0","0","0"
"OEVJ71","","31/10/18","31/10/18","2085","yes","1797.41","0","0","0","16","0","0","731875","00003502","A-599","0","0","0"
"OEVJ71","","01/11/18","01/11/18","6799.99","no","5862.06","0","0","0","16","0","0","732184","00003503","0991","0","0","0"
"CCA95","","01/11/18","01/11/18","139230.69","yes","120026.46","0","0","0","16","0","0","732211","00003504","KA666797","0","0","0"
"THE7911","","01/11/18","01/11/18","8835.23","yes","7616.57","0","0","0","16","0","0","732432","00003505","34825675","0","0","0"
"CCA95","","02/11/18","02/11/18","139230.69","yes","120026.46","0","0","0","16","0","0","733805","00003506","KA667136","0","0","0"
"OEVJ71","","03/11/18","03/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","734185","00003507","0994","0","0","0"
"OEVJ71","","03/11/18","03/11/18","6799.99","yes","5862.06","0","0","0","16","0","0","734514","00003508","996","0","0","0"
"CCA95","","03/11/18","03/11/18","131070.15","yes","112991.51","0","0","0","16","0","0","734520","00003509","KA667457","0","0","0"
"CCA95","","03/11/18","03/11/18","65340.12","yes","56327.69","0","0","0","16","0","0","734525","00003510","KA667423","0","0","0"
"CCA95","","05/11/18","05/11/18","9420.02","yes","8120.71","0","0","0","16","0","0","734545","00003511","KA667401","0","0","0"
"OEVJ71","","05/11/18","05/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","734898","00003512","0998","0","0","0"
"CCA95","","05/11/18","05/11/18","10801.86","yes","9311.95","0","0","0","16","0","0","735383","00003513","KU10001","0","0","0"
"CCA95","","05/11/18","05/11/18","36000.04","yes","31034.52","0","0","0","16","0","0","735389","00003514","KU9996","0","0","0"
"CCA95","","05/11/18","05/11/18","116766.5","yes","100660.78","0","0","0","16","0","0","735395","00003515","KA667780","0","0","0"
"CCA95","","05/11/18","05/11/18","117070.69","yes","100923.01","0","0","0","16","0","0","735407","00003516","KA667522","0","0","0"
"OEVJ71","","05/11/18","05/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","735620","00003517","0999","0","0","0"
"CCA95","","05/11/18","05/11/18","100980.2","yes","87051.9","0","0","0","16","0","0","735652","00003518","KA667700","0","0","0"
"CCA95","","06/11/18","06/11/18","117398.3","yes","101205.43","0","0","0","16","0","0","736041","00003519","KA667967","0","0","0"
"OEVJ71","","06/11/18","06/11/18","6949.99","yes","5991.37","0","0","0","16","0","0","736295","00003520","991","0","0","0"
"CTS98","","06/11/18","06/11/18","2728.03","yes","2351.75","0","0","0","16","0","0","736521","00003521","6156","0","0","0"
"CCA95","","06/11/18","06/11/18","131070.15","yes","112991.51","0","0","0","16","0","0","736579","00003522","KA668125","0","0","0"
"CCA95","","07/11/18","07/11/18","116883.5","yes","100761.64","0","0","0","16","0","0","736839","00003523","KA668200","0","0","0"
"OEVJ71","","07/11/18","07/11/18","6799.99","yes","5862.06","0","0","0","16","0","0","737106","00003524","3153","0","0","0"
"CCA95","","08/11/18","08/11/18","131070.15","yes","112991.51","0","0","0","16","0","0","740051","00003525","KA668480","0","0","0"
"CCA95","","08/11/18","08/11/18","117234.5","yes","101064.22","0","0","0","16","0","0","740056","00003526","KA668547","0","0","0"
"OEVJ71","","08/11/18","08/11/18","6799.99","yes","5862.06","0","0","0","16","0","0","741002","00003529","3154","0","75","0"
"OEVJ71","","08/11/18","08/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","741009","00003530","3155","0","75","0"
"THE7911","","09/11/18","09/11/18","18047.04","yes","15557.79","0","0","0","16","0","0","741346","00003531","34853798","0","0","0"
"THE7911","","09/11/18","09/11/18","8248.66","yes","7110.91","0","0","0","16","0","0","739661","00003532","34853808","0","57","0"
"GFE00","","09/11/18","09/11/18","7589.23","yes","6542.44","0","0","0","16","0","0","741578","00003533","3151338","0","0","0"
"OEVJ71","","10/11/18","10/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","740197","00003534","3157","0","0","0"
"CCA95","","10/11/18","10/11/18","116953.69","yes","100822.15","0","0","0","16","0","0","738796","00003535","KA669232","0","0","0"
"OEVJ71","","12/11/18","12/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","742402","00003536","3159","0","0","0"
"CCA95","","12/11/18","12/11/18","131070.15","yes","112991.51","0","0","0","16","0","0","742658","00003537","KA669512","0","75","0"
"CCA95","","12/11/18","12/11/18","117562.1","yes","101346.64","0","0","0","16","0","0","739205","00003538","KA669572","0","0","0"
"OEVJ71","","12/11/18","12/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","740173","00003539","3161","0","0","0"
"MECM60","","12/11/18","12/11/18","7000","yes","6034.48","0","0","0","16","0","0","739401","00003540","121118","0","0","0"
"OEVJ71","","13/11/18","13/11/18","7099.99","yes","6120.68","0","0","0","16","0","0","743370","00003541","3162","0","0","0"
"DDS15","","13/11/18","13/11/18","15892.08","yes","13700.07","0","0","0","16","0","0","743555","00003542","98127","0","0","0"
"CCA95","","15/11/18","15/11/18","18000.02","yes","15517.26","0","0","0","16","0","0","744975","00003543","KU10196","0","0","0"
"CCA95","","15/11/18","15/11/18","117257.9","yes","101084.4","0","0","0","16","0","0","744980","00003544","KA670523","0","0","0"
"CCA95","","15/11/18","15/11/18","9420.02","yes","8120.71","0","0","0","16","0","0","744985","00003545","KA670399","0","0","0"
"CCA95","","15/11/18","15/11/18","110510.13","yes","95267.35","0","0","0","16","0","0","744770","00003546","KA670455","0","0","0"
"OEVJ71","","15/11/18","15/11/18","6799.99","yes","5862.06","0","0","0","16","0","0","745575","00003547","3167","0","0","0"
"ROT78","","15/11/18","15/11/18","11524.68","yes","9935.07","0","0","0","16","0","0","745589","00003548","BBE5","0","0","0"
"ELE16","","16/11/18","16/11/18","6430","yes","5543.1","0","0","0","16","0","0","746519","00003549","K764","0","57","0"
"DEA710","","16/11/18","16/11/18","19818.6","yes","17085","0","0","0","16","0","0","746612","00003550","KT4653","0","0","0"
"OEVJ71","","16/11/18","16/11/18","175","yes","150.86","0","0","0","16","0","0","746618","00003551","A-621","0","0","0"
"CCA95","","16/11/18","16/11/18","117164.3","yes","101003.71","0","0","0","16","0","0","746689","00003552","KA670882","0","0","0"
"CCA95","","16/11/18","16/11/18","131070.15","yes","112991.51","0","0","0","16","0","0","746436","00003553","KA67","0","0","0"
"DEA710","","17/11/18","17/11/18","19028.24","yes","16403.65","0","0","0","16","0","0","747337","00003554","KT4654","0","0","0"
"DEA710","","17/11/18","17/11/18","7143","yes","6157.76","0","0","0","16","0","0","747357","00003555","KT4607","0","0","0"
"OEVJ71","","17/11/18","17/11/18","14609.98","yes","12594.81","0","0","0","16","0","0","747373","00003556","3170","0","0","0"
"YC050","","20/11/18","20/11/18","37491.2","yes","32320","0","0","0","16","0","0","748633","00003557","1036613","0","0","0"
"OEVJ71","","20/11/18","20/11/18","14404.98","yes","12418.08","0","0","0","16","0","0","749269","00003558","3166","0","0","0"
"OEVJ71","","20/11/18","20/11/18","7714.99","yes","6650.85","0","0","0","16","0","0","749097","00003559","3172","0","0","0"
"LSC","","21/11/18","21/11/18","56125.44","yes","48384","0","0","0","16","0","0","749683","00003560","3564","0","0","0"
