"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","Numfac","Numped","Pedren","canfon"
"1","01ALREC","14.87399","4530","0","yes","14.33558","16","0","76856","00005359","","0","0"
"1","06MAG1017520","21.77777","9900","0","yes","26.49","16","0","77348","00000019","","0","0"
"1","01BLO15","4.5259","1000","0","yes","4.5259","16","0","77367","00000020","","0","0"
"2","01BLO10","4.1379","1950","0","yes","4.1379","16","0","77367","00000020","","0","0"
"1","01ARM1538","192.95987","300","0","yes","194.9698","16","0","77786","00005358","","0","0"
"6","0640077","56.91625","8","0","yes","0","16","0","77810","00005357","","0","0"
"7","05VALER2","361.2","4","0","yes","0","16","0","77810","00005357","","0","0"
"8","0617309","52.53833","6","0","yes","0","16","0","77810","00005357","","0","0"
"9","05VALESOL34","47.43","12","0","yes","0","16","0","77810","00005357","","0","0"
"1","0848051","225.3","2","0","yes","225.3","16","0","77810","00005357","","0","0"
"2","06SUJMAT2","215.26","2","0","yes","0","16","0","77810","00005357","","0","0"
"3","05COFG381","43.05166","6","0","yes","0","16","0","77810","00005357","","0","0"
"4","06SOLD50","169.965","2","0","yes","0","16","0","77810","00005357","","0","0"
"5","05LLAN12UN","38.73444","18","0","yes","0","16","0","77810","00005357","","0","0"
"1","01BLO10","4.22408","2400","0","yes","4.22409","16","0","78155","00000016","","0","0"
"1","01CEMCAZ50","109.4825","1020","0","yes","109.4825","16","0","78486","00005356","","0","0"
"1","01CC43","3650","1","0","yes","0","16","0","78642","00000028","","0","0"
"1","01BP5","33.621","10","0","yes","27","16","0","78649","00000029","","0","0"
"6","08CODCP34","4.19428","10","0","yes","0","16","0","78896","00005355","","0","0"
"7","05ADAPMH34","2.4486","30","0","yes","0","16","0","78896","00005355","","0","0"
"8","05ADAPMPH12","2.18686","20","0","yes","0","16","0","78896","00005355","","0","0"
"9","05REDPVC42","7.88739","30","0","yes","0","16","0","78896","00005355","","0","0"
"10","05ADAPIM2","20.00528","5","0","yes","0","16","0","78896","00005355","","0","0"
"1","05TUBPVCN2","10.57432","300","0","yes","10.67674","16","0","78896","00005355","","0","0"
"2","05TUBPVCHA12","47.01541","20","0","yes","0","16","0","78896","00005355","","0","0"
"3","05TUBPVCHA34","63.52788","15","0","yes","0","16","0","78896","00005355","","0","0"
"4","06CDTP019","17.55894","20","0","yes","0","16","0","78896","00005355","","0","0"
"5","08CODCP12","3.11176","10","0","yes","0","16","0","78896","00005355","","0","0"
"5","05CUECER","7.29","20","0","yes","0","16","0","78988","00005354","","0","0"
"6","052264","31.28","20","0","yes","0","16","0","78988","00005354","","0","0"
"7","05TUBCOM34","88.11967","18.3","0","yes","0","16","0","78988","00005354","","0","0"
"1","05TAZB","481.99","2","0","yes","481.99","16","0","78988","00005354","","0","0"
"2","05TANB","481.99","2","0","yes","0","16","0","78988","00005354","","0","0"
"3","05COFLEXC","29.28","10","0","yes","0","16","0","78988","00005354","","0","0"
"4","05CUECERCG","9.47","20","0","yes","0","16","0","78988","00005354","","0","0"
"1","01CR","6689.66","1","0","yes","0","16","0","79063","00000022","","0","0"
"1","01MALSOL10","9.24601","5000","0","yes","9.4","16","0","79162","00000018","","0","0"
"1","01VAR38","85.68272","5499","0","yes","80.01","16","0","79591","00005353","","0","0"
"1","01BLO10","4.1379","1920","0","yes","4.1379","16","0","80009","00000021","","0","0"
"1","01JM","3255","14","0","yes","0","16","0","80069","00000024","","0","0"
"3","01BP5","27","414","0","yes","0","16","0","80217","00000017","","0","0"
"4","01CP5k","58.05","384","0","yes","0","16","0","80217","00000017","","0","0"
"1","01CHUPONS","24.14","40","0","yes","42.2411","16","0","80217","00000017","","0","0"
"2","01CG8k","128.25","30","0","yes","0","16","0","80217","00000017","","0","0"
"1","01CP4","58.05","280","0","yes","0","16","0","80461","00000047","","0","0"
"2","01BP5","27","420","0","yes","0","16","0","80461","00000047","","0","0"
"1","01ANDT0",".5","108","0","yes","1","0","0","80478","00000048","","0","0"
"2","01FMT0","90","18","0","yes","0","0","0","80478","00000048","","0","0"
"3","01CM","5","108","0","yes","0","0","0","80478","00000048","","0","0"
"4","01CINT0","2","864","0","yes","0","0","0","80478","00000048","","0","0"
"1","01LAD61224","1.5","22814","0","yes","1.5","16","0","80512","00000053","","0","0"
"1","01LAD61224","1.5","25600","0","yes","1.5","16","0","80516","00000054","","0","0"
"1","01TAP","280","82","0","yes","285","16","0","80535","00000055","","0","0"
"1","01T1124","200","828","0","yes","0","16","0","80540","00000056","","0","0"
"2","01TABLC","88","197","0","yes","92","16","0","80540","00000056","","0","0"
"1","06AJA","2.9293","495","0","yes","1.6","16","0","80562","00000057","","0","0"
"1","03LAMC2836","221.3863","1002","0","yes","253.8","16","0","80574","00000058","","0","0"
"2","03LA10128400","245.9848","95","0","yes","0","16","0","80574","00000058","","0","0"
"3","03LA101285","307.4806","7","0","yes","0","16","0","80574","00000058","","0","0"
"1","01LAD61224","1.5","10309","0","yes","1.5","16","0","80585","00000059","","0","0"
"1","01TR1035","52","349","0","yes","0","16","0","80596","00000061","","0","0"
"2","01B45935","104","690","0","yes","0","16","0","80596","00000061","","0","0"
"3","01PR1026","52.5","100","0","yes","0","16","0","80596","00000061","","0","0"
"1","06MAG1017520","21.77778","945","0","yes","21.77777","16","0","80599","00000060","","0","0"
"1","01PR10","37.5","180","0","yes","0","16","0","80643","00000062","","0","0"
"2","01PR1026","52.5","439","0","yes","0","16","0","80643","00000062","","0","0"
"3","01TR1035","52","228","0","yes","0","16","0","80643","00000062","","0","0"
"1","01CP5k","58.05","96","0","yes","58.05","16","0","80654","00000063","","0","0"
"2","01BP5","27","96","0","yes","0","16","0","80654","00000063","","0","0"
"1","01CEMT","86.63799","1020","0","yes","86.63799","16","0","81182","00000083","","0","0"
"1","01ARE4","350","22","0","yes","241.38","16","0","81187","00000064","","0","0"
"2","01GRA","320","22.5","0","yes","0","16","0","81187","00000064","","0","0"
"1","03LAMC2836","266.72","240","0","yes","221.3863","16","0","81377","00000065","","0","0"
"1","01TAP","280","98","0","yes","280","16","0","81384","00000075","","0","0"
"1","05TINRP450","609","130","0","yes","571.71","16","0","81386","00000084","","0","0"
"2","05TAMPLAS250","473","3","0","yes","0","16","0","81386","00000084","","0","0"
"1","05TANQV5000LT","5597.5","16","0","yes","6045.26","16","0","81409","00000066","","0","0"
"2","05CP2","215","16","0","yes","0","16","0","81409","00000066","","0","0"
"1","01T244","96.77717","700","0","yes","84.02","16","0","81446","00000067","","0","0"
"1","01BLO10","4.22413","2100","0","yes","5.568","16","0","81457","00000068","","0","0"
"1","01TR1035","52","89","0","yes","52","16","0","81462","00000069","","0","0"
"1","01HC","8.61219","95","0","yes","0","16","0","81521","00000070","","0","0"
"2","01GU","17.2353","27","0","yes","0","16","0","81521","00000070","","0","0"
"1","01REP","145","1","0","yes","0","0","0","81529","00000071","","0","0"
"5","0617479","48.114","4","0","yes","0","16","0","81589","00000072","","0","0"
"6","06MF","19.9881","18","0","yes","0","16","0","81589","00000072","","0","0"
"7","06MANJAR34","7.4052","100","0","yes","0","16","0","81589","00000072","","0","0"
"8","0624583","356.3406","96","0","yes","0","0","0","81589","00000072","","0","0"
"1","06CINT1","5.1777","200","0","yes","5.1084","16","0","81589","00000072","","0","0"
"2","0612601","662.4882","1","0","yes","0","16","0","81589","00000072","","0","0"
"3","06GUANCNL","55.5192","18","0","yes","0","16","0","81589","00000072","","0","0"
"4","0614284","14.8005","18","0","yes","0","16","0","81589","00000072","","0","0"
"9","06RAF1","36.2736","95","0","yes","0","16","0","81589","00000072","","0","0"
"10","0644931","51.0741","20","0","yes","0","16","0","81589","00000072","","0","0"
"11","05VALER114","110.2959","101","0","yes","0","16","0","81589","00000072","","0","0"
"12","05LLAN34","36.2704","102","0","yes","0","16","0","81589","00000072","","0","0"
"13","0649153","31","4","0","yes","0","16","0","81589","00000072","","0","0"
"1","01BLO10","4.22","540","0","yes","5.568","16","0","81681","00000073","","0","0"
"1","01C52","182.07","48","0","yes","182.07","16","0","81716","00000074","","0","0"
"2","01C32","110.67","96","0","yes","0","16","0","81716","00000074","","0","0"
"1","01TABLC","88","3","0","yes","88","16","0","81730","00000076","","0","0"
"1","01POLMAD448","45","288","0","yes","45","16","0","81739","00000077","","0","0"
"2","01P241","75","192","0","yes","0","16","0","81739","00000077","","0","0"
"3","01TR1035","52","25","0","yes","0","16","0","81739","00000077","","0","0"
"1","01PR10","37.5","100","0","yes","37.5","16","0","81749","00000078","","0","0"
"2","01PR1026","52.5","50","0","yes","52.5","16","0","81749","00000078","","0","0"
"1","05TCGH114","12.96","100","0","yes","17.95","16","0","81760","00000082","","0","0"
"2","05TAPHGAL2","38.38","1","0","yes","0","16","0","81760","00000082","","0","0"
"3","05TEEGALV1","17.06","1","0","yes","0","16","0","81760","00000082","","0","0"
"4","05COPGALV34","4.99","100","0","yes","0","16","0","81760","00000082","","0","0"
"5","05NIPGALC3412","27.02","67","0","yes","0","16","0","81760","00000082","","0","0"
"6","05GNI11412","58.32","37","0","yes","0","16","0","81760","00000082","","0","0"
"7","05NG122","95.96","1","0","yes","0","16","0","81760","00000082","","0","0"
"1","01CEMT","86.63799","1020","0","yes","81.0345","16","0","82044","00000079","","0","0"
"1","01MALSOL10","9.21875","4000","0","yes","9.34","16","0","82049","00000080","","0","0"
"2","06REDG120","414.425","104","0","yes","480.14655","16","0","82049","00000080","","0","0"
"1","03LAMC2836","264.24","990","0","yes","266.72","16","0","82060","00000081","","0","0"
"2","03LAMC2830","220.2","4","0","yes","0","16","0","82060","00000081","","0","0"
"3","03LA10128610","440.4","40","0","yes","0","16","0","82060","00000081","","0","0"
"1","01TU16","3.5","4920","0","yes","3","0","0","82139","00000089","","0","0"
"2","01GOT","4","1960","0","yes","0","0","0","82139","00000089","","0","0"
"3","01VAL","12","314","0","yes","0","0","0","82139","00000089","","0","0"
"4","01TI","6","98","0","yes","0","0","0","82139","00000089","","0","0"
"5","01IC","4","196","0","yes","0","0","0","82139","00000089","","0","0"
"6","01VI58","14","1007","0","yes","0","0","0","82139","00000089","","0","0"
"7","01CINT0",".85815","11886","0","yes","2","0","0","82139","00000089","","0","0"
"8","01FMT0","78","226","0","yes","0","0","0","82139","00000089","","0","0"
"1","05ADAHHC112","4.9116","4","0","yes","4.45","16","0","82224","00000088","","0","0"
"2","05COPPVC4","3.14232","194","0","yes","0","16","0","82224","00000088","","0","0"
"3","05PEGPVC250","32.9528","195","0","yes","0","16","0","82224","00000088","","0","0"
"4","06POLH1","5.2433","800","0","yes","0","16","0","82224","00000088","","0","0"
"5","05LPVC12","53.3087","1","0","yes","0","16","0","82224","00000088","","0","0"
"6","05RBPH1121","4.57064","2","0","yes","0","16","0","82224","00000088","","0","0"
"7","05TEEPH1","4.2389","1","0","yes","0","16","0","82224","00000088","","0","0"
"8","05TEEPVCH112","7.03105","1","0","yes","0","16","0","82224","00000088","","0","0"
"9","05TUBPVCN4","18.60047","3126","0","yes","0","16","0","82224","00000088","","0","0"
"10","05ADAPMPH1","2.85665","3","0","yes","0","16","0","82224","00000088","","0","0"
"11","05ESRPVC1","24.87129","2","0","yes","0","16","0","82224","00000088","","0","0"
"12","05ADAPHPH1","2.61706","95","0","yes","0","16","0","82224","00000088","","0","0"
"13","05ADAPHC34","2.25768","95","0","yes","0","16","0","82224","00000088","","0","0"
"14","05COD4S2","9.62046","131","0","yes","0","16","0","82224","00000088","","0","0"
"15","05TPH401","2.78293","2","0","yes","0","16","0","82224","00000088","","0","0"
"16","05CODPVC490","6.16484","291","0","yes","0","16","0","82224","00000088","","0","0"
"17","05CPH1","3.1883","2","0","yes","0","16","0","82224","00000088","","0","0"
"1","06POLH1","5.24333","1000","0","yes","5.0406","16","0","82268","00000085","","0","0"
"2","05COD4S2","9.62046","92","0","yes","9.6205","16","0","82268","00000085","","0","0"
"1","06MS50","8.27194","18070","0","yes","7.8773","16","0","82279","00000086","","0","0"
"1","06MAG10175","14","6930","0","yes","16.7333","16","0","82287","00000087","","0","0"
"2","06MAG175050","8.5555","4275","0","yes","0","16","0","82287","00000087","","0","0"
"3","06MAG175","9.77783","4500","0","yes","11.59098","16","0","82287","00000087","","0","0"
"1","01POLMAD448","58","100","0","yes","45","16","0","82379","00000090","","0","0"
"2","01P12","17","400","0","yes","0","16","0","82379","00000090","","0","0"
"1","01PT","9.5","360","0","yes","0","0","0","82417","00000091","","0","0"
"4","05COD4S2","9.6262","7","0","yes","0","16","0","82422","00000092","","0","0"
"1","05INSRB134","5.5106","95","0","yes","5.142","16","0","82422","00000092","","0","0"
"2","06POLH1","5.2433","1400","0","yes","0","16","0","82422","00000092","","0","0"
"3","05NIPPI1121","7.91569","97","0","yes","0","16","0","82422","00000092","","0","0"
"1","01CEMT","86.63799","1020","0","yes","86.63799","16","0","82436","00000093","","0","0"
"1","05NIPGAL346","10.85","54","0","yes","8.8767","16","0","82514","00000121","","0","0"
"2","05COPGALV34","4.42","54","0","yes","0","16","0","82514","00000121","","0","0"
"3","05NIPG1146","22.57","47","0","yes","0","16","0","82514","00000121","","0","0"
"4","05TCGH114","12.96","54","0","yes","0","16","0","82514","00000121","","0","0"
"5","05GRC212","36.53","54","0","yes","0","16","0","82514","00000121","","0","0"
"6","05NIPGALC3412","27.02","54","0","yes","0","16","0","82514","00000121","","0","0"
"1","01B6LT","62.30407","110","0","yes","45.0627","16","0","82524","00000110","","0","0"
"1","01TAP","280","32","0","yes","280","16","0","82526","00000094","","0","0"
"1","01CC43","5003.52","1","0","yes","3650","16","0","82532","00000095","","0","0"
"1","06MAG10175","14","2430","0","yes","14","16","0","82538","00000117","","0","0"
"2","06MAG175","9.7778","7920","0","yes","0","16","0","82538","00000117","","0","0"
"4","0644931","51.0741","15","0","yes","0","16","0","82551","00000096","","0","0"
"1","06CINT1","5.1777","70","0","yes","5.1777","16","0","82551","00000096","","0","0"
"2","0624583","356.3406","32","0","yes","0","0","0","82551","00000096","","0","0"
"3","06RAF1","36.2736","32","0","yes","0","16","0","82551","00000096","","0","0"
"5","05VALER114","110.2959","32","0","yes","0","16","0","82551","00000096","","0","0"
"6","05LLAN34","36.2706","36","0","yes","0","16","0","82551","00000096","","0","0"
"1","05GNI11412","58.32","231","0","yes","58.32","16","0","82574","00000097","","0","0"
"2","05TCGH114","12.96","32","0","yes","0","16","0","82574","00000097","","0","0"
"3","05NIPGALC3412","27.02","32","0","yes","0","16","0","82574","00000097","","0","0"
"4","05COPGALV34","4.99","32","0","yes","4.42","16","0","82574","00000097","","0","0"
"1","05PEGPVC250","31.3047","64","0","yes","32.95","16","0","82597","00000098","","0","0"
"2","05TUBPVCN4","18.60047","576","0","yes","0","16","0","82597","00000098","","0","0"
"3","05CODPVC490","6.16484","96","0","yes","0","16","0","82597","00000098","","0","0"
"4","05COPPVC4","3.14232","64","0","yes","0","16","0","82597","00000098","","0","0"
"5","08POL1","5.04061","300","0","yes","0","16","0","82597","00000098","","0","0"
"6","06POLH1","5.2433","700","0","yes","0","16","0","82597","00000098","","0","0"
"7","05INSRB134","6.16484","25","0","yes","0","16","0","82597","00000098","","0","0"
"8","05ADPIN34","4.4249","32","0","yes","0","16","0","82597","00000098","","0","0"
"1","01T244","97.2533","224","0","yes","96.77717","16","0","82688","00000099","","0","0"
"1","01GI","3","1115","0","yes","1.96","0","0","82693","00000112","","0","0"
"2","01VI58","14","111","0","yes","14","0","0","82693","00000112","","0","0"
"1","01CM5","97.5","130","0","yes","0","16","0","82696","00000100","","0","0"
"2","01BEBEDS","27","130","0","yes","30.172","16","0","82696","00000100","","0","0"
"1","01P12","17","80","0","yes","17","16","0","82711","00000101","","0","0"
"2","01POLMAD448","58","20","0","yes","0","16","0","82711","00000101","","0","0"
"1","01BLO15","6.5","200","0","yes","4.48275","16","0","82723","00000102","","0","0"
"1","01TU16","3.5","12","0","yes","3.5","0","0","82728","00000103","","0","0"
"1","01C6170","186.66","4","0","yes","0","16","0","82746","00000104","","0","0"
"2","01TAPASOL","1752","3","0","yes","0","16","0","82746","00000104","","0","0"
"1","01P12","17","300","0","yes","17","16","0","82758","00000105","","0","0"
"2","01POLMAD448","58","75","0","yes","58","16","0","82758","00000105","","0","0"
